报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,1999-12-31,
基本每股收益(元),0.6,0.39,0.25,0.68,0.55,0.34,0.4,1,0.83,0.51,0.36,0.89,0.77,0.42,0.28,0.85,0.75,0.36,0.26,0.93,0.01,-0.06,-0.04,-0.46,-0.45,-0.34,-0.09,-0.74,0.02,0.02,0.01,0.07,0.05,0.03,-0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,8.15,--,6.74,6.39,7.02,6.72,6.79,6.54,6.38,6.01,0.4,0.33,0.35,0.39,0.4,0.51,0.76,0.85,1.62,2.42,2.42,2.41,2.45,2.38,2.34,2.31,2.27,2.25,2.26,2.26,2.21,2.19,2.18,2.17,2.15,2.11,2.09,2.07,2.06,2.06,2.04,2.04,2.04,2.04,2.01,1.63,0,1.49,1.35,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.28,--,1.75,1.04,0.03,-0.26,-0.08,0.18,0.13,2.04,1.28,0.4,0.42,0.18,0.3,0.41,0.26,0.36,0.4,0.39,0.28,--,0.29,0.12,0.12,0.39,0,--,0,0.12,0,0,0,0.04,0,0,0,0.15,0,0,0,-0.13,0,-0.11,--,0.2,0.31,0.67,-0.51,
主营业务收入(万元),798785,526958,279511,1050314,830294,614573,294920,1138678,765571,444909,206478,1000337,803289,490994,240109,698136,345111,168347,90413,313138,80377,56482,27710,104506,49560,21801,5999,66789,60490,51942,33562,77435,43673,27021,10568,67958,50308,31487,13478,53263,40236,24449,11141,51461,36511,21841,10806,39065,25898,16010,6712,32394,22749,14368,6409,33783,16656,36551,35553,
主营业务利润(万元),269936,160887,79040,207132,149397,102797,50670,172690,125042,76008,39812,148658,116567,70829,38031,124831,96248,56396,34720,110455,4921,2320,1265,1584,-1860,-4559,-1126,848,5265,4645,2228,4440,3675,2738,839,6538,4916,3086,1332,5744,4208,2831,1322,6025,4542,2849,1522,5574,3406,2193,927,4649,3133,2026,868,4662,2450,4723,4555,
营业利润(万元),81425,49167,30580,87225,65984,41375,24485,68298,50589,27605,16758,44993,40695,20923,12586,42866,40529,16829,13968,30639,81,-1109,-749,-6252,-6038,-4053,-1481,-15715,587,308,163,-290,598,419,-309,546,741,422,203,1048,845,480,219,1000,1322,614,237,596,188,185,77,808,276,185,52,1136,689,1342,1042,
投资收益(万元),4337,3090,553,4495,2027,-318,-181,1681,381,113,290,-1325,-1106,-1321,1179,16759,10376,443,313,2924,0,0,0,2,0,0,0,3,-9,1,0,1594,1090,415,0,-21,13,3,0,5,6,6,-0,440,-17,-8,-6,-32,-24,-17,-9,-32,-23,-17,-9,-34,-17,-34,-34,
营业外收支净额(万元),6347,4106,2480,7977,7530,5874,3586,3944,5552,4771,4227,7179,3658,3106,3200,5642,3563,3861,638,5674,85,17,4,-26,-88,11,-4,-91,--,-6,--,1535,24,--,5,3,0,--,0,-13,0,0,0,-17,0,0,0,-204,0,0,0,-29,2,4,0,-8,0,-60,-169,
利润总额(万元),87773,53273,33061,95203,73515,47250,28071,72243,56141,32376,20985,52171,44353,24028,15786,48508,44092,20690,14606,36313,166,-1092,-745,-6278,-6126,-4042,-1485,-15806,576,301,158,1245,671,427,-304,1128,755,425,202,1541,840,478,214,1423,1284,595,231,860,485,473,66,1247,755,672,48,1594,1169,1747,1318,
净利润(万元),81452,52210,31986,80917,65782,40836,26143,63719,52091,30979,20676,50660,43747,23552,16081,48303,42695,20481,14606,35257,164,-1083,-745,-8648,-8493,-6409,-1756,-13936,418,216,119,843,672,427,-303,1011,506,285,136,1217,563,320,143,1254,927,470,157,510,318,305,45,755,505,448,54,1068,789,1170,783,
净利润(扣除非经常性损益后)(万元),76599,50009,31927,76328,59700,38717,25928,63514,48702,28372,--,49036,--,24196,--,28737,--,19019,--,32783,--,-1082,--,-8633,--,-6432,0,-13819,0,293,0,-1251,0,140,--,631,0,284,0,818,0,302,0,892,0,475,0,245,0,100,0,443,168,110,--,--,456,--,--,
经营活动产生的现金流量净额(万元),68701,27205,-26542,80972,14569,16673,-15962,145335,25484,2546,-18477,120204,99222,58738,1837,-14922,-4526,10438,7204,77462,24058,7515,7842,3438,5656,7694,4809,6804,7484,4815,3538,-3543,3601,1475,1532,4879,1889,3536,1585,1538,-2695,-3197,-1753,547,-838,-983,-1528,1920,-3652,-1514,-3054,-1631,0,-1393,--,1630,2492,5380,--,
现金及现金等价物净增加额(万元),26689,1389,-67394,-36028,-114470,-46122,-47274,223665,102378,77774,97983,53795,28141,14622,-15681,52733,33047,-20714,-14597,-25731,11894,1326,3260,-4094,-1845,4782,6187,1371,2162,4714,2095,-3675,2516,5556,6888,-1219,167,3297,2391,-1875,-4018,-2333,1729,-5383,-6235,-5334,-2022,-107,-2362,-1703,-1926,10176,0,14138,--,428,620,4291,--,
总资产(万元),1666985,1632845,1527319,1240371,1261453,1229344,1261741,1194098,1058527,969954,973743,840502,883019,804174,792261,758616,652604,563418,577586,509065,120249,111859,118426,98014,98796,102724,100091,92882,100940,104517,107820,100305,104501,105877,97759,85450,85619,85086,79602,73317,75486,74643,74744,66993,70298,69781,71513,70605,66787,62549,61001,56686,55705,59599,52403,41297,0,40531,38191,
流动资产(万元),1085334,1051676,942600,906184,932540,909484,944488,879041,786218,698418,718391,584742,631367,555014,515773,485800,355303,233469,245824,196513,72523,64957,71665,50976,49329,52745,48187,40815,51493,55366,59012,51747,55916,58727,57000,46685,53373,53974,49940,43272,45801,45795,48428,45014,48180,48350,51622,50979,54320,50519,--,--,--,--,41694,30563,0,29080,26328,
总负债(万元),663233,656273,550175,546957,586918,581528,618344,579432,476662,416775,425102,438632,488949,430359,383421,366135,253975,180585,204611,156382,112759,105627,111848,90689,91320,93164,85883,76920,70625,74211,77609,70206,73865,76053,68486,56506,57194,56881,51308,45028,47850,47251,47396,39789,43117,43072,45104,44358,40760,36541,35179,30898,29894,33847,27044,28001,0,28310,27150,
流动负债(万元),562843,558425,499433,497957,540257,534295,519825,480550,382717,322151,328138,342700,377168,374052,329281,311205,198392,175385,199411,153582,98905,91773,97994,73835,74466,73310,66029,59966,47171,50757,59655,52252,54811,55359,57132,51152,49200,48887,43154,37628,39850,39251,38396,35389,38717,43072,45104,44358,40760,36541,--,--,--,--,27044,28001,0,26955,19033,
股东权益不含少数股东权益(万元),953007,923766,924211,641243,626109,601162,600379,573501,550560,540761,537051,390588,382563,362369,398157,380926,385350,370768,362104,340797,7479,6227,6569,7314,7465,9549,14199,15951,30305,30294,30199,30086,30622,29810,29273,28929,28409,28187,28276,28272,27619,27374,27347,27204,26875,26412,26098,25934,25740,25721,25544,25509,25533,25477,25083,13013,0,11948,10784,
