报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.21,0.13,0.04,0.66,0.37,0.17,-0.04,0.53,0.53,0.51,
每股净资产(元),5.46,5.38,3.59,3.55,3.26,--,--,2.89,2.36,1.83,
每股经营活动产生的现金流量净额(元),-1.29,-0.82,-1.1,0.4,-1.68,-1.36,-1.4,-0.36,0.72,0.64,
主营业务收入(万元),56717,35958,13454,99593,64695,41924,8571,110110,75871,65599,
主营业务利润(万元),14490,10335,4163,22409,15192,9630,2993,20331,19605,16048,
营业利润(万元),2241,1176,442,7360,3886,1632,-378,5800,6208,5963,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),117,125,--,80,52,2,0,188,152,168,
利润总额(万元),2358,1301,442,7441,3938,1634,-378,5988,6360,6132,
净利润(万元),2389,1355,376,6608,3657,1671,-424,5324,5267,5122,
净利润(扣除非经常性损益后)(万元),--,1268,376,6548,3621,1670,-424,5176,5163,5060,
经营活动产生的现金流量净额(万元),-17254,-10937,-10978,3954,-16792,-13600,-13997,-3586,7183,6437,
现金及现金等价物净增加额(万元),4846,13592,-16977,7452,-13509,-8354,-10815,-5186,7400,5987,
总资产(万元),93017,87396,56328,67919,65278,--,--,65911,80339,46101,
流动资产(万元),84553,81334,50207,61701,58931,--,--,59817,74148,39828,
总负债(万元),20242,15655,20411,32378,32687,--,--,36978,56730,27758,
流动负债(万元),20242,15655,20411,32378,32687,--,--,36978,56730,27758,
股东权益不含少数股东权益(万元),72775,71741,35917,35542,32591,--,--,28933,23610,18343,
净资产收益率加权(%),4.57,2.53,1.05,19.49,11.28,5.61,-1.48,20.26,25.11,37.39,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
