报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.72,0.46,0.24,0.85,0.68,0.45,0.22,0.7,0.56,0.32,
每股净资产(元),--,--,--,--,2.93,--,--,2.24,1.72,1.26,
每股经营活动产生的现金流量净额(元),--,--,--,--,0.73,--,--,0.55,0.69,0.13,
主营业务收入(万元),287174,184757,94254,304328,234493,149181,75671,235986,189958,144701,
主营业务利润(万元),73359,47559,24380,77142,59423,37660,19134,63791,51369,38316,
营业利润(万元),36444,23938,12807,36355,29940,19357,8976,31116,24277,15254,
投资收益(万元),419,72,16,88,5,5,4,7,--,6,
营业外收支净额(万元),1532,211,2,3569,2289,2032,1502,2022,2235,1138,
利润总额(万元),37976,24149,12809,39925,32229,21389,10477,33138,26512,16392,
净利润(万元),32535,20743,10941,33957,27320,18069,8689,28034,22548,12894,
净利润(扣除非经常性损益后)(万元),30877,20503,10933,30864,25374,16343,7561,26314,20654,16459,
经营活动产生的现金流量净额(万元),29347,26175,18137,34251,29048,18309,18621,21897,27521,5358,
现金及现金等价物净增加额(万元),15741,2666,89037,8673,5698,1321,9721,-3742,7779,-2002,
总资产(万元),258952,255114,258506,175164,162620,--,--,129777,94696,77004,
流动资产(万元),167937,164122,167821,85662,77385,--,--,62280,47277,43223,
总负债(万元),46856,56332,46137,47512,41322,--,--,36564,25951,26606,
流动负债(万元),44177,54077,43668,45329,38829,--,--,34672,25286,26217,
股东权益不含少数股东权益(万元),207011,195428,208696,123649,117012,--,--,89692,68745,50398,
净资产收益率加权(%),16.88,11.04,6.58,31.83,26.43,16.94,9.24,35.27,37.19,28.56,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
