报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1992-12-31,
基本每股收益(元),0.1,0.08,0.03,0.1,0.1,0.1,0.05,0.31,0.07,0.05,0.03,0.27,0.1,0.07,0.03,0.05,-0.07,-0.06,-0.05,0.05,-0.05,-0.02,-0.04,0.06,0.01,-0.03,-0.06,0.08,-0.07,-0.03,-0,0.57,0.79,-0.31,0.13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,2.32,2.13,2.1,2.11,2.21,2.09,2.11,2.21,2.26,2.18,2.21,2.3,2.35,2.3,2.28,2.3,2.37,2.23,2.27,2.4,2.58,2.81,2.56,2.15,2.19,2.25,2.73,2.66,2.65,2.65,2.63,2.61,2.64,2.64,2.65,2.73,2.74,2.73,2.71,2.67,2.65,2.68,2.67,2.64,2.64,2.62,2.61,2.64,2.63,2.91,2.87,3.07,2.97,2.97,2.85,3.18,3.05,3.07,3.25,3.15,4.89,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.04,-0.28,-0.52,-0.01,0.04,-0.09,0.07,0.1,0.1,-0.05,0.29,1.05,1.09,0.75,0.16,0.93,0.24,0.07,0.35,-1.12,-0.12,-0.01,0.1,-0.25,0,--,0,-0.13,0,0,0,-0.04,0,0,0,0.08,0,0,0,0.01,0,-0.03,--,0.07,0.05,0.06,-0.05,-0.02,--,0.05,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),46176,27129,13937,52664,43382,26644,10034,112235,39038,25418,13389,63659,32428,21876,8928,19921,11745,8801,4190,31094,13516,12571,1286,55386,37667,17847,1602,35638,5519,2831,1141,48676,45200,39581,33595,21169,15806,10218,5112,21106,15276,9658,4543,15560,10889,6677,2811,14372,11250,7277,3677,10572,8161,5031,2317,8987,4520,8640,3793,7760,3285,7548,3558,8933,5606,7813,3777,5534,2948,4301,2110,9231,8007,
主营业务利润(万元),17690,12594,4925,20572,15468,10661,3930,40574,13898,9137,4683,24704,11301,7480,3350,5257,1478,612,-245,9468,4201,3920,-203,16581,10832,4984,-456,10586,-1374,-883,-350,6945,8811,8389,--,955,975,449,153,787,277,-26,-118,270,-157,37,-66,2971,2461,1610,812,1838,1509,768,313,1473,806,1615,542,1308,380,1411,681,92,627,162,-266,-198,112,328,839,2641,578,
营业利润(万元),7540,6018,2273,8772,9425,6330,2364,24976,6592,4465,2808,19384,7494,4685,2022,1567,-1747,-1470,-1297,6406,1376,1527,-1341,8605,4363,186,-2640,5649,-4507,-2526,-860,18190,28391,-4276,7047,-1994,-654,-634,-505,-1281,-1412,-1125,-713,-1410,-1458,-905,-566,968,886,464,354,-327,-246,-389,-92,360,379,288,-102,17,-150,191,80,93,0,162,0,-198,0,328,0,2642,578,
投资收益(万元),43,46,12,-1406,-1259,-1092,-265,-1986,-1719,-906,-231,-581,-535,-328,-137,-570,-421,-239,-87,472,288,253,101,171,77,60,22,-167,341,256,133,33487,34946,1159,208,3704,3314,2627,773,1319,1213,805,78,1631,1493,1203,376,1256,1035,1067,135,1356,1374,1205,202,591,180,1413,365,1035,1255,3996,2201,4200,2026,4301,2210,3484,1927,3556,1058,812,18,
营业外收支净额(万元),161,14,-127,-945,-956,1081,1107,-883,-384,-207,-92,-283,-273,-171,-63,1004,-121,-62,-59,-583,-600,-13,2,-30,-17,-8,-3,-150,--,--,--,--,--,--,--,-242,0,--,0,-10,0,0,0,-21,-2,0,0,3,0,0,0,-12,-5,-5,0,7,0,-30,0,-442,0,--,0,0,-6,0,5,0,0,0,0,0,0,
利润总额(万元),7700,6032,2146,7826,8469,7411,3471,24093,6207,4258,2716,19102,7221,4513,1959,2571,-1867,-1532,-1356,5823,775,1514,-1339,8574,4346,178,-2643,5500,-4626,-2694,-888,18153,28351,-4304,7047,1468,2647,1982,269,353,92,-322,-635,200,34,302,-190,2227,1922,1532,489,1017,1123,811,110,957,558,1672,241,610,1102,4104,2282,4285,2652,4797,2068,3414,2039,3889,2607,3447,591,
净利润(万元),4794,4003,1433,5123,4984,4967,2494,15151,3341,2252,1697,13137,4761,2977,1355,1218,-1865,-1452,-1378,1254,-1325,-573,-1115,1442,306,-721,-1559,1924,-1668,-876,-89,14418,20114,-7918,3271,944,2314,1656,207,213,78,-335,-635,180,13,264,-190,1813,1606,1299,408,771,942,710,81,776,446,1494,200,372,909,3453,1886,4105,2257,4616,1975,2952,1733,3831,2216,3447,591,
净利润(扣除非经常性损益后)(万元),4641,3946,1275,3167,3369,3590,1378,14358,2787,1854,1489,11711,--,2521,--,-221,--,-1397,--,310,--,-744,--,1313,0,-768,0,2217,0,-737,--,283,0,4026,--,-1633,0,-980,0,-301,0,-528,0,-617,0,-332,0,1156,0,1384,0,811,977,579,--,770,446,1524,222,372,--,--,--,--,--,--,--,--,--,--,0,0,--,
经营活动产生的现金流量净额(万元),6829,725,4591,33649,9292,21702,19704,57304,8201,2382,2544,23500,-2047,-13521,-25083,-138,927,-2276,1658,2522,2438,-1371,7281,26747,27873,19022,4148,23614,6218,1716,8894,-28509,-3173,-347,2524,-6263,3104,1784,2808,-2604,-432,-1145,-1231,-874,-1696,-1268,-794,1658,1467,225,-34,297,0,-622,--,1452,962,1271,-957,-322,--,955,--,--,--,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),-6598,-3993,-5209,-23316,-23318,-13170,-2641,23046,-1630,11623,-302,4065,12660,5577,8407,-12907,-11036,-10344,-10272,-18649,-13263,-1672,7248,-2156,537,6085,3140,8563,5862,16531,1023,17041,41644,8571,3969,-4322,10662,8669,4778,9777,8179,-783,-2253,727,778,3236,4664,-5096,307,3551,68,-3513,0,3072,--,1786,1746,481,-5925,8566,--,821,--,--,--,--,--,--,--,--,--,--,--,
总资产(万元),374874,374486,358238,348935,349722,360704,365342,319879,329852,339159,308031,297633,288132,272329,288305,133203,132943,130071,128610,122211,139391,135302,139359,134125,137571,156937,152837,141770,139644,128883,86821,97672,101005,89221,72315,80645,58097,58069,56565,55996,56024,55312,54953,55530,55244,55790,57328,57605,57697,57336,56434,55872,56621,56438,55774,55563,57470,57102,55717,55888,61728,61626,61734,59577,61439,59209,59646,55590,55232,54106,53202,59110,41286,
流动资产(万元),337962,338468,321976,312147,296100,306679,310218,239677,273312,282298,254580,243978,256557,240483,256167,101811,101762,98607,96994,90794,100263,117057,121474,116066,120223,139327,134960,123581,120346,119707,77491,88163,85992,52099,44690,51080,32781,32207,28495,26826,26499,25460,24824,25114,24485,24704,26159,26179,26348,25661,--,--,--,--,21695,0,0,--,0,0,20531,18848,18653,16106,16549,16900,17679,12762,11723,11733,13588,21414,14164,
总负债(万元),211039,211262,196350,185912,176816,188408,197668,190626,212684,223502,190868,182588,184455,170436,185606,68819,72102,68729,64567,56742,78029,73166,75290,68717,75108,88966,86501,72562,79063,67186,20572,21587,22785,16876,10318,20626,767,1121,1065,704,868,569,510,452,332,628,537,624,923,869,857,703,764,814,779,649,2886,2832,804,1030,1153,1958,3634,3198,5005,5029,4717,3175,2315,299,993,8521,11415,
流动负债(万元),170714,170357,155895,145057,110630,121222,124481,120199,139258,149076,186441,178161,131029,117010,97679,57067,59850,56477,57315,49490,70777,65914,68038,61465,67856,71714,54010,39988,45396,36324,19793,20742,22675,16766,10208,20601,742,1121,1065,704,868,569,510,452,332,628,537,624,923,869,--,--,--,--,779,0,0,--,0,0,1052,1876,3569,3134,4885,4923,4620,3175,2315,299,857,3720,7831,
