报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2001-03-31,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1997-12-31,1996-12-31,
基本每股收益(元),-0.72,-0.35,-0.14,-0.76,-0.33,-0.18,-0.06,0.01,0.05,0.07,0.04,0.24,0.17,0.12,0.04,0.65,0.56,0.41,0.08,0.23,0.11,0.06,0.03,0.11,0.1,0.05,0.01,0.19,0.1,0.08,0.05,0.2,0.12,0.07,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,5.49,5.43,5.41,5.37,4.1,3.95,3.66,3.54,3.41,3.35,3.37,3.35,3.5,3.46,3.5,3.49,3.4,3.37,3.43,3.39,3.28,3.24,3.27,3.22,3.19,3.17,3.18,3.16,3.13,3.09,3.14,3.12,3.1,3.06,3.06,3.05,3.03,3.02,3,2.99,2.98,2.97,2.96,2.95,3.44,0,2.99,5.03,4.68,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.2,-0.16,-0.26,-0.43,-0.73,-0.47,0.11,0.27,0.08,-0.16,0.13,-0.24,0.04,0.05,-0.02,-0.58,-0.46,-0.12,-0.06,0.25,0.38,0.23,0.07,0.4,0,--,0,0.32,0,0,0,0.31,0,0.3,0,0.55,0,0,0,0.22,0,0.09,0,-0.28,-0.64,0,0.32,0.02,0.17,--,--,--,--,
主营业务收入(万元),99785,60344,27171,245260,211579,171337,64764,287343,223111,140885,64424,224849,184341,116573,55722,232386,190317,129070,56813,163737,117792,70362,32738,119892,77413,46625,19957,104544,78877,50046,24843,91698,69377,45091,20976,72865,53764,34006,14534,59703,42517,28425,14847,58174,46810,28931,14491,44481,31164,22479,10324,41900,33406,23984,11430,122538,97705,67809,106374,45592,54611,26685,36128,25911,13215,
主营业务利润(万元),-7496,-4425,-1770,2710,4363,4635,3026,22460,15739,12829,5031,26925,22297,13442,5459,50349,40986,26760,11046,31826,19671,9707,3971,12044,7797,4359,1382,16845,12450,8920,4783,19223,14563,9304,--,15240,12065,8291,3485,13382,9404,6287,3053,14638,12678,6923,2946,9291,5751,4014,1884,7783,5281,3600,1704,29458,24204,15451,28445,13502,14328,7345,11292,8874,5206,
营业利润(万元),-34827,-16760,-6726,-36550,-15856,-8743,-2740,-3281,-289,2342,894,-321,6237,3583,1367,21621,21770,15954,2840,7158,4478,2084,1018,2567,3604,1433,403,4564,4477,3371,1931,6976,5126,3062,1497,5440,3588,2170,908,5088,3491,2371,1051,5984,5159,2587,801,2128,1124,948,357,1470,807,713,0,18877,17831,0,18054,8546,7822,4232,6698,4379,2446,
投资收益(万元),147,264,283,-136,-276,-85,-14,309,293,272,215,475,373,279,141,8128,7899,7679,204,174,154,106,29,1409,1372,15,4,154,21,-14,34,574,462,490,449,121,-252,37,10,-676,-229,-267,-23,-562,-378,63,0,-335,-30,-132,0,-101,81,81,13,-70,-20,0,162,0,0,--,--,--,--,
营业外收支净额(万元),1214,950,577,1431,1166,957,38,4261,3295,1669,1128,12358,3786,3418,699,4838,677,138,25,1231,106,107,13,1717,528,498,148,2484,--,-42,--,171,--,--,--,-1191,0,--,0,-205,0,0,0,-456,0,0,0,352,0,0,0,382,344,244,0,250,0,-6,70,0,41,7,-43,-80,-73,
利润总额(万元),-33613,-15810,-6149,-35120,-14690,-7786,-2703,979,3006,4011,2022,12036,10024,7001,2067,26459,22447,16092,2865,8389,4584,2191,1030,4283,4132,1931,550,7048,4149,3329,1985,7147,5013,2940,1408,4370,3444,2334,913,4207,3262,2104,1028,4966,4321,2190,802,2160,1319,929,432,1757,1232,1038,511,20274,17889,9108,18287,8749,8231,4240,6655,4299,2575,
净利润(万元),-31940,-15615,-6153,-33667,-14628,-7768,-2591,354,2323,3270,1572,10422,7639,5173,1754,23621,19922,14600,2694,8219,4077,2001,894,3761,3433,1675,352,6878,3694,2941,1652,7304,4167,2543,1216,4025,2874,1931,881,3775,2754,1698,879,3995,3364,1830,683,1740,1091,761,365,1529,1087,911,436,17840,15014,7775,15194,5785,5324,2847,4390,2844,1821,
