报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-03-31,2008-12-31,2007-12-31,
基本每股收益(元),0.41,0.2,0.09,0.5,0.41,0.22,0.09,0.42,0.32,0.33,0.18,0.56,0.46,0.22,0.1,0.54,0.46,0.29,0.29,1.24,1.08,0.7,0.3,1.13,0.91,0.26,0.87,0.68,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,5.65,5.41,5.29,5.19,5.11,4.93,10.57,10.29,10.11,3.72,3.32,3.02,--,0,1.89,1.99,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.51,0.31,0.32,0.09,0.15,0.06,0.11,0.59,0.39,0.43,0.64,0.73,--,0.56,1.27,-0.41,
主营业务收入(万元),243948,129172,63424,286607,217189,113450,54008,264648,197128,100581,46243,230588,178589,93662,46184,216032,167784,96462,49993,188248,148622,81621,35465,156429,125492,35150,192758,145345,
主营业务利润(万元),64060,31629,15602,84927,64918,33437,15001,72435,52289,26580,11069,59132,46545,23244,9703,57040,44242,26697,14228,56078,43705,25109,10514,41948,33482,8737,39316,22399,
营业利润(万元),52622,25094,10453,64930,51232,26998,11126,48943,36690,16429,7026,35757,30818,14954,6502,36367,30949,19300,9396,35463,30330,17877,7324,28665,23506,6596,22841,10963,
投资收益(万元),9951,6890,1832,14413,10039,8469,3502,11777,7316,4460,1069,2114,1965,1428,786,2342,972,776,--,0,--,--,0,--,--,0,0,--,
营业外收支净额(万元),493,-103,1,515,359,216,109,3724,3706,3636,3386,759,39,-31,53,801,437,388,210,764,494,309,244,358,135,154,--,-155,
利润总额(万元),53116,24991,10454,65445,51591,27214,11235,52667,40396,20065,10413,36517,30856,14922,6555,37168,31386,19688,9606,36227,30824,18186,7568,29023,23641,6750,22683,10808,
净利润(万元),41882,20288,8684,50793,41643,21922,9150,42761,32915,16980,9307,28163,23538,11147,5262,27491,23543,14734,7263,26799,22735,13370,5646,21525,17375,5002,16602,6534,
净利润(扣除非经常性损益后)(万元),39918,17735,8432,47923,38419,20519,8885,33764,24579,11835,5590,27005,--,10958,--,25104,--,13788,--,26061,--,13064,5463,21153,--,4889,16566,5272,
经营活动产生的现金流量净额(万元),27951,15414,10644,48428,20253,15463,2754,33316,20559,11862,17345,45079,26080,15834,15989,4448,7406,3011,2731,14976,9791,8077,12216,13843,17009,10642,24071,-4833,
现金及现金等价物净增加额(万元),17747,38751,18622,1971,9004,34663,19506,-76125,-62362,-77414,-3516,1182,16216,7026,6888,-49472,-48127,-25329,-758,174300,165077,27092,11169,2421,6502,9382,-580,4112,
总资产(万元),586314,546551,548707,544915,549048,500824,489318,461281,485841,423317,385950,377980,391469,331840,318803,321346,306665,283853,299793,291149,304485,142248,95801,91881,--,0,81691,79941,
流动资产(万元),330479,317935,331309,329085,339055,293525,298396,280593,310980,251104,250367,260035,282441,245004,234570,240040,247700,252528,267477,261188,273862,112376,78715,75326,--,--,68509,67173,
总负债(万元),169806,151865,143049,147814,162455,134935,118380,99882,135514,88526,79308,81398,101497,54164,47117,54910,44348,30338,28502,27056,45087,68574,29957,31726,--,--,43420,54661,
流动负债(万元),156179,138518,129846,134487,114450,86919,82497,87643,113961,66895,57381,62614,71497,29164,32117,35110,44348,30338,28502,27056,45087,68574,29957,31726,--,--,43420,54661,
股东权益不含少数股东权益(万元),406673,388739,398540,389919,379014,358443,363452,353935,343494,327687,300394,291091,286547,274141,268222,262960,258943,250156,268042,260840,256220,70717,62994,57347,--,0,35822,23267,
净资产收益率加权(%),10.44,5.12,2.2,13.71,11.35,6.1,2.55,12.74,9.86,5.16,3.15,10.17,8.57,4.15,1.98,10.67,9.11,5.67,2.75,18.56,17.84,20.88,9.38,46.21,--,13.05,57.09,27.32,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
