报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,1999-12-31,1998-12-31,1997-12-31,
基本每股收益(元),0.48,0.33,0.37,1.04,0.68,0.47,0.27,0.86,0.63,0.43,0.25,0.66,0.46,0.32,0.18,0.47,0.3,0.21,0.11,0.42,0.28,0.18,0.1,0.31,0.2,0.14,0.14,0.39,0.24,0.17,0.08,0.32,0.2,0.14,0.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,5.07,--,4.61,4.48,4.39,4.21,4.04,3.95,3.91,2.91,2.76,2.66,2.62,2.52,2.41,2.35,3.96,3.82,3.55,3.48,3.11,4.55,4.46,2.77,5.35,5.27,5.16,3.88,5.57,5.4,5.17,5,4.96,4.82,4.63,4.45,6.41,6.25,6.03,5.89,5.67,5.53,5.67,5.53,5.27,5.16,4.75,1.97,1.77,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.27,--,0.53,0.38,0.1,0.26,0.12,0.33,0.3,0.4,0.22,0.06,0.09,0.07,0.06,0.06,0.14,0,0.13,0.09,0.06,0.32,0.26,0.2,0.14,0.31,0,--,0,1.25,0,0,0,0.74,0,0,0,1.1,0,0,0,0.76,0,0.55,--,0.22,-0.28,0.19,0.57,--,--,
主营业务收入(万元),1345542,906514,500230,1594919,1157730,776192,419653,1335873,947738,610575,332230,1116515,789645,511332,255143,608051,427274,279242,139073,330880,230343,147294,69939,237716,174387,119451,59246,172716,130370,82389,32892,129406,93097,59750,22938,82561,57902,34433,15387,58461,43287,28603,13255,55311,40625,25938,10886,46448,33842,22894,10086,41098,30054,19921,9625,38080,19105,35240,32878,18523,8194,
主营业务利润(万元),367013,246358,135894,407807,302402,203066,112793,339069,249247,165542,92237,275121,193852,130578,70203,180808,128678,83066,44262,119020,81918,53478,27193,78714,51559,33993,16561,46146,34673,22097,8763,33330,23760,15045,5860,23777,17411,10990,4755,18016,13544,9047,4097,16803,12195,7597,3052,12693,9060,6094,2655,10207,7099,4652,2208,7621,3662,7111,4387,2467,1428,
营业利润(万元),249443,169959,97224,266642,198494,135646,79873,217934,164823,112742,66511,169703,119222,83855,47629,114815,84711,57233,31508,79404,55225,36524,19691,57348,37231,25304,12640,33378,24254,16894,7852,20849,14785,9330,3341,14888,11066,6934,2609,10885,8005,5249,2249,10383,7698,4802,1578,7662,5331,3846,1489,6308,4254,2699,1197,4386,2026,3900,2808,1550,958,
投资收益(万元),5458,3960,1675,5304,3892,2976,1359,4871,4029,2779,1281,4792,3897,2593,1274,5615,4535,3039,1582,6616,4470,3065,1633,5641,4223,2447,1098,5963,2400,2400,2400,0,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,0,--,0,0,0,0,0,-145,0,-25,0,
营业外收支净额(万元),1311,721,246,4081,1957,1681,330,3467,1092,982,-17,-441,-806,-589,176,3227,-262,-284,-47,3919,-156,-441,137,852,-152,141,--,355,--,--,--,--,--,136,--,-40,0,-0,0,-13,0,0,-4,185,0,0,0,-36,-30,0,-7,-592,9,9,0,-14,0,-4,0,0,0,
利润总额(万元),250754,170680,97470,270722,200451,137327,80203,221401,165915,113724,66494,169261,118416,83266,47805,118042,84449,56949,31461,83323,55069,36083,19828,58200,37079,25445,12640,33733,23974,16617,7752,21896,14919,9466,3341,14948,11156,7034,2609,10872,7993,5248,2245,10568,7687,4800,1571,7626,5301,3818,1482,5716,4262,2708,1204,4372,2322,3750,2807,1525,958,
净利润(万元),210749,143290,81808,228588,149819,102670,59106,187982,138694,94452,55789,144119,100637,70795,40455,100503,64082,43571,23931,71552,47153,30920,16921,50151,32086,21990,10907,29458,18265,12740,6092,14611,9978,6307,2242,9989,7471,4713,1748,7265,5351,3502,1503,7121,5145,3216,1050,5120,3534,2554,990,4383,3650,2608,806,2916,1556,2455,2018,1267,792,
