报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.5,0.23,0.07,0.49,0.36,0.19,0.05,0.53,--,0.21,0.06,0.49,0.44,0.46,0.42,
每股净资产(元),--,--,--,--,--,--,--,--,--,3.29,--,3.23,2.89,2.59,2.3,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,0.52,--,0.93,1.02,0.6,1.37,
主营业务收入(万元),482875,287313,125134,566889,409373,233819,96967,503555,--,219718,94184,492382,491643,446255,340857,
主营业务利润(万元),82536,45139,18205,96739,69738,41135,16117,83470,--,35849,15361,77435,69687,73538,54937,
营业利润(万元),28155,12858,4312,26961,19481,10556,2386,24533,--,9542,2656,20894,18925,19731,18074,
投资收益(万元),1318,1129,25,3214,1994,1375,1113,3094,--,530,142,277,1283,-146,572,
营业外收支净额(万元),813,65,-197,1023,686,693,587,1273,--,715,239,3076,1623,70,557,
利润总额(万元),28968,12923,4116,27984,20167,11249,2973,25807,--,10257,2896,23969,20548,19801,18631,
净利润(万元),22206,10092,3208,21335,15420,8002,2263,19221,14532,7619,2146,17977,16246,16829,15264,
净利润(扣除非经常性损益后)(万元),21013,8035,2755,18762,13761,7035,1999,15364,12597,6078,1937,15427,13512,16582,13946,
经营活动产生的现金流量净额(万元),57411,16876,-2603,21501,4471,-16904,-19985,56548,39415,18956,4306,34113,37513,22062,50285,
现金及现金等价物净增加额(万元),1239,12239,143,45914,28950,15524,3882,8546,--,840,16084,-3325,-2068,-5460,12097,
总资产(万元),495316,485954,456626,437893,471935,446899,416745,337703,383045,337981,--,290068,301952,267203,227430,
流动资产(万元),325217,317476,296883,278941,315479,295303,268414,191013,--,205453,--,157582,181233,164026,141291,
总负债(万元),264764,267632,234120,219606,259499,242100,208849,205600,--,217472,--,171699,196071,172394,143009,
流动负债(万元),264753,267118,233804,219485,259312,241993,208836,205411,--,215757,--,169925,192021,168359,138962,
股东权益不含少数股东权益(万元),229366,217143,221348,218117,212219,204799,207896,132103,127424,120509,--,118369,105881,94797,84352,
净资产收益率加权(%),9.86,4.53,1.46,10.35,7.66,4.08,1.24,15.44,--,6.31,1.8,16.17,16.16,18.51,18.62,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
