报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2006-12-31,2005-12-31,2004-12-31,
基本每股收益(元),0.14,0.11,0.05,0.2,0.15,0.11,0.05,0.16,0.12,0.08,0.04,0.13,0.09,0.07,0.03,0.16,0.11,0.09,0.06,0.26,0.19,0.12,0.06,0.25,0.18,0.11,0.07,0.28,0.22,0.15,0.08,0.25,0.16,0.61,0.47,0.28,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,1.77,1.75,1.76,1.73,1.68,1.66,2.19,2.12,2.05,1.67,1.69,1.63,1.55,1.48,1.93,1.86,1.83,1.76,1.28,1.21,1.11,3.37,2.77,2.3,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.09,0.08,-0.01,0.03,0.04,0.01,-0.05,0.12,0.09,0.06,0.02,0.21,0.15,0.1,0.09,-0.07,0.01,-0.01,0.04,0.05,0.04,0.18,0.47,0.4,
主营业务收入(万元),216846,147943,70291,261101,194011,130009,63581,243247,176589,116149,56603,214569,156804,103700,49776,202055,145385,95096,45776,159214,115071,73021,33546,109584,75145,46546,22803,104500,78473,50549,22070,80403,55864,60322,49878,39596,
主营业务利润(万元),64348,43570,20969,78267,57443,38484,18204,69004,48572,31943,15000,60200,42987,28452,13593,58944,42802,29268,14936,53922,40020,25609,12568,41500,28243,17446,8811,37221,28973,19296,9344,32108,22226,25060,19571,13815,
营业利润(万元),14133,11107,5483,18946,14338,10492,4854,14134,10271,7347,3613,10731,7940,5683,2653,14221,10348,8108,4479,17659,12729,8249,4139,15764,10868,6501,3247,11596,8994,5869,2653,10259,7471,9363,7203,4517,
投资收益(万元),213,219,229,-6,19,10,15,372,305,311,-7,-114,-93,-70,-32,-42,-18,--,--,--,--,--,--,--,0,--,--,--,--,--,0,53,53,-43,20,--,
营业外收支净额(万元),1365,931,184,473,539,385,322,713,547,271,168,1105,781,658,318,561,241,215,83,219,251,171,163,280,494,474,7,--,--,--,494,--,--,-292,-160,-329,
利润总额(万元),15498,12038,5668,19419,14877,10877,5176,14847,10818,7618,3782,11837,8721,6341,2970,14782,10589,8323,4561,17878,12979,8419,4302,16044,11362,6975,3255,12764,10118,6792,3147,11465,8257,9070,7043,4189,
净利润(万元),12485,9777,4734,16212,12041,8780,4196,12249,8511,5972,2915,9412,6582,4934,2266,11606,8009,6655,3579,14133,9874,6420,3244,12893,9255,5745,2730,10577,8084,5479,2582,8531,5418,6068,4717,2803,
净利润(扣除非经常性损益后)(万元),11368,9002,4568,15769,11569,8423,3908,11661,8054,5739,2776,8459,--,4382,--,11124,--,6470,--,13937,--,6267,0,12655,--,5344,0,9609,0,4786,2211,7725,4907,6265,4826,3025,
经营活动产生的现金流量净额(万元),1826,4044,754,14651,14344,4771,2159,15175,8665,9023,2401,9617,6876,5492,-1018,2500,2566,884,-2577,7015,5058,2924,1074,10954,8047,5400,3678,-2917,412,-274,1289,1779,1330,1764,4723,4034,
现金及现金等价物净增加额(万元),3859,2952,1358,1603,6244,1603,7496,-1642,-1954,2801,389,-5837,-6270,199,-3182,-3821,-5862,-7987,-8455,354,1009,932,3886,6365,-4635,-2196,3899,8433,12823,17190,313,-1172,527,-432,1460,819,
总资产(万元),519948,508047,497586,489946,405705,397169,397453,378321,325704,324155,321610,310609,306618,302630,291410,290703,253643,242650,234865,222200,207753,164985,164788,153229,130443,127365,130140,121990,124162,119542,89950,84039,77026,67845,53277,46916,
流动资产(万元),364717,351647,339679,323968,279324,270605,271550,250682,231728,229625,227284,215009,209629,206043,197775,195939,169725,160046,162187,148987,139608,122563,122480,110276,92706,91548,96551,91133,94662,91193,62536,58525,55543,46940,37250,31781,
总负债(万元),252050,243015,235037,245422,205546,200420,205318,186529,181104,182449,183200,171914,171044,168935,157092,157398,124664,115298,106336,97576,86905,72580,71670,63609,49524,49931,52513,47133,50823,48795,46083,42744,39103,34177,25572,23922,
流动负债(万元),188540,209280,201292,211491,172767,167616,172952,154140,148929,150249,176683,167092,152959,149822,143103,143397,106152,96791,87818,79047,71365,60040,65169,57097,49524,49931,52513,47133,50823,48795,46083,42744,39103,34177,25439,21622,
股东权益不含少数股东权益(万元),261245,258589,256318,238239,193917,190607,186066,185875,138752,136015,131324,132014,129197,127548,128550,126286,122715,121435,122873,119225,115377,87213,88202,84959,80918,77432,77625,74856,73336,70744,43863,41292,37919,33416,27500,22875,
净资产收益率加权(%),4.95,3.92,1.97,8.46,6.33,4.63,2.23,8.29,6.29,4.43,2.18,7.3,5.16,3.84,1.78,9.48,6.6,5.45,2.96,13.9,11.16,7.31,3.61,16.23,--,7.49,0,16.76,0,11.9,0,23.04,15.16,20.69,19.05,13,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
