报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
基本每股收益(元),0.62,0.43,0.21,0.93,0.63,0.42,0.23,0.78,0.55,0.54,0.46,
每股净资产(元),--,--,--,--,--,2.78,--,2.64,--,3.99,3.22,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.31,--,0.65,--,1.08,0.71,
主营业务收入(万元),49726,34591,16548,57937,42564,28526,14003,44794,31929,31797,27427,
主营业务利润(万元),14698,10276,5072,17597,13299,8755,4299,13783,9729,10180,8703,
营业利润(万元),9541,6560,3151,11009,8574,5632,2614,8515,5957,6217,5279,
投资收益(万元),390,140,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),119,97,16,185,159,154,141,798,729,252,227,
利润总额(万元),9659,6657,3167,11194,8733,5786,2754,9313,6686,6469,5506,
净利润(万元),8225,5671,2689,9592,6476,4297,2336,7962,5635,5527,4725,
净利润(扣除非经常性损益后)(万元),7741,5436,2661,9384,6324,4160,2204,7248,5068,5290,4509,
经营活动产生的现金流量净额(万元),-1600,-2707,-3488,5184,4951,3221,-4856,6659,2211,5810,3828,
现金及现金等价物净增加额(万元),-2381,-2824,965,407,772,-473,-5539,1752,-1970,697,-923,
总资产(万元),88117,86836,87682,55610,49632,47330,--,45048,--,33126,26709,
流动资产(万元),74347,73205,74182,42151,36453,34158,--,31909,--,21893,18363,
总负债(万元),19970,21242,20282,21796,18934,18811,--,17953,--,11563,9323,
流动负债(万元),19916,21186,20223,21735,18869,18744,--,17881,--,10491,9230,
股东权益不含少数股东权益(万元),68147,65593,67399,33814,30698,28519,--,27095,--,21563,17386,
净资产收益率加权(%),13,9.21,4.82,32,23.18,15.73,6.86,33.28,25.21,28.71,31.45,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
