报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.2,0.08,0.08,0.77,0.62,0.45,0.19,0.64,0.48,0.34,0.15,0.45,0.3,0.26,0.09,0.68,0.52,0.34,0.62,0.45,0.26,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,5.99,5.95,6.18,6.09,5.93,2.4,2.06,1.62,1.17,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.19,-0.14,-0.45,0.67,0.07,0.22,0.7,0.54,0.76,
主营业务收入(万元),52883,33698,15648,74669,53680,34817,14501,61409,41861,27142,12530,53183,35568,23000,10719,51563,35151,23106,42223,27874,30377,
主营业务利润(万元),15355,9573,4288,21272,15497,10203,4185,17279,11860,8173,3651,15029,10143,6884,2953,13458,8777,5629,11189,8447,6345,
营业利润(万元),3317,1826,932,7832,6362,4675,1963,6652,4929,3594,1596,4583,3282,2829,1092,5405,3843,2621,4527,3367,2278,
投资收益(万元),228,175,81,456,247,214,119,455,257,175,107,122,12,21,5,292,198,146,-9,-106,11,
营业外收支净额(万元),205,180,9,205,107,-12,-20,-26,-35,-78,-7,131,110,121,45,280,232,61,371,242,95,
利润总额(万元),3522,2006,942,8037,6469,4664,1943,6626,4894,3516,1589,4714,3392,2950,1138,5685,4076,2682,4897,3609,2373,
净利润(万元),2837,1479,717,7032,5667,4103,1707,5848,4343,3112,1401,4076,2730,2343,853,5023,3582,2336,4232,3089,1758,
净利润(扣除非经常性损益后)(万元),2585,1273,730,6982,5696,4208,1690,5787,4334,3157,1397,3915,--,2245,--,4492,--,2139,3831,2906,1746,
经营活动产生的现金流量净额(万元),-2224,-5768,-2999,3685,-1837,298,-4862,8377,-1334,74,-2470,6559,-1791,-1231,-4067,6154,614,1495,4812,3693,5187,
现金及现金等价物净增加额(万元),-11855,-12732,-4326,-10619,-15081,-8074,-8483,-1959,-8094,-5081,-4227,-6169,-4435,-7071,-5271,32805,38433,280,2347,370,718,
总资产(万元),83258,77418,79657,81181,76275,77161,72729,75166,68549,67702,68035,68840,67590,63391,64667,67241,74144,33441,29489,23368,19300,
流动资产(万元),35519,36152,41293,42761,40479,44334,42435,47061,42474,43434,45130,47081,54213,50416,52470,55081,62759,22621,20316,15030,12373,
总负债(万元),20431,15949,14390,16631,13089,15540,10586,14729,9617,10001,10676,12882,12980,9167,8284,11712,20055,17011,15395,12272,11293,
流动负债(万元),20319,15836,14276,16515,12984,15433,10477,14619,9505,9889,10564,12770,12868,9055,8169,11597,19932,16888,15273,6956,9947,
股东权益不含少数股东权益(万元),62827,61469,65267,64550,63186,61622,62144,60437,58932,57701,57358,55957,54611,54224,56383,55529,54088,16430,14093,11096,8007,
净资产收益率加权(%),4.43,2.29,1.1,11.34,9.06,6.73,2.78,10.07,7.56,5.48,2.47,7.35,4.8,4.13,1.52,19.54,22.6,15.31,34.83,32.35,24.35,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
