报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1997-12-31,1996-12-31,1995-12-31,
基本每股收益(元),0.21,0.14,0.08,0.13,0.12,0.12,0.08,0.12,0.11,0.08,0.03,0.07,0.07,0.05,0.05,0.09,0.16,0.15,0.08,0.33,0.28,0.22,0.12,0.18,0.12,0.07,0.03,0.05,0.06,0.05,0.02,0.08,0.07,0.04,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,3.68,--,3.65,3.63,3.63,3.58,3.65,3.63,3.57,3.49,3.44,3.38,3.43,3.31,3.25,3.2,3.15,3.12,3.13,3.12,3.2,3.17,3.17,3.14,3.35,2.97,2.97,2.96,2.95,2.93,2.93,2.92,2.91,2.89,3.11,3.1,3.09,3.08,3.07,3.06,3.05,3.04,3.05,3.04,3.03,3.02,2.53,2.48,2.53,2.43,3.33,2.95,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.24,--,-0.08,0.11,0.02,-0.41,-0.37,-0.3,-0.25,0.15,0.04,0.05,0.07,1.02,0.54,0.42,0.21,-0.07,-0.02,-0.03,-0.05,0.06,0.01,0.17,0.16,0.11,0,--,0,0.06,0,0,0,0.33,0,0,0,0.25,0,0,0,0.31,0,0.09,--,0.23,0.13,-0.08,0.03,0.21,0.08,0.03,--,--,--,
主营业务收入(万元),234279,173652,95942,271289,211411,153844,89393,318737,248418,171273,87318,271206,205846,140735,77230,249349,193042,137599,75924,265513,201239,143473,75942,211565,159816,102725,44572,127372,103842,75905,29619,113364,86751,59163,28414,110291,86615,61718,32110,102725,80413,53393,25688,90791,71338,48549,24957,79825,58662,39791,18147,55622,39668,25225,9328,44742,23307,41838,21348,46028,24174,50169,54257,53838,51523,
主营业务利润(万元),29689,21601,11538,31592,25553,18628,10678,31759,24953,16630,7154,20589,16261,10202,5095,21222,18147,13097,6542,25151,19406,14073,7699,21668,14827,9063,3374,11127,8896,7000,3166,9598,7174,5344,--,10074,8085,5505,2923,11145,7152,4587,1983,8433,6963,4688,2335,6922,4909,2718,1286,5712,2859,1828,898,7960,3979,8578,4224,9450,5526,10925,6418,5032,4996,
营业利润(万元),7886,5221,2885,2738,3636,3555,2355,2282,2748,2316,685,350,1968,1500,1373,986,5320,5035,2536,9844,9392,7543,3548,7158,4329,2530,796,912,1742,1607,820,4219,2972,1803,1116,2612,2065,1283,807,2853,2027,1246,554,-2608,1332,981,285,1799,1426,767,376,1672,647,449,222,3405,2106,4999,2879,5962,4445,6700,6770,5511,5383,
投资收益(万元),1039,250,-33,-656,-256,-101,-24,49,55,42,-3,1121,427,329,116,998,897,1013,-47,2719,2191,2165,898,480,233,105,72,968,894,708,178,3983,2511,863,199,374,188,207,2,21,97,103,108,-2268,368,249,136,83,15,79,12,228,252,252,-10,468,439,1361,905,4896,3311,0,--,--,--,
营业外收支净额(万元),1071,800,409,1660,832,609,251,1644,1196,585,235,1559,602,384,323,2023,463,316,163,608,461,276,254,775,307,264,472,297,--,-95,--,--,--,--,--,-374,0,--,0,-196,0,0,0,-51,0,0,0,-47,0,0,0,-3,16,15,0,52,0,-111,0,1156,0,0,-43,--,--,
利润总额(万元),8957,6021,3295,4398,4468,4164,2605,3926,3944,2902,920,1909,2570,1885,1695,3009,5783,5351,2699,10452,9853,7819,3802,7933,4636,2795,1268,1209,1831,1512,778,4362,3131,2013,1042,2625,2240,1466,857,2678,2079,1258,661,-4917,1603,1120,430,1835,1517,865,398,1897,916,716,232,3925,2568,6249,3746,12014,8361,7099,6727,5462,5351,
净利润(万元),7268,4865,2645,3568,3406,3275,2138,3455,3025,2222,781,1871,2048,1544,1384,2544,4516,4166,2250,9257,7966,6243,3302,5137,3476,2095,961,1305,1570,1318,701,2195,1986,1183,667,1185,1277,857,505,1025,1126,774,453,-5291,950,625,300,1116,1000,548,258,1064,678,541,127,3122,2088,5322,2765,10692,7506,6034,5718,4643,4548,
净利润(扣除非经常性损益后)(万元),5501,4001,2373,1965,2648,2705,1930,1892,2005,1679,--,-801,--,984,--,-117,--,3570,--,6971,--,6020,--,3903,--,1726,0,519,0,1305,--,1523,0,879,--,599,0,526,0,922,0,727,0,-5610,0,546,0,1085,0,536,0,967,667,532,--,3078,2069,5433,2791,9633,--,--,--,--,--,
经营活动产生的现金流量净额(万元),1183,5671,3540,3769,4487,1173,-3509,4085,-1038,4851,6766,-658,-2356,3060,686,-11627,-10457,-8407,-7155,4358,1017,1279,2037,28839,15185,11784,6032,-1980,-548,-732,-1312,1703,396,4716,4581,3068,3210,1142,2787,1716,19,2824,2172,9311,9596,9049,6613,7057,6498,4256,2783,8772,0,2606,--,6575,3280,-2194,691,5554,1511,601,--,--,--,
现金及现金等价物净增加额(万元),8262,10415,5792,-2664,1286,513,-3125,2767,-3609,413,3280,-4222,-5295,3206,488,-19533,-22117,-17221,-12458,-3432,-3370,-892,4896,19430,12645,12029,4157,-17210,-14058,-10887,-6867,5538,3422,4526,4231,-1631,-2205,1936,2315,1756,-3311,2329,1990,10620,8485,7709,5201,-5723,6326,3106,960,-9218,0,-2786,--,22054,2269,-15867,7214,-8177,-6555,33285,--,--,--,
总资产(万元),316165,320670,336817,245421,257736,259520,271754,252108,254357,252232,268963,242873,236221,238426,243202,225754,213147,210724,213634,203378,199392,206159,211834,185067,174763,159235,152611,144785,142569,143583,142007,142208,140252,144587,143544,133352,128355,131547,136468,133023,132244,131084,129395,124868,127559,133926,132699,128938,128787,129632,127278,124301,113684,117436,113342,119332,92702,90868,99381,95410,96656,87157,40499,39055,33425,
流动资产(万元),215545,220253,181422,142802,153631,154056,164065,143362,142992,141391,157902,132052,127771,133409,141703,124354,121814,121452,126540,118942,116296,125069,131193,107760,101427,88840,84008,75758,74492,76507,76306,79604,74957,81399,80336,75391,72264,76783,81921,77622,80237,81548,79506,74957,73454,78477,78364,74657,72043,75402,--,--,--,--,67191,0,0,0,0,0,66173,66259,25601,24773,22439,
总负债(万元),133307,140271,155031,131420,141729,143666,157089,139747,140478,139841,156804,131627,124719,127479,132418,115026,100394,98231,103252,95246,92606,101105,105532,82196,73707,62773,59012,50120,49426,50705,45751,46315,44258,49472,48668,44292,41549,45167,50442,47475,46628,45775,44363,40690,38971,44325,43432,39982,39247,40575,38568,35911,25531,29386,25594,31903,25300,26299,33507,32302,30142,28162,25036,24842,20238,
流动负债(万元),123339,133392,148353,124704,130084,130008,141964,124622,125143,124400,143437,120634,113781,116525,122634,106243,93794,91343,96652,91359,89592,98091,102518,82180,73707,62773,59006,50119,49426,50705,45751,46315,44258,49244,48501,44292,41549,45167,50442,47475,46628,45775,44363,40690,38971,44325,43432,39982,39247,40575,--,--,--,--,25583,0,0,0,0,0,29519,24231,23942,23069,19770,
股东权益不含少数股东权益(万元),179654,177135,178495,110712,110103,109932,108662,106380,105861,104438,104272,103257,103433,102930,102770,101386,103340,102990,101074,98825,97488,95764,97075,93772,92172,90791,89401,88440,88712,88460,90677,89976,89821,89018,89905,84032,84261,83843,83476,82976,83063,82712,82390,81937,88173,87845,87517,87220,87070,86630,86347,86103,86288,86175,85763,85636,65738,64531,65874,63108,66514,58996,15464,14213,13186,
净资产收益率加权(%),4.44,3.11,1.98,3.3,3.15,3.03,1.99,3.31,2.89,2.13,0.75,1.83,2,1.51,1.36,2.33,4.47,4.04,2.25,8.84,8.31,6.49,3.43,5.64,--,2.34,0,1.46,0,1.45,--,2.45,0,1.25,--,1.42,0,1.03,0,1.24,0,0.94,0,-6.26,0,0.71,0,1.28,0,0.63,0,1.23,0,0,--,4.45,3.23,8.09,0,0,--,22.9,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
