报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.65,0.87,0.49,1.5,1.17,0.74,0.36,1.02,0.77,0.63,
每股净资产(元),3.56,6.69,3.29,2.8,2.47,--,--,2.56,3.1,1.94,
每股经营活动产生的现金流量净额(元),0.57,0.79,0.49,1.91,1.43,0.85,0.34,1.18,1.2,1.52,
主营业务收入(万元),22716,14417,7164,25447,18460,11601,5782,17815,12579,10504,
主营业务利润(万元),19685,12475,6150,21421,15564,9767,4871,14959,10624,8826,
营业利润(万元),9312,5791,3128,9452,7347,4519,2245,6512,4760,3869,
投资收益(万元),--,--,--,--,--,--,--,--,--,10,
营业外收支净额(万元),657,424,115,400,374,367,138,217,317,145,
利润总额(万元),9970,6215,3243,9852,7721,4887,2383,6729,5077,4013,
净利润(万元),8262,5265,2755,8377,6538,4136,2025,5726,4316,3382,
净利润(扣除非经常性损益后)(万元),--,4909,2658,8040,6222,3823,1908,5553,4047,3247,
经营活动产生的现金流量净额(万元),7960,5563,2736,10704,7989,4761,1895,6620,4197,5315,
现金及现金等价物净增加额(万元),5009,6532,2082,437,-1535,311,-1411,1791,1470,1262,
总资产(万元),57043,54406,24956,22411,19925,--,--,19753,14941,10929,
流动资产(万元),44297,41930,13257,11119,8813,--,--,10378,6627,5148,
总负债(万元),7211,7571,6514,6724,6077,--,--,5442,4082,4386,
流动负债(万元),5735,6061,4969,5190,4509,--,--,3897,2798,3112,
股东权益不含少数股东权益(万元),49832,46835,18442,15687,13848,--,--,14310,10859,6543,
净资产收益率加权(%),24.16,19.54,16.14,59.07,46.18,36.78,15.05,47.89,49.6,72.82,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
