报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.37,0.21,0.09,0.5,0.35,0.19,--,0.37,0.21,0.18,--,0.5,0.57,0.41,0.48,
每股净资产(元),--,--,--,--,--,3.77,--,--,--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.26,--,0.29,--,-0.02,--,0.28,1.09,0.01,0.27,
主营业务收入(万元),736424,427838,197355,913945,672099,397639,--,852546,617770,365177,170691,813852,725675,564342,494874,
主营业务利润(万元),73190,44394,20132,86872,63012,37851,--,73423,52350,33828,170691,75712,71588,56953,50760,
营业利润(万元),24976,14516,5749,29391,20181,11159,--,20431,12962,10747,2028,29412,33896,24121,25950,
投资收益(万元),1308,1266,1647,1472,1628,914,--,2584,2036,2038,--,415,1953,220,1964,
营业外收支净额(万元),1351,736,315,3438,1602,355,--,2617,1316,981,--,2617,1817,1392,1285,
利润总额(万元),26327,15252,6064,32829,21783,11514,--,23049,14278,11727,2183,32030,35712,25513,27234,
净利润(万元),20579,11865,4874,24873,16952,8829,1971,17418,10134,8485,1638,23813,26986,19263,22878,
净利润(扣除非经常性损益后)(万元),18352,10093,3022,22117,15580,8474,1866,14825,8623,7012,1529,21983,25526,18196,18189,
经营活动产生的现金流量净额(万元),30015,3984,-42187,32967,30380,12403,-760,13964,21132,-1115,-20524,13078,51812,376,12948,
现金及现金等价物净增加额(万元),14271,29324,-9124,-5733,9720,-5163,--,8375,6506,2961,-5667,-4883,10334,-8826,18844,
总资产(万元),400463,411743,412728,365559,379810,348706,347747,354395,--,--,--,305006,253324,215615,184869,
流动资产(万元),211781,227421,234455,185699,205267,175700,177712,187322,--,--,--,157323,135729,130331,117413,
总负债(万元),119191,140109,145952,108055,130409,150233,156756,164446,--,--,--,132191,100789,94450,83355,
流动负债(万元),113191,127559,122402,83805,104559,123869,130406,142996,--,--,--,127191,90734,89337,81381,
股东权益不含少数股东权益(万元),255073,246360,242139,237265,229344,178791,171933,171858,--,--,--,156940,137530,110144,92342,
净资产收益率加权(%),8.35,4.89,2.03,12.8,9.42,5.04,--,10.64,6.32,5.31,--,16.15,21.85,19.05,28.08,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
