报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1996-03-31,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),0.12,0.07,0,0.36,0.01,0.01,-0.02,0.03,0.03,0.02,-0.02,0.05,0.03,0.02,0.01,0.05,0,-0.03,-0.04,-0.34,-0.15,-0.06,-0.01,-0.17,-0.02,0,0,0.01,0.01,0.01,0,-0.41,-0.2,-0.16,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,0.72,0.71,0.7,0.7,0.69,0.65,0.59,0.64,0.86,0.95,1,1.01,1.16,1.18,1.18,1.18,1.18,1.18,1.17,1.17,1.38,1.42,1.58,1.65,1.66,1.66,1.86,1.84,2.27,2.21,2.24,2.22,2.17,2.12,3.43,3.4,3.31,1.9,1.81,1.78,1.79,1.71,1.59,1.56,1.54,1.7,1.51,1.3,1.94,2.27,2.22,2.29,2.41,2.33,--,--,1.78,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.57,-0.54,-0.3,0.31,0.03,0.03,-0.33,0.22,-0.17,0.05,-0.29,0.16,-0.36,-0.18,-0.44,0.28,0.43,0.19,0,0.23,0.05,-0.11,0.06,-0.32,0,-0.38,--,0.49,0,-0.25,0,-0.11,0,-0.23,0,0.73,0,0.11,0,0.74,0,0.23,--,0.75,-0.7,0.9,0.65,-0.13,-0.13,0.05,--,--,--,0,--,--,--,--,--,
主营业务收入(万元),103385,65612,28122,148524,147452,84945,36439,225096,158844,100670,38334,176789,108310,54246,22919,169117,109374,64070,29878,119486,79256,55603,27944,195561,139336,91371,57655,286234,210799,140576,73481,270904,199679,125303,63925,268719,207984,137000,65434,268377,161644,86744,39954,117239,67483,41393,19885,139170,106552,70711,33107,142078,98870,59799,24241,131965,59566,111250,55007,59532,9004,26385,15107,33129,20035,33764,--,7879,36776,34557,38250,
主营业务利润(万元),29158,17865,4298,38782,40142,23504,9894,54914,38847,25164,9071,45359,29434,13914,6137,35709,22666,12852,5169,28610,23901,16911,7825,46752,33696,20859,11832,40619,28608,18816,9642,33027,24171,14037,7996,41070,32107,21585,10148,41374,29189,17787,8251,36049,23003,15231,7055,36981,26940,17596,7616,36416,24239,14948,5779,33634,16528,21483,11051,16141,2390,6512,4463,-1946,10,2038,--,646,2067,1668,2104,
营业利润(万元),14184,8774,271,19963,896,240,-2215,2558,2547,1881,-1535,-658,-777,-2083,-2666,3965,-29,-2225,-2914,-19434,-7596,-3486,-836,-5558,606,906,791,1450,1293,673,-13,-20658,-10919,-9286,-299,841,2896,2380,1059,9666,7373,3482,1671,8934,6261,3627,1476,9472,8822,5394,1369,12163,9570,4808,1583,12573,6299,13299,7323,4801,-750,-813,-1228,-1788,0,2203,--,685,2314,1825,2201,
投资收益(万元),3765,2561,153,3268,-175,-59,-71,-362,-229,-182,-97,-3208,-2021,22,8,2134,226,-57,-85,-622,-308,-207,0,-77,-466,-195,-209,284,355,106,106,-348,-4,48,23,381,-957,-702,-296,-1398,-908,-618,-247,53,-214,-79,-156,-548,-38,-233,-64,-269,-274,-184,-122,-516,-132,-266,-80,218,288,462,164,-114,237,490,--,--,--,0,0,
营业外收支净额(万元),435,168,168,372,1750,1030,792,2258,1419,971,520,5839,4759,3541,3121,1133,803,477,233,1370,1045,701,300,483,891,573,553,2813,683,--,--,-732,--,--,499,-203,0,--,-277,-426,0,0,-105,-424,0,0,0,-366,0,0,-26,-179,-22,-16,0,-207,-30,-192,0,-259,0,--,0,0,34,0,--,--,--,0,0,
利润总额(万元),14618,8942,438,20335,2646,1270,-1422,4816,3966,2852,-1015,5182,3982,1458,455,5098,774,-1748,-2681,-18064,-6552,-2785,-537,-5074,1497,1479,1139,4262,1962,1297,454,-21390,-10793,-9232,200,2658,3113,2119,1012,9077,6837,3021,1435,9397,6052,3506,1363,9903,9357,5357,1375,12452,9381,4635,1437,12264,6401,13544,7256,4981,-466,-483,-1107,-1734,349,3098,--,762,2842,2027,2000,
净利润(万元),12125,7130,24,18867,666,230,-1211,1240,1386,873,-1180,2342,1547,726,266,2455,177,-1582,-2152,-16631,-7212,-2726,-403,-8289,-920,111,81,472,616,459,134,-19911,-9728,-7742,133,487,999,955,489,5019,4005,1640,737,5688,3953,2023,744,5829,4022,2388,575,5305,3625,2039,543,6115,3829,5879,3106,1526,-469,-491,-1107,-1734,331,2666,--,534,2074,1380,1309,
