报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2006-12-31,2005-12-31,2004-12-31,
基本每股收益(元),0.08,0.06,0.02,0.1,0.08,0.05,0.02,0.1,0.08,0.05,0.03,0.18,0.15,0.09,0.03,0.26,0.2,0.12,0.07,0.56,0.43,0.26,0.05,0.57,0.35,0.23,0.18,0.85,0.5,0.32,0.13,0.83,0.6,--,0.64,0.52,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3.29,3.25,3.24,3.21,3.15,3.07,6.09,6.02,5.89,4.71,4.5,4.45,4.23,4.42,7,6.83,6.48,6.3,6.14,3.14,2.92,2.31,1.54,1.49,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.27,0.07,0.22,0.32,-0.09,0.07,0.09,-0.46,-0.42,-0.76,-0.3,-0.23,-0.19,-0.07,0.18,0.7,-0.43,-0.39,-0.49,0.42,0.25,0.51,0.22,-0.12,
主营业务收入(万元),154807,92569,36189,225889,154395,91639,36002,183262,122679,72171,36183,176520,125311,67604,30280,208718,143175,84441,30909,185664,124910,77194,25821,126253,82636,44630,19869,137652,99515,60156,22892,116180,75846,106300,75576,49563,
主营业务利润(万元),21643,12498,4205,27249,18434,10571,4431,22872,14468,9245,5116,24619,17631,10551,4341,28907,21966,13302,4249,28358,20858,13239,3410,21683,13722,8538,3819,21619,13423,8727,3521,16088,10705,15614,11581,4695,
营业利润(万元),4928,3616,1067,6109,5009,3551,1142,5728,4443,2889,2394,13186,11075,6758,2715,20609,15958,9629,2652,20663,15173,9299,1858,18579,11531,7760,3867,17099,10133,6671,2559,12270,8917,11635,9296,3293,
投资收益(万元),2907,2423,667,5801,4792,3766,1968,1470,282,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,1,--,
营业外收支净额(万元),535,196,89,458,344,217,86,805,709,599,102,651,94,105,11,-40,233,262,170,-125,-32,-72,1,193,-37,-61,-10,--,--,--,55,--,0,0,-70,42,
利润总额(万元),5463,3812,1156,6566,5353,3767,1228,6533,5152,3488,2495,13838,11168,6863,2726,20568,16191,9891,2822,20538,15141,9227,1859,18772,11494,7698,3857,17161,10160,6706,2615,12255,8871,11580,9227,3335,
净利润(万元),4132,2829,966,5179,4099,2754,914,4985,3828,2534,1724,9389,7470,4396,1696,13184,10230,6197,1691,13123,9718,5919,1057,12797,7876,5282,2652,12583,7307,4697,1946,9378,6808,8644,7271,2608,
净利润(扣除非经常性损益后)(万元),3378,2341,720,3877,3084,2085,496,3203,3297,2085,1648,8906,--,4325,--,13217,--,6005,--,13229,--,5976,--,12655,--,5330,0,12539,0,4662,0,9393,0,0,--,--,
经营活动产生的现金流量净额(万元),5296,-7046,4539,-2838,-26091,-8802,5346,20819,9782,6958,7101,2189,-13986,3517,11015,16433,-4845,3724,2351,-11668,-10613,-17323,-6704,-5169,-4219,-1496,2779,10645,-6531,-5849,-7380,4732,2837,5774,2430,-836,
现金及现金等价物净增加额(万元),-521,-6702,-2607,-9923,-21056,-15651,-8516,-2272,-8903,33246,83,-1608,-11107,1551,3195,-7721,-12176,-4707,446,6641,14302,-21353,-13341,-20124,-15101,-18382,-434,42220,32298,37230,47791,1814,-88,2850,2580,954,
总资产(万元),309324,307417,294436,300897,305600,294367,291715,289848,258630,253637,216718,223292,213074,206670,189313,193973,205023,189411,188655,186790,192386,155857,144239,140621,136340,122778,125743,125891,124327,120686,123723,64817,63758,66261,49259,31776,
流动资产(万元),162880,160027,146159,151307,156690,143848,140762,148591,187540,182796,145908,151613,146785,142675,128531,135563,153997,142758,142944,141857,149388,112829,101589,102896,102594,91946,100667,102248,107663,105255,110303,51377,51284,54442,37535,22853,
总负债(万元),130917,130300,118378,125852,131616,121690,120119,119174,89122,85424,45218,53517,45217,32661,13816,20487,34864,24007,22984,23212,32973,40763,33086,30872,32369,15092,10639,12571,17265,16548,22781,21411,23320,33772,27231,19961,
流动负债(万元),57984,57253,45153,52646,49076,39062,37466,36444,21516,17755,41471,49770,41372,28817,9959,16630,31557,20700,19635,19905,32973,40763,33086,30872,32369,15092,10606,12563,17246,16523,22781,21411,23320,33772,26348,17936,
股东权益不含少数股东权益(万元),178407,177117,176057,175045,173984,172677,171597,170674,169508,168212,171500,169776,167857,165601,165452,163756,160802,156769,155325,153634,150228,106696,101834,100777,95855,100056,105732,103079,97804,95194,92744,35536,32966,26110,17425,10157,
净资产收益率加权(%),2.34,1.6,0.55,3,2.38,1.6,0.53,2.93,2.25,1.49,1.01,5.62,4.49,2.66,1.03,8.33,6.5,3.98,1.09,11.19,9.2,5.71,1.04,12.5,--,5.06,0,13.63,0,5.6,0,30.41,23.04,39.71,52.73,36.97,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
