报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-03-31,2009-12-31,2008-12-31,
基本每股收益(元),0.04,0,0,0.3,0.21,0.18,0.14,0.44,0.36,0.3,0.07,0.47,0.33,0.24,0.05,0.46,0.41,0.35,0.03,0.77,0,0.52,0.4,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,4.79,4.64,4.56,5.95,5.9,5.85,5.77,2.46,2.43,--,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.02,0.05,-0.13,0.09,-0.05,-0.18,-0.37,0.38,0.1,0.55,2.13,
主营业务收入(万元),20454,14400,6316,36705,24119,17364,7979,28020,19605,14012,5355,30451,20719,14750,5253,23017,17805,12710,3156,22197,2022,15284,13857,
主营业务利润(万元),9688,6078,2648,18617,12245,8817,4217,14220,10303,7530,2741,13192,8681,5985,1940,9750,8040,5726,1464,9813,927,7018,6566,
营业利润(万元),430,-95,-16,7329,5303,4527,1748,4997,4321,3754,873,5799,4108,3077,452,3343,3244,2510,211,5127,34,3567,2669,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,-82,-11,
营业外收支净额(万元),943,207,18,454,216,93,56,522,400,107,55,277,223,117,9,647,152,62,15,462,0,222,248,
利润总额(万元),1373,113,2,7783,5519,4620,1804,5519,4721,3860,928,6076,4331,3195,461,3989,3396,2571,226,5589,34,3789,2917,
净利润(万元),1466,155,65,6731,4716,3973,1494,4813,3931,3244,760,5186,3621,2672,387,3356,2897,2211,216,4827,27,3264,2531,
净利润(扣除非经常性损益后)(万元),670,-18,53,6361,4544,3905,1451,4399,3610,3165,720,4974,--,2588,--,2827,--,2166,216,4534,27,3139,2772,
经营活动产生的现金流量净额(万元),-8221,-5537,-3018,1844,-4444,-3086,-1972,5544,-1918,575,1362,5764,230,564,-1114,786,-382,-1538,-2317,2376,616,3463,2985,
现金及现金等价物净增加额(万元),-7685,-7759,-3285,-22171,-12524,-7399,-2628,209,-5384,-2191,589,899,-3692,-2639,-1633,29632,28492,28529,-3424,20,551,1698,2410,
总资产(万元),68703,67881,72387,75971,68869,67606,68467,67115,63676,62594,64187,61849,57045,55655,57301,56678,54407,54304,21127,21933,--,17059,16054,
流动资产(万元),47534,47233,51626,55556,50208,54149,56671,55667,54008,53928,56719,55064,51339,50552,52793,52679,50726,51922,18831,19630,--,16001,14999,
总负债(万元),9646,10160,10944,14575,10060,9540,10819,10930,8737,8342,11162,9581,6343,5901,7312,7076,5264,5848,5623,6645,--,6598,7857,
流动负债(万元),9506,9313,9940,13581,8958,8491,9772,9915,7704,7416,10245,9288,6298,5854,7260,7031,4947,5531,5297,6313,--,6024,7657,
股东权益不含少数股东权益(万元),58739,57407,61145,61078,58809,58066,57648,56185,54939,54252,53025,52267,50702,49754,49988,49602,49142,48456,15504,15288,--,10461,8197,
净资产收益率加权(%),2.38,0.25,0.11,11.5,8.05,6.83,2.62,8.92,7.19,6,1.44,10.18,7.04,5.25,0.78,10.35,10.71,13.49,--,37.49,--,34.07,28.34,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
