报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2003-12-31,2002-12-31,2001-12-31,
基本每股收益(元),0.49,0.28,0.02,0.7,0.57,0.31,0.03,0.81,0.64,0.35,-0.02,0.65,0.58,0.32,-0.02,0.78,0.74,0.43,0.04,1.24,0.88,0.48,0.07,0.86,0.62,0.28,0.03,0.8,0.59,0.26,0.05,0.77,0.59,0.28,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,6.3,6.04,6.4,6.42,6.37,6.06,6,5.68,5.32,4.92,4.74,4.67,4.45,4.11,3.85,4.82,4.7,4.28,5.36,3.83,3.57,4.13,4.98,4.79,4.63,3.39,3.48,3.41,3.37,3.13,3.2,3.15,3.09,2.93,1.77,1.7,1.39,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.73,0.31,-0.18,0.87,0.24,-0.1,-0.3,1.35,0.28,0.11,-0.11,1.57,0.44,0.18,-0.04,1.15,0.09,-0.01,-0.23,0.56,-0.05,-0.24,-0.52,1.93,0,--,0,0.96,0,0,0,0.55,0,0,0.41,0.47,0,
主营业务收入(万元),145709,91987,26758,184863,139795,85309,29752,177206,134433,85072,25858,185573,137194,86281,27616,193371,147739,92106,28787,182932,132324,78352,22564,139513,97071,55896,17720,147764,110257,62349,21002,118570,83219,47296,15213,80669,57062,32290,11403,53859,39543,23404,8791,35685,25535,14376,26242,21658,16016,
主营业务利润(万元),56582,35437,8977,70935,53879,32552,9310,67117,50365,31404,7560,64747,48726,29524,7628,64780,50387,31492,8892,66359,46993,27550,6974,49560,34194,18591,5914,48593,33847,17939,6152,39570,27283,14931,--,23988,17123,9737,3242,15351,10920,6312,2511,10100,7183,4069,7749,6380,4993,
营业利润(万元),26019,15082,1059,30621,25435,14049,1411,29159,23113,12789,-331,22224,20056,11172,-478,26080,24562,13855,1264,33088,24313,12525,1300,22356,16361,7099,1288,21335,14931,6011,1395,18083,13144,5761,1085,11178,8078,4008,869,5830,4608,2284,674,4039,2983,1393,3175,2794,2372,
投资收益(万元),58,82,-2,95,191,163,35,267,145,142,150,0,0,0,--,--,--,--,--,--,--,--,0,-1,51,0,--,--,--,--,--,-11,1,3,-0,8,-6,1,0,-2,-1,-4,-1,44,125,69,133,91,88,
营业外收支净额(万元),-238,-151,-57,117,-34,-189,-62,-513,-137,-294,-96,-663,38,-126,-73,-142,-332,-162,-34,618,502,568,910,-85,-29,11,-36,-495,--,-299,--,-408,--,--,--,-306,0,-102,0,-259,0,0,0,-129,-68,0,-110,0,0,
利润总额(万元),25781,14932,1003,30739,25401,13860,1349,28646,22976,12495,-427,21561,20094,11047,-551,25938,24231,13694,1230,33706,24815,13093,2209,22271,16331,7110,1252,20840,14562,5712,1318,17675,12879,5520,1078,10936,7958,3932,897,5577,4504,2213,652,3985,3074,1394,3222,2764,2423,
净利润(万元),20087,11359,639,23600,19335,10477,896,20927,16702,9133,-613,16903,15033,8276,-636,19617,18261,10302,848,25607,18142,9783,1446,17248,12504,5615,609,15643,11431,5061,750,11572,8217,2997,561,6543,5098,2111,505,3547,3192,1282,377,2494,2052,908,1990,1672,1399,
净利润(扣除非经常性损益后)(万元),20019,11271,660,23362,19219,10546,922,20947,16539,9144,-648,16955,--,8299,--,19564,--,10354,--,24914,--,9399,--,17228,0,5628,0,16148,0,5328,--,11685,0,2986,--,6733,0,2166,0,3730,0,1327,0,2597,0,967,0,0,0,
经营活动产生的现金流量净额(万元),9471,-974,-2921,33179,12416,5333,-2251,35453,14254,5621,-3120,40375,18830,8057,-4664,22466,6330,-2535,-7843,28011,5800,2354,-2180,32112,8930,3674,-835,23188,1846,-202,-3451,7896,-672,-2542,-4702,17341,4249,1520,-1481,7147,2197,228,-1391,4099,729,243,2223,0,0,
