报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
基本每股收益(元),0.03,0.06,0.04,0.2,0.16,0.12,0.1,0.39,0.29,0.21,0.08,0.35,0.28,0.18,0.08,0.49,0.35,0.24,0.14,0.79,0.57,0.46,0.7,0.54,0.54,0.37,
每股净资产(元),3.34,3.37,3.42,3.38,3.32,3.32,6.56,6.47,6.37,6.29,6.26,6.18,6.11,6.01,6.41,6.33,6.19,6.08,10.78,10.64,10.43,3.15,2.69,--,1.89,1.8,
每股经营活动产生的现金流量净额(元),-0.35,-0.35,-0.33,0.11,-0.06,0.03,0.04,0.12,0.03,0.08,-0.12,0.32,0.01,-0.13,-0.26,0.16,0.02,-0.06,-0.49,0.58,-0,0.49,1.28,--,0.21,0.38,
主营业务收入(万元),44883,35320,15260,67387,52306,33533,15088,60043,46584,30037,13715,53808,41697,26590,11814,56493,42116,26775,11060,41781,29911,21447,31871,22564,27787,19694,
主营业务利润(万元),8053,6750,2868,13809,10086,6589,2975,11728,9099,6068,2708,10383,8151,5015,2154,12436,9168,6118,2581,9416,6947,5235,8726,6169,6456,4370,
营业利润(万元),855,2047,1249,6097,4629,3088,1725,4700,3537,2364,1215,5635,4812,2922,1383,7957,5874,3867,1411,5359,3773,3096,4827,3684,3052,2141,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,--,0,0,
营业外收支净额(万元),217,193,73,1022,989,959,56,2365,1723,1521,174,876,392,288,47,772,329,319,33,951,403,336,63,58,0,0,
利润总额(万元),1072,2240,1322,7118,5618,4047,1782,7065,5260,3885,1390,6511,5204,3210,1430,8729,6202,4186,1445,6310,4175,3432,4889,3742,3361,2331,
净利润(万元),1043,1890,1228,6208,4871,3502,1516,5846,4327,3170,1140,5247,4271,2748,1235,7425,5287,3606,1199,5414,3614,2932,4253,3251,2997,1995,
净利润(扣除非经常性损益后)(万元),--,1741,--,5283,--,2685,--,3956,--,2029,--,4532,--,2466,--,6753,--,3338,--,4626,--,2646,4200,--,2654,1336,
经营活动产生的现金流量净额(万元),-10606,-10754,-10065,3265,-1759,837,656,1880,414,1242,-1766,4811,123,-1939,-3880,2479,293,-893,-4144,4925,-22,3116,8056,4847,1280,1459,
现金及现金等价物净增加额(万元),-44097,-39110,-11860,23021,-4760,-1340,-667,14212,4376,6856,-3682,-14066,-931,-5467,-4493,-13483,-5891,-4965,-5011,42450,65458,1622,1503,1726,1642,-780,
总资产(万元),121725,124425,118458,123820,119219,117441,114306,114845,114438,114014,111193,111690,105508,105621,110184,111374,108607,105866,101232,100682,101064,34321,27946,--,19398,19467,
流动资产(万元),80104,93624,87434,92899,90139,88064,86122,86878,87788,88348,85437,86881,82527,82919,88368,89518,90931,89268,86527,85588,86592,19899,14154,--,10459,10997,
总负债(万元),19199,21011,12492,18975,15968,15567,13430,15520,16523,17350,15064,16774,11776,13558,12156,15378,14749,13689,10450,11101,13282,14407,10964,--,8061,12644,
流动负债(万元),18704,20501,11967,18435,14458,15037,12865,14920,16223,16960,14674,16254,10828,12540,11123,14346,13266,12206,8967,9618,11894,13224,9781,--,8061,12644,
股东权益不含少数股东权益(万元),102684,103531,105133,103905,102116,100748,99489,98003,96507,95350,94836,93696,92627,91103,97168,95996,93858,92177,90783,89581,87781,19914,16982,--,11337,6823,
净资产收益率加权(%),1.02,1.8,1.17,6.16,4.87,3.52,1.53,6.11,4.55,3.34,1.21,5.53,4.47,2.82,1.28,8.02,5.77,3.96,1.33,14.84,--,15.89,30.79,--,34.93,35.23,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
