报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1996-12-31,1995-12-31,1994-12-31,
基本每股收益(元),0.01,0.01,0.01,0.03,0.05,0.06,0.07,--,0.06,0.05,0.03,0.15,0.1,0.08,0.03,0.16,0.1,0.08,0.02,0.2,0.1,0.08,0.04,0.3,0.18,0.1,0.03,0.18,0.21,0.16,0.1,0.13,0.09,0.06,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,2.34,--,2.28,2.26,2.65,2.62,2.58,2.56,2.5,2.48,2.37,2.35,1.41,1.67,1.54,1.47,1.4,1.37,1.45,1.4,1.35,1.57,1.52,1.5,1.81,1.69,1.69,1.67,1.68,1.91,1.9,1.86,1.8,1.78,1.77,1.72,1.67,1.65,1.55,1.54,1.61,1.63,2.76,2.76,2.76,2.79,2.73,2.83,2.71,2.68,2.57,2.49,2.46,2.38,0,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.13,--,-0.25,-0.08,-0.15,-0.06,0,-0.2,-0.07,-0.09,-0.22,-0.1,0.03,0.07,0.14,0.05,-0,0.03,-0.02,0.02,-0.01,0.1,0.13,0.03,-0.04,0.33,0,0,0,0.16,0,0,0,-0.13,0,0,0,0.08,0,--,0,-0.08,0,-0.08,--,-0,-0.08,0.11,0.01,0.15,--,0.01,--,--,--,--,--,
主营业务收入(万元),52263,28301,6470,48916,32134,21408,8505,65463,50174,38736,14861,82608,60998,39431,15222,47412,34043,20546,7799,39559,29428,18232,7243,40477,27405,16117,7134,45951,40554,28373,14241,40315,28987,18922,7449,30030,21873,14436,7689,25212,19019,11544,4571,20130,15829,10160,4428,15021,10358,6592,2838,13661,9948,6297,2433,16525,8362,18235,9039,14972,7646,22296,9970,22834,20783,20703,28233,
主营业务利润(万元),12863,7581,2961,19930,12759,8468,3543,21051,15262,10936,4954,23971,18631,12115,5687,18635,13095,7118,3277,15074,11685,7673,3154,16511,11298,6850,2789,16748,15425,10712,5323,11643,8290,5292,--,8078,5757,3595,2109,8226,6471,4146,1455,7215,5731,3855,1607,5028,3375,2076,804,4147,3275,2093,748,5509,2791,6078,2183,6265,3086,9101,4213,4826,4949,4490,4889,
营业利润(万元),501,431,455,1793,2085,2897,3472,-5123,402,-1043,-243,-1623,1962,1577,1193,2196,2188,1055,672,2689,3990,2972,1117,6525,5373,2794,879,6241,7551,5672,3346,3980,2787,1610,605,1496,1401,872,616,2769,2580,1657,315,2476,2205,1379,296,-465,-1388,-1554,-252,-12077,-506,-469,-469,722,227,1679,18,2582,1185,4143,1521,4880,5000,4699,4979,
投资收益(万元),3059,2608,2476,6635,5820,5637,5488,105,378,281,174,711,588,452,241,738,643,467,235,540,463,321,180,504,403,273,62,24,--,--,--,397,400,0,0,173,201,190,-1,-167,12,12,0,89,48,48,24,860,0,--,0,-5866,9,9,0,187,114,1572,541,649,379,719,0,2,0,0,0,
营业外收支净额(万元),261,180,131,688,447,253,164,5838,2835,3524,1579,9374,3873,2835,7,6454,3474,3565,27,6208,698,755,134,3995,847,833,4,639,--,552,--,56,--,--,--,-16,0,0,0,28,0,0,0,-18,0,0,0,-24,10,10,0,-1725,-16,-38,0,-14,0,154,0,14,0,0,0,0,0,0,0,
利润总额(万元),762,611,586,2481,2533,3150,3636,715,3238,2481,1336,7750,5835,4412,1200,8651,5662,4620,699,8898,4687,3727,1251,10520,6220,3627,883,6880,8176,6225,3895,4037,2821,1722,720,1813,1704,1150,709,2717,2585,1672,322,2548,2275,1443,337,371,-1378,-1544,-248,-19668,-512,-498,-463,1079,415,3942,612,3355,1557,5183,1538,5185,4986,4723,5084,
净利润(万元),455,342,586,1591,2307,3083,3636,728,3149,2767,1336,7485,5341,4185,1200,6601,4410,3566,745,8115,4251,3393,1423,9696,5652,3377,1022,5894,6805,5053,3339,3290,2232,1350,416,1087,1086,803,451,2197,2043,1411,322,2246,2014,1307,337,371,-1378,-1544,-248,-19668,-512,-498,-463,917,378,3519,520,2886,1323,4406,1307,4408,3340,4243,4107,
净利润(扣除非经常性损益后)(万元),206,174,465,-5095,-3496,-2528,-1889,--,530,-327,--,-1845,--,1362,--,645,--,531,--,2840,--,2754,--,6057,--,2670,0,5445,0,4607,0,2858,0,1250,--,987,0,743,0,2105,0,1376,0,2227,0,1249,0,-549,0,-1554,0,-17943,-497,-469,--,931,358,2827,467,2763,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-201,5950,3666,-3880,-3481,-3607,-7217,-1306,-2283,1728,-6457,-3176,-12664,-4137,-6455,-2554,169,-8646,-2947,-3697,-9352,-4087,1354,2414,4578,1457,-34,810,-709,515,-463,2493,3235,704,-782,6468,3796,5518,-645,2804,3288,2633,-1815,-2212,-1675,-2017,2,1355,433,845,-199,-1421,0,-1344,--,-83,-1384,1919,169,2592,--,176,--,--,--,--,--,
现金及现金等价物净增加额(万元),-4754,3081,-3239,-19103,-22099,-17682,-15884,14571,20154,19785,-2940,-27967,-20234,-12533,-7931,10099,-17794,-22826,-17740,32042,24401,38463,863,2671,-6,605,416,716,614,-532,-2123,293,-1787,-1722,-1187,1268,-1068,2082,-926,-3762,-4919,-3214,-1902,2136,403,382,1996,869,88,465,-690,-1989,0,-1200,--,-1952,-2199,3127,-874,-2654,--,-11977,--,--,--,--,--,
总资产(万元),281104,276082,270466,263342,257515,263659,264253,306439,296803,293865,262808,251693,247709,247933,228696,221421,181270,161283,143006,136667,133739,134288,91442,87561,84673,81561,88090,86279,92451,84377,76454,71487,67737,64201,58605,55298,53595,54708,56204,55374,58706,57583,54903,54555,52100,51821,49239,46917,44551,46817,45626,47621,67095,67283,67075,68618,74696,79400,62262,62785,56633,59928,62530,65039,34972,30336,29279,
流动资产(万元),129231,134431,133232,125971,127529,134339,184189,179131,174251,173647,144838,134943,156096,161670,153007,146692,130472,116430,97218,97008,97242,98444,56333,52759,56490,53299,58990,55381,66537,59983,51138,47288,41176,39962,36062,34619,33246,34339,39440,37075,37945,36555,40024,39467,35614,33561,30995,28419,26707,27450,--,--,--,40511,40108,--,0,58890,0,41748,42740,42801,44918,50057,26153,22505,23220,
总负债(万元),154139,149231,143116,136577,136200,141569,141355,187838,175781,173226,143599,133565,131725,133105,116430,110354,69754,50543,35036,29396,30779,32147,34574,31209,32320,31416,36668,35749,38028,31809,25983,24440,24785,21944,21311,20651,19032,20553,22010,21736,25307,24925,23941,23915,21692,22153,20541,18556,17939,20370,17884,19631,19656,19829,19587,20667,27704,30774,15655,16697,15529,20148,23211,26867,22877,20103,20774,
