报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.28,0.13,0.11,0.52,0.29,0.18,0.07,0.53,0.29,0.2,0.08,0.62,0.43,0.31,0.18,0.75,0.34,0.69,0.33,0.27,
每股净资产(元),2.71,1.79,3.52,3.41,3.2,3.08,4.98,4.91,4.64,4.56,6.73,6.65,6.46,6.34,6.27,3.35,2.94,2.6,1.45,1.14,
每股经营活动产生的现金流量净额(元),0.02,-0.1,0.07,0.26,-0.01,-0.11,-0.45,0.04,-0.81,-0.61,-0.72,-0.8,-1.18,-1.24,-0.62,0.16,0.07,0.12,-0.19,0.26,
主营业务收入(万元),112356,60041,22659,117992,72299,41180,14250,77812,44005,27306,11096,56896,39257,25309,12303,50241,22473,37049,24676,17371,
主营业务利润(万元),44692,22332,8677,45144,26379,15306,5142,27239,15658,9859,3835,19180,12499,8199,3917,16045,7662,13126,7564,5129,
营业利润(万元),16424,5621,486,16200,7852,4041,261,7139,3814,2448,504,5950,4192,2869,1585,5468,2794,4175,1850,831,
投资收益(万元),636,609,611,1040,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-101,12,
营业外收支净额(万元),5654,4400,3830,3278,2530,1836,995,2120,1041,857,441,713,262,140,-5,1006,139,937,449,997,
利润总额(万元),22078,10021,4316,19478,10382,5877,1256,9259,4856,3306,945,6663,4455,3009,1580,6473,2933,5112,2299,1828,
净利润(万元),18480,8135,3405,16132,9059,5399,1066,8023,4356,3067,826,5821,3941,2734,1366,5616,2555,4173,1978,1620,
净利润(扣除非经常性损益后)(万元),--,5274,--,12551,--,4237,--,7220,--,2693,--,5394,--,2691,--,5114,2469,3717,1894,1278,
经营活动产生的现金流量净额(万元),1459,-6786,2201,8405,-259,-3541,-6730,598,-12087,-9161,-7191,-8027,-11788,-12427,-6183,1175,549,915,-1141,1582,
现金及现金等价物净增加额(万元),948,1664,-3222,-871,8888,9850,-8241,-4029,-14511,-12161,-7816,20822,19971,19449,30216,-1572,-3417,8244,-54,1213,
总资产(万元),366562,222077,191953,195584,176851,166446,118137,124120,106145,98816,92548,95440,88823,81170,81864,50524,48558,46686,29162,21327,
流动资产(万元),240891,172015,144080,149784,137942,128729,95869,102428,90468,84193,80187,84741,79467,72208,74152,42681,44466,43093,27646,20525,
总负债(万元),165603,104991,78056,85134,73211,66867,43381,50519,36495,30454,25216,28934,24197,17752,19164,25426,26520,27203,20439,14484,
流动负债(万元),145265,74498,57243,64356,51962,45684,41144,48282,36495,30454,25216,28934,24197,17752,19164,25426,26520,27203,20439,14484,
股东权益不含少数股东权益(万元),198693,116613,113538,110156,103346,99402,74755,73600,69650,68362,67332,66505,64625,63418,62700,25098,22038,19483,8723,6843,
净资产收益率加权(%),15.39,7.14,3.04,17.42,11.64,7.15,1.44,11.47,6.42,4.54,1.23,10.62,7.75,6.18,5.3,25.19,12.31,38.31,25.26,26.5,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
