报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
基本每股收益(元),-0.02,0.01,0.02,0.13,0.13,0.09,0.04,0.2,0.18,0.1,0.06,0.24,0.25,0.18,0.07,0.32,0.47,0.36,0.14,0.24,0.18,0.12,0.05,0.31,0.23,0.15,0.26,0,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,2.91,2.85,2.86,2.79,2.7,2.68,4.26,4.15,4.09,3.43,3.31,3.25,3.14,3.09,--,1.17,--,0,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.18,--,-0.62,-0.41,-0.29,-0.67,-0.55,-0.43,-0.33,-0.17,-0.2,-0.22,-0.14,-0.11,--,-0.07,0.61,0,--,
主营业务收入(万元),3977208,2739529,899236,6097205,3949509,2542792,938895,5126918,3543584,2511437,1010516,5850138,4509872,2918524,1232435,5804534,4100376,2848492,1245154,2047269,1410877,883632,402266,1856230,1306358,843217,1605889,1140738,797844,
主营业务利润(万元),262064,170857,96873,648246,515375,304730,181609,736514,487057,278635,129767,763879,671278,459991,202357,832307,663474,487389,218184,391336,267980,176378,79576,326150,219987,137885,270763,209212,153810,
营业利润(万元),-112457,-50102,-6439,195873,187109,119430,59040,289366,235625,124383,61313,318663,383158,269650,116537,488921,449016,341468,152627,189851,139674,95338,37949,145791,106205,65546,120831,88705,52092,
投资收益(万元),4986,1758,45,11878,12027,2599,388,6235,6703,4754,40,5637,6129,2866,564,8010,7392,6754,1361,4814,3852,2319,39,3252,2619,2203,4665,4076,1911,
营业外收支净额(万元),67768,60913,48869,79983,69118,41071,21982,51675,67593,41881,29767,121849,47852,29919,6700,75546,70602,54127,5322,6530,3514,2672,793,33983,18933,17879,26199,0,14560,
利润总额(万元),-44690,10811,42430,275856,256227,160502,81021,341041,303219,166264,91080,440512,431010,299569,123237,564467,519618,395595,157948,196381,143188,98010,38742,179775,125138,83425,147029,108588,66652,
净利润(万元),-44145,18207,38539,227617,219836,133885,73255,293538,262714,145583,80699,357708,362258,257233,102923,470564,433673,330447,132310,159900,120569,79735,31587,149048,104988,68787,122092,80468,45666,
净利润(扣除非经常性损益后)(万元),-66730,-6735,20536,203383,211989,129129,59679,259961,236519,140965,--,277820,--,243851,--,439743,--,309589,--,155192,--,77475,--,143052,--,67187,116491,74076,40249,
经营活动产生的现金流量净额(万元),-368026,-234057,174557,188968,-278897,-19015,-266674,-132795,-359687,-456945,-258054,-716627,-909527,-594486,-432544,-987517,-504576,-396703,-302943,-112447,-129442,-147999,-94955,-72025,-93856,-31539,282531,0,--,
现金及现金等价物净增加额(万元),-266040,-105123,-67565,1064577,1126439,1897432,264006,-49118,-354560,-248077,-195198,51998,-404873,103810,-570288,-955405,-574364,-525687,-238571,-253132,-318267,-232146,-221681,1423392,45362,138188,128895,--,--,
总资产(万元),20824964,20787451,20615729,20650520,21004857,20843500,19923433,17341028,17491851,17567832,17788659,17916399,17603201,17863303,17607309,16018567,15743373,15459552,14944769,4401565,4287189,4227930,4137673,4178982,--,2774369,2576627,0,--,
流动资产(万元),15215321,15164619,15008445,15313913,15775855,15647472,14797856,12669384,12852808,12996207,13260549,13354425,13321819,13619115,13429163,12463005,12332414,12127260,11625794,3411015,3382959,3354091,3278822,3351077,--,2035529,1854129,--,--,
总负债(万元),14757713,14650129,14341397,14410104,15113688,15032622,14053458,12301194,12654710,13076171,13268429,13471796,13166512,13528119,13400306,11923172,11680867,11500909,11046541,2092533,2068642,2052676,2034783,2109394,--,2220927,2076651,--,--,
流动负债(万元),10457234,10615360,10360518,10535496,10477349,10692349,10436177,9138588,9525061,9845830,9317925,9836998,8316874,8793431,9564275,8247949,7674501,7991620,8217316,1569961,1496169,1528964,1408205,1464898,--,1604661,1716436,--,--,
股东权益不含少数股东权益(万元),5894306,5950776,6067147,6028880,5674205,5590590,5620471,4783808,4573350,4226363,4261310,4180996,4191363,4093303,3957979,3931733,3908064,3801887,3748369,2283054,2203804,2161240,2090787,2057937,--,542727,489479,0,--,
净资产收益率加权(%),-0.74,0.3,0.64,4.1,3.91,2.39,1.35,6.33,6.11,3.42,1.91,8.75,8.85,6.22,2.41,12.56,11.57,8.88,3.54,7.42,18.95,3.69,1.52,23.27,--,0,0.26,0,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
