报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.15,0.11,0.05,0.16,0.13,0.1,0.05,0.18,0.16,0.13,0.05,0.27,0.24,0.19,0.43,0.39,0.25,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,2.58,2.6,--,2.2,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.07,0.07,0.17,0.25,0.22,
主营业务收入(万元),62332,44272,20668,81124,58750,39468,18965,67460,48688,31375,16176,54838,44001,31165,62592,54594,36527,
主营业务利润(万元),16374,11389,5088,21284,15165,10556,5041,17476,12814,8366,3975,16515,13562,10116,21687,19445,13526,
营业利润(万元),5115,3872,1668,3942,3471,2582,1298,4361,4407,3697,1375,6110,6436,5528,12163,11522,7269,
投资收益(万元),793,660,194,--,--,--,--,1067,1065,1065,19,-232,-137,-58,-13,115,27,
营业外收支净额(万元),393,242,234,273,483,334,113,714,274,67,102,1840,333,287,426,344,396,
利润总额(万元),5508,4114,1901,4216,3954,2915,1410,5076,4681,3764,1477,7950,6770,5816,12589,11866,7665,
净利润(万元),4842,3611,1633,4337,3687,2778,1372,4882,4355,3485,1332,7213,6270,4985,11287,10340,6636,
净利润(扣除非经常性损益后)(万元),3822,2849,1276,3918,3235,2464,1260,3112,3046,2321,1247,5567,5870,4625,10035,9882,6279,
经营活动产生的现金流量净额(万元),6386,2621,2410,8873,4396,4918,2175,5811,3519,1382,-1587,1820,1827,1790,4496,6674,5780,
现金及现金等价物净增加额(万元),-49760,-27689,-47354,68425,642,3055,760,-1816,-3673,-2206,-3118,3606,-707,-953,-823,1613,-1624,
总资产(万元),182381,201261,196972,210107,138883,139002,134720,131416,130714,130742,120052,118224,109477,107251,105135,81102,60542,
流动资产(万元),113821,132968,129543,142612,72007,73343,69554,68471,67397,68183,65568,63967,55737,54060,52426,40324,27884,
总负债(万元),36760,56781,51193,65896,60889,61910,56081,53872,53619,54360,45436,44841,39892,38862,38937,23424,13492,
流动负债(万元),33350,53239,47518,62089,56959,57856,52383,50070,48556,49196,41007,40329,34448,33348,33145,20751,12430,
股东权益不含少数股东权益(万元),143746,142515,143695,142063,75596,74687,75727,74355,73828,72958,73027,71694,67780,66495,64137,55205,46641,
净资产收益率加权(%),3.38,2.51,1.14,5.75,4.89,3.67,1.83,6.69,5.96,4.75,1.84,10.8,9.49,7.53,18.98,20.38,15.09,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
