报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
基本每股收益(元),0.21,0.14,0.05,0.67,0.41,0.31,0.06,0.79,0.46,0.67,0.6,
每股净资产(元),3.36,3.29,6.45,6.4,3.56,4.52,--,4.21,--,3.42,2.75,
每股经营活动产生的现金流量净额(元),-0.41,-0.32,-0.36,-0.23,-0.35,-0.01,-0.41,-0.87,-0.92,0.73,0.27,
主营业务收入(万元),23959,16271,4989,30894,24189,16186,4752,29470,22507,27368,23212,
主营业务利润(万元),9333,6445,1951,11552,9053,6047,1777,11137,8287,9686,8503,
营业利润(万元),3680,2426,477,4727,4164,2347,467,4976,4148,4490,4022,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),260,106,23,248,218,171,31,266,178,186,187,
利润总额(万元),3940,2532,500,4976,4383,2518,498,5242,4326,4676,4209,
净利润(万元),3376,2191,418,4031,3251,1854,381,4717,3706,4029,3609,
净利润(扣除非经常性损益后)(万元),--,2088,--,3793,3068,1712,--,4468,3536,3840,3423,
经营活动产生的现金流量净额(万元),-6605,-5076,-2891,-1817,-2085,-69,-2457,-5233,-5522,4381,1644,
现金及现金等价物净增加额(万元),-21857,-23949,-21547,19610,-1161,-1223,-2153,-7034,-5961,2211,9024,
总资产(万元),80355,74712,68444,84703,61085,58721,--,51281,50219,44275,36758,
流动资产(万元),57111,52010,47241,66243,44221,42093,--,37049,36534,31338,26042,
总负债(万元),26570,22112,16836,33513,32584,31616,--,26031,25979,23741,20253,
流动负债(万元),22954,18462,13152,24555,22292,22990,--,19338,20619,21313,11972,
股东权益不含少数股东权益(万元),53784,52600,51608,51189,28501,27105,--,25251,24240,20534,16505,
净资产收益率加权(%),6.38,4.19,0.81,14.78,12.09,7.08,1.5,20.6,16.55,21.76,30.44,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
