报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1993-06-30,1992-12-31,
基本每股收益(元),-0.22,-0.09,-0.08,0.02,0.05,0.06,0.07,0.18,0.3,0.04,-0.04,0.37,0.24,0.26,0.24,2.11,1.9,1.43,0.64,0.12,0.14,0.08,0,0.05,0.01,0,-0.03,-0.2,0,0.05,0.07,0.27,0.17,0.17,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,4.34,--,4.23,4.67,4.65,4.41,4.16,3.69,2.9,2.25,2.27,2.22,2.13,2.13,2.09,2.08,2.05,2.07,2.26,2.56,2.59,2.51,2.42,2.41,2.41,2.34,2.29,2.16,2.78,2.7,2.66,2.62,2.41,2.28,2.24,2.16,2.68,2.56,2.59,2.51,2.39,2.3,2.9,2.74,3.12,2.34,2.45,2.36,2.17,2.14,1.91,1.81,2.25,1.98,2.25,2.08,2.02,2.03,1.99,2.03,2.01,2,2.3,2.14,1.98,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.83,--,1.06,0.75,0.17,3.21,3.19,2.26,1.21,0.94,0.15,-0.12,0.04,0.63,0.13,0.07,-0.19,0.83,0.29,-0.07,-0.11,0.83,0.35,0.36,0.04,0.61,0,--,0,0.61,0,0,0,0.35,0,0,0,0.77,0,0,0,0,0,0.36,--,0.28,--,-0.05,0.34,-0.06,0.39,--,-0.12,--,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),288303,216527,109964,393993,279674,160535,70402,328668,242650,150362,66993,328833,221047,160008,89607,461045,381343,270267,127521,302356,214144,132012,62559,210222,154175,103303,52170,267978,211837,144709,64277,244763,192698,135056,62443,224608,163097,102439,45930,200897,154934,110714,51436,182736,127985,87695,34240,109980,85104,56797,25194,82854,59520,37830,17573,56412,43237,26966,48859,25578,40409,16346,29258,14458,25579,12721,23225,9810,19537,7753,13696,7001,6580,2577,--,
主营业务利润(万元),27337,19359,7764,36756,27398,19558,9085,38308,31468,21157,5807,71835,38235,32597,22545,163178,139814,102539,48689,52247,30313,18285,6497,35609,23400,16413,6770,27397,23162,15385,9197,34153,27308,17905,--,32193,26764,19758,7941,36748,30356,23405,10461,35190,26800,18220,6683,22234,16555,11756,4960,19619,14804,9405,4297,13097,9563,6371,11904,6716,7812,3042,4155,2387,351,75,499,297,345,152,471,480,1100,606,--,
营业利润(万元),-9980,-4434,-3397,-1992,1672,3489,1143,-2408,4970,5056,-1323,28671,14420,13685,12985,116529,105893,80855,36670,15004,10235,5260,620,5785,2969,2839,-2,-8891,-1697,-916,3091,6838,9612,7153,1090,9415,10313,9183,3321,17469,16301,14415,5698,20104,16860,11817,4028,11385,8765,6407,2821,10626,8391,5173,2708,8209,5856,3883,5750,3620,3351,1298,2148,1042,1361,0,507,0,345,0,0,522,1100,606,--,
投资收益(万元),285,117,61,968,434,281,112,951,622,279,183,1158,885,366,122,1368,936,611,315,2061,1281,419,217,936,822,223,124,1131,1118,946,417,1583,1149,787,226,48,228,164,275,1257,710,501,146,385,245,159,54,120,321,295,3,-367,121,58,29,-43,231,196,154,79,38,136,327,120,672,157,152,27,59,109,460,260,379,304,--,
营业外收支净额(万元),4929,4862,1048,10825,7605,4668,4625,18645,16753,486,278,-4625,276,261,-315,646,-359,-151,15,-1141,827,849,791,1896,1415,465,314,--,--,--,--,--,--,--,--,-747,0,--,0,-297,0,0,0,-1646,0,0,0,-951,0,0,0,-475,-344,-337,0,-58,0,0,-224,0,-213,0,0,0,0,-8,0,-225,0,-162,-250,0,0,--,--,
利润总额(万元),-5051,429,-2349,8833,9277,8157,5768,16237,21723,5542,-1045,24046,14696,13946,12670,117175,105534,80703,36685,13863,11061,6109,1411,7681,4384,3304,312,-3298,2893,3541,4011,14848,11935,9462,2892,17480,15286,9253,3605,18997,17587,15609,5846,18863,15758,11818,4003,10612,9209,6816,2824,9804,8188,4915,2683,8111,6093,4060,5871,3675,3401,1416,2659,1231,2257,493,807,387,701,517,848,655,1331,855,--,
净利润(万元),-9997,-3488,-3085,647,1906,2226,2716,7046,11323,1471,-1386,13949,9208,9109,8457,73148,65911,49661,22198,4231,4956,2932,133,1887,453,150,-1005,-6962,124,1460,2227,8390,5517,5237,2000,10995,9475,5193,2080,11360,10352,9607,3105,9346,8389,6384,2252,4871,5400,3926,1717,5765,4974,3050,1651,4888,3638,2578,4177,2629,2346,1204,2036,942,1682,429,618,310,524,448,712,508,1139,777,--,
