报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.15,0.1,0.09,0.52,0.2,0.14,0.16,0.73,0.34,0.24,0.15,0.58,0.31,0.32,0.29,1.45,0.81,0.62,0.34,1.39,0.73,0.59,1.2,0.66,0.87,
每股净资产(元),3.02,2.97,5.87,5.37,4.11,4.05,7.63,7.47,6.33,6.22,6.18,6.04,5.76,8.5,8.37,16.56,15.92,15.73,15.98,3.5,2.85,2.7,2.11,1.44,3.13,
每股经营活动产生的现金流量净额(元),-0.15,-0.1,-0.18,0.31,-0.01,-0.01,0.06,-0.31,-0.67,-0.6,-0.36,-0.09,-0.45,-0.39,-0.13,0.39,-0.01,0.03,-0.16,0.41,0.11,-0.04,0.66,0.7,-0.1,
主营业务收入(万元),47167,29493,12320,61527,32287,21765,9576,46816,30152,19652,8843,31300,17814,11368,5946,17881,10259,7409,3818,12125,7178,5717,7899,4942,3140,
主营业务利润(万元),21973,13712,5873,29330,14495,10367,5340,20726,12227,8167,4110,13815,7220,4970,2888,9004,5087,3783,2308,6739,3933,3004,3999,2309,1337,
营业利润(万元),7736,5082,2182,13809,4304,3354,2228,8865,4210,2891,1984,8153,4266,3063,1801,5860,3331,2461,1527,3916,1938,1646,2100,1003,140,
投资收益(万元),-177,-93,-47,-199,-136,-92,-40,-207,-161,-109,-63,--,--,--,--,--,--,--,--,--,0,0,2,0,0,
营业外收支净额(万元),1670,1188,464,936,1010,454,139,856,553,275,44,223,118,50,--,881,315,308,80,958,577,403,802,468,333,
利润总额(万元),9406,6270,2646,14745,5314,3808,2367,9721,4762,3165,2029,8376,4384,3113,1801,6741,3646,2769,1607,4874,2515,2049,2902,1471,473,
净利润(万元),8446,5502,2397,13563,5085,3647,2157,9024,4205,2891,1772,7075,3752,2619,1567,5757,3184,2393,1396,4217,2229,1778,2497,1314,435,
净利润(扣除非经常性损益后)(万元),--,5411,--,13142,--,3524,--,8498,--,2822,--,6961,--,2577,--,5680,--,2322,--,4047,1651,1778,2420,1308,415,
经营活动产生的现金流量净额(万元),-8525,-5558,-5166,8579,-177,-318,757,-4207,-8298,-7407,-4350,-1078,-5431,-3185,-1082,1599,-29,109,-638,1232,347,-113,2004,1405,-51,
现金及现金等价物净增加额(万元),-3638,-753,-2635,-3195,-5501,1241,5197,-6795,-11704,-8012,-6797,-19821,-18092,-15675,-3560,48587,49826,50257,52369,1103,315,-136,2807,1141,-144,
总资产(万元),218974,196699,186555,181680,126540,123727,119895,113520,81146,80097,79304,77899,71595,70791,72110,73587,66161,65315,66715,12953,9624,9481,8344,4380,2400,
流动资产(万元),94710,90861,83010,82497,68378,70828,71622,66182,62879,62883,62707,63363,60639,61605,64045,66415,63941,64239,65952,12372,9072,8895,7740,3912,2238,
总负债(万元),47563,28232,19328,31291,18733,17926,16188,11942,2499,2758,4205,4571,1590,1920,4290,6524,1672,1617,1988,2331,991,1298,1940,1498,836,
流动负债(万元),47034,27704,18800,30763,18695,17888,16151,11904,2462,2720,4167,4534,1553,1882,4252,6487,1634,1579,1951,2293,953,1260,1902,1487,836,
股东权益不含少数股东权益(万元),170592,167643,166632,149770,107196,105160,103521,101365,78416,77103,75099,73328,70004,68871,67820,67062,64490,63698,64726,10622,8633,8183,6405,2878,1564,
净资产收益率加权(%),5.15,3.41,1.55,12.5,4.89,3.53,2.1,11.49,5.53,3.85,2.39,10.12,5.49,3.86,2.32,9.49,5.47,4.29,3,49.54,0,24.38,59.28,59.15,32.29,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
