报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,
基本每股收益(元),-0.98,-0.68,-0.22,0.08,-0.09,-0.23,-0.25,-1.03,-0.52,-0.33,-0.09,0.04,0.15,0.28,0.25,1.67,1.43,0.45,0.21,0.51,0.45,0.31,1,0.7,0.41,0.88,0.56,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3.52,3.65,6.92,7.73,7.49,6.51,8.39,8.18,8.01,3.16,2.87,--,0,2.12,1.32,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.45,0.38,0.24,1.75,1.55,0.33,0.02,1.05,0.61,0.3,1.31,--,0.65,1.07,1.47,
主营业务收入(万元),46301,31833,17860,84192,57689,31364,12346,50288,39228,26946,16351,60142,46525,33292,14853,77038,59849,32220,15252,45899,31238,18931,36548,26045,16378,33234,29340,
主营业务利润(万元),-15954,-11491,-2872,7725,2156,-1667,-4608,-17115,-10556,-5463,53,8915,9770,11514,4297,30945,25398,9853,3959,10755,7621,4951,12569,9122,5567,11038,6783,
营业利润(万元),-28091,-19312,-6455,-4948,-6398,-6792,-7135,-32993,-18334,-10459,-2495,793,3921,7703,2523,23399,20114,6254,2218,4204,3529,2331,7887,5502,3230,6769,4076,
投资收益(万元),-1606,-813,-222,235,-305,-216,-155,-301,-369,-266,-48,-49,-40,-16,--,--,--,--,--,--,--,0,0,--,0,0,15,
营业外收支净额(万元),211,98,74,7305,3682,321,130,4083,3634,1138,36,285,281,285,103,39,-11,30,4,577,421,174,202,186,114,--,--,
利润总额(万元),-27880,-19214,-6381,2357,-2716,-6472,-7005,-28910,-14700,-9321,-2458,1078,4202,7988,2626,23438,20102,6284,2222,4781,3949,2506,8090,5688,3344,7097,4551,
净利润(万元),-27842,-19197,-6335,2351,-2656,-6479,-6985,-28873,-14712,-9333,-2455,1116,4209,7988,2638,23406,20087,6269,2221,4744,3924,2482,8116,5699,3337,7090,4563,
净利润(扣除非经常性损益后)(万元),-28051,-19319,-6410,-4912,-6334,-6799,-7115,-33138,-18346,-10472,-2491,832,--,7682,--,23367,--,6239,--,4205,--,2346,7947,--,3253,6760,4072,
经营活动产生的现金流量净额(万元),-19830,-12420,-784,7003,7991,170,-2769,-9829,-1308,-806,-1686,7189,12604,10788,3388,24616,21720,4661,232,11314,6546,2467,10645,9134,5256,8644,11893,
现金及现金等价物净增加额(万元),-7994,-10006,-10853,6447,757,-4237,-4559,-25147,-20055,-6451,-13232,-2210,-4355,-625,8610,-12949,-6621,-13856,-3687,44496,56465,2487,2382,3217,3414,1148,-1140,
总资产(万元),178513,178325,179386,182451,171500,158767,156890,156319,153075,156659,144503,152591,140376,141672,144769,127114,127683,117015,121015,122224,128797,69595,54522,--,0,35218,23186,
流动资产(万元),25793,25856,27780,35874,32538,23539,24164,25616,33420,43717,37079,48457,46219,50851,61888,51702,57837,52841,61622,63653,74100,18611,13938,--,--,7885,5265,
总负债(万元),135310,126458,114852,111730,105400,96421,96623,89046,72021,70225,51190,56819,41480,38989,47439,18368,22258,25406,30222,33651,42077,43835,31263,--,--,18035,12483,
流动负债(万元),118716,109308,104151,100323,102328,93336,93525,86034,69073,68061,49015,54548,39257,37254,45752,16673,21559,24699,21542,24969,33526,25233,15658,--,--,14188,11572,
股东权益不含少数股东权益(万元),42946,51591,64256,70394,65823,62000,60098,67083,81004,86382,93261,95716,98712,102491,97141,108543,105224,91406,90597,88377,86536,25572,23091,--,0,16975,10486,
净资产收益率加权(%),-49.33,-31.58,-9.42,3.43,-4.01,-10.15,-10.98,-35.47,-16.64,-10.24,-2.6,1.13,4.16,7.57,2.4,23.9,20.71,6.89,2.48,9.36,10.25,10.2,40.18,--,17.9,52.4,47.95,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
