报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
基本每股收益(元),0.06,0.05,0.02,0.14,0.13,0.08,0.03,0.07,0.16,0.14,0.02,0.03,0.13,0.11,0.03,0.3,0.23,0.15,0.07,0.39,0.29,0.18,0.06,0.39,0.29,0.17,0.43,0.42,1.25,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3.61,3.58,3.62,3.58,3.51,3.44,4.6,4.53,4.44,4.34,4.22,4.46,4.36,2.07,1.98,1.64,3.57,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.12,-0.18,-0.04,0.04,0.06,--,-0.04,0.32,0.24,0.16,0.03,0.35,0.42,0.23,0.2,0.56,0.77,
主营业务收入(万元),36102,24440,10191,54846,43792,27757,13662,56605,42697,26997,12013,54123,42417,28566,12493,56099,41301,25737,11076,41004,31992,20515,8715,35050,26522,16434,38904,37142,28365,
主营业务利润(万元),11660,7569,3274,16090,12762,8376,3594,14550,11287,7290,3530,14919,12514,8746,3737,19626,14750,8880,3409,15373,11218,7217,2886,12590,9170,5572,12263,12162,8513,
营业利润(万元),2090,1525,140,2807,3060,2070,610,1478,3960,3529,539,550,3341,2873,846,7593,5855,3978,1430,8015,6018,3711,1169,6333,4654,2650,6159,6400,4534,
投资收益(万元),-172,-112,-61,-243,-207,-147,-66,2818,2962,2962,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),420,412,335,405,268,236,45,337,124,79,66,572,208,180,97,170,235,115,51,235,92,73,57,354,98,45,425,--,95,
利润总额(万元),2510,1936,475,3212,3328,2306,655,1815,4084,3608,605,1122,3549,3053,942,7763,6090,4094,1481,8249,6110,3784,1226,6688,4752,2695,6584,6509,4630,
净利润(万元),2005,1577,403,3059,2891,1874,580,1614,3555,3104,545,767,2825,2479,744,6752,5124,3460,1169,6708,5042,3134,1016,5665,3949,2275,5531,5411,3760,
净利润(扣除非经常性损益后)(万元),1599,1023,115,2672,2668,1678,542,-1270,932,520,489,281,--,2326,--,6601,--,3362,--,6508,--,3072,--,5363,0,2237,5169,5318,3679,
经营活动产生的现金流量净额(万元),6391,3512,-334,11729,7602,4707,2909,3411,2718,-955,-4623,-1839,-2714,-4150,-953,794,1296,-48,-748,5593,4120,2821,463,6081,7246,2935,2656,7339,2314,
现金及现金等价物净增加额(万元),10684,1933,1964,-1762,1557,943,2265,535,4033,5997,12131,-8203,-4997,-3481,-3532,-23412,-19261,-15756,7170,-10953,-6717,-7107,-7641,44061,48292,-94,1114,1201,893,
总资产(万元),110712,103369,104757,101363,106453,106323,111115,107986,119026,121093,137605,120055,121087,118868,113494,108738,105089,101841,100353,86488,84683,82467,78747,84696,88779,40695,42271,37345,29302,
流动资产(万元),64855,57008,57635,54197,59076,57983,61866,58185,69171,71026,77421,60359,67695,66719,66955,65271,79888,79137,80846,67270,66967,64838,60842,66581,70678,22303,23515,19874,16223,
总负债(万元),31192,24399,24429,21563,26687,27444,32311,29998,39049,41567,58455,41694,39727,37882,31631,27780,25735,23944,20306,7545,7725,7258,5622,7386,13193,13757,16591,15979,13247,
流动负债(万元),31111,24287,24348,19123,23494,24229,25096,22891,34934,34403,56841,41582,33635,31790,25327,21688,19649,17919,14281,7519,7695,7240,5603,7367,13089,13668,14517,13735,12492,
股东权益不含少数股东权益(万元),79520,78970,80329,79800,79766,78879,78804,77987,79977,79526,79150,78361,81360,80718,81598,80679,79053,77585,79738,78628,76957,75209,73125,77310,75586,26939,25680,21366,16055,
净资产收益率加权(%),2.52,1.98,0.5,3.87,3.62,2.38,0.74,2.07,4.5,3.88,0.69,0.97,3.44,3.03,0.92,8.53,6.39,4.38,1.48,8.74,6.6,4.11,1.3,13.11,0,8.77,23.63,28.84,29.66,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
