报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.23,0.14,0.13,0.69,0.41,0.24,0.11,0.54,0.28,0.2,0.1,0.49,0.28,0.24,0.15,0.54,0.25,0.42,--,0.42,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,4.81,4.12,4.06,2.33,2.19,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.04,-0.25,-0.25,0.53,-0.25,1.43,--,1.34,
主营业务收入(万元),32286,18882,8045,46961,29102,17110,7691,39085,23119,15563,7473,36203,22265,15370,9111,35100,14821,33231,29116,23605,
主营业务利润(万元),16162,9331,4171,24638,15266,8701,4042,20668,12160,8196,4193,18789,11219,7839,4735,18170,7614,17679,16035,11699,
营业利润(万元),9916,5688,2717,15040,9070,5344,2562,12048,5385,4229,2031,9505,4980,3941,2443,8405,4056,7288,9020,6912,
投资收益(万元),2053,1602,1007,3175,2731,1756,1055,2061,1062,422,--,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),683,498,96,542,458,221,55,748,893,486,411,1032,794,514,240,1250,444,878,1320,424,
利润总额(万元),10599,6186,2813,15582,9528,5565,2617,12795,6278,4715,2442,10537,5775,4454,2682,9655,4500,8166,10340,7335,
净利润(万元),9167,5412,2541,13773,8239,4815,2272,10768,5501,4072,2038,8805,4870,3765,2178,8083,3752,6261,8611,6285,
净利润(扣除非经常性损益后)(万元),7113,3839,1710,10953,5778,3288,1958,8768,4237,3437,1779,8345,--,3517,2083,7466,3529,7306,6514,5325,
经营活动产生的现金流量净额(万元),4344,-33,-5673,12963,3884,-1692,-3572,12817,4009,-1990,-25215,10846,-619,-4991,-3788,7947,-3691,21459,13855,7124,
现金及现金等价物净增加额(万元),-20022,8248,-215,30296,18836,8800,9678,-62288,-58451,-59569,-35058,46537,39684,36103,-5766,465,-10678,4897,10185,1588,
总资产(万元),111397,105881,111959,113117,107735,100905,105502,107306,99933,93367,96477,100227,89960,87596,42407,45993,35319,42713,45076,31653,
流动资产(万元),71992,67098,72841,74196,67023,56417,60821,63196,38171,55412,59742,72638,66188,64419,20260,25111,13746,25428,29957,18080,
总负债(万元),13447,11686,10635,14334,14486,11080,11220,15296,13191,8053,8197,13985,7654,6394,7388,13187,6843,16190,15604,10592,
流动负债(万元),13130,11365,10305,14004,14151,10741,10873,14949,13191,8053,8197,13985,7654,6394,7388,13187,6843,16190,15604,10592,
股东权益不含少数股东权益(万元),97950,94195,101324,98783,93249,89825,94282,92010,86743,85314,88280,86242,82307,81202,35020,32806,28476,26523,29473,21061,
净资产收益率加权(%),9.37,5.51,2.54,14.62,9.01,5.3,2.44,12.2,6.18,4.61,2.34,13.92,13.82,10.85,6.43,27.95,13.95,21.24,34.19,35.32,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
