报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),0.39,0.16,0.03,0.27,0.24,0.15,0.03,0.27,0.23,0.12,0.08,0.4,0.35,0.25,0.31,0.57,0.43,0.21,0.19,0.83,0.65,0.71,0.42,0.36,
每股净资产(元),6.04,4.62,4.55,4.52,4.48,4.42,4.3,4.26,4.23,4.11,6.06,5.99,5.9,5.82,11.66,11.35,11.21,11.01,11.17,2.44,2.26,2.06,1.65,1.23,
每股经营活动产生的现金流量净额(元),-0.73,-0.86,-0.1,0.58,0.31,0.26,-0.07,0.11,-0.14,0.01,-0.19,-0.49,-0.29,-0.03,-0.21,0.03,-1.35,-0.63,-0.1,0.4,0.36,0.21,0.23,1.55,
主营业务收入(万元),58721,35252,12754,90114,64115,42134,11634,63971,48511,28599,10567,56816,44324,24450,10633,34365,25633,16563,9239,28869,21300,25435,20136,17174,
主营业务利润(万元),11657,6406,2008,13547,9557,6022,1786,11799,9148,5009,2139,11725,9623,6132,3398,7163,5820,3241,2254,7359,5495,6222,4082,3580,
营业利润(万元),6780,3343,617,6105,5424,3541,722,6060,5358,2720,1165,6335,5717,4203,2621,4078,2892,1177,1102,4591,3542,3800,2353,2085,
投资收益(万元),-33,--,--,--,--,--,--,--,--,--,--,-297,--,0,--,-57,-57,-57,-24,-107,-73,0,0,12,
营业外收支净额(万元),2266,231,45,332,44,33,1,250,45,10,20,17,16,16,10,303,293,293,96,350,274,324,100,27,
利润总额(万元),9046,3574,663,6437,5469,3574,723,6310,5403,2730,1185,6352,5733,4218,2631,4381,3185,1470,1198,4940,3816,4123,2453,2112,
净利润(万元),7790,3155,642,5461,4708,3089,624,5400,4650,2361,1022,5371,4629,3308,2042,3545,2622,1248,1018,4175,3246,3534,2101,1782,
净利润(扣除非经常性损益后)(万元),--,2934,--,5168,--,3061,--,5188,--,2352,--,5609,--,3295,--,3287,--,1359,--,3878,3012,3259,2016,1345,
经营活动产生的现金流量净额(万元),-15589,-17151,-2100,11659,6122,5176,-1452,2189,-2881,187,-2478,-6600,-3875,-381,-1416,227,-8999,-4238,-683,2009,1790,1066,1172,7771,
现金及现金等价物净增加额(万元),7504,-23671,-5573,-4588,1425,3823,-2160,-4030,-8618,-4656,-3102,-17603,-13723,-7854,-2716,49259,43076,48358,58213,-856,645,-247,718,3832,
总资产(万元),205802,153750,150228,155668,149653,141560,134037,137755,128958,121830,116139,121935,116996,110802,104135,108354,98085,95119,93671,32062,30710,25358,26685,25074,
流动资产(万元),144223,105611,106379,113960,118830,114299,106553,110238,107175,100296,94640,100023,97798,92500,90584,95319,87399,89157,91122,30275,29182,24054,25396,24904,
总负债(万元),76796,60894,58708,64705,59967,53014,47978,52326,44282,39498,35170,41988,38204,33033,26297,32155,22922,21619,19066,19827,19405,15046,18404,18893,
流动负债(万元),76760,60856,58669,64664,59925,52971,47931,52279,44282,39498,35170,41988,38204,33033,26297,32155,22922,21619,19050,19796,19359,14954,18404,18893,
股东权益不含少数股东权益(万元),128612,92530,91116,90480,89685,88545,86059,85430,84676,82332,80969,79947,78792,77769,77838,75796,74874,73500,74606,12235,11305,10313,8281,6181,
净资产收益率加权(%),7.97,3.43,0.71,6.21,5.38,3.55,0.73,6.53,5.65,2.91,1.27,6.9,5.96,4.27,2.66,5.98,4.87,2.88,3.57,39.68,27.19,39.07,29.05,25.89,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
