报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2001-12-31,2000-12-31,1999-12-31,
基本每股收益(元),0.64,0.44,0.16,0.76,0.69,0.52,0.15,0.75,0.57,0.33,0.11,0.6,0.41,0.27,0.2,1.01,0.88,0.63,0.23,1.36,1,0.61,0.29,1.09,0.78,0.52,0.21,0.54,0.36,0.3,0.1,0.31,0.22,0.15,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,7.42,--,--,--,6.51,--,6.17,6.12,11.06,9.97,9.81,6.65,6.34,6.12,5.76,5.36,5.43,5.15,4.77,4.52,4.99,3.24,3.07,3.01,2.81,2.71,2.6,2.53,2.43,2.35,2.32,2.28,2.93,2.9,2.87,2.84,2.8,2.78,2.76,2.75,2.71,2.7,2.72,2.72,2.6,2.69,1.63,1.36,1.1,1.16,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,0.24,--,--,--,-0.14,--,-0.36,-0.17,-0.23,-0.64,-0.54,-0.53,-0.63,0.07,-0.68,-1.24,-0.66,0.6,-0.11,-0.36,-0.28,0.21,-0.11,-0.53,-0.01,-0.47,-0.34,0.11,0.04,-0.07,0,0,0,0.07,0,0,0,0.36,0,0,0,-0.5,0,--,0,0.26,0,0.55,0.65,0.23,
主营业务收入(万元),1057696,624002,282839,864134,609426,394274,158165,677133,483972,324872,131662,581221,418371,275037,123464,487397,336806,214563,91000,434696,305335,201064,81814,372400,256185,183287,70139,291212,211901,140679,52379,198843,129173,79488,32063,113285,73720,42650,18237,71764,48751,31322,11699,59839,32267,18350,6742,30834,19330,11861,5713,41354,34425,53883,30316,22502,
主营业务利润(万元),147898,93022,38062,160064,113946,75982,29220,142065,101691,68298,28255,123111,87827,56910,23202,93725,65864,43312,17919,94765,69513,47306,20778,87745,59930,40231,15201,54492,33669,22368,9399,32869,22589,13205,--,20524,13334,7820,3366,12323,8360,5339,2093,8646,6003,3781,1294,6590,3780,3009,1328,10430,8431,15163,7801,6119,
营业利润(万元),64100,45947,17346,67112,59086,44975,14118,61350,48089,27985,8829,49522,35437,23180,8947,40483,31108,21708,8686,52200,39205,23845,11135,46215,32893,22387,7197,20594,14178,11381,3915,13582,9001,6287,2003,6826,4324,2367,904,4221,2407,1714,321,2202,1494,1186,170,342,644,882,329,5524,4574,6664,4284,3263,
投资收益(万元),7071,10799,4014,9795,11285,10316,4426,2610,4006,-220,-454,-209,-1004,-570,15,-1013,-146,376,19,5178,3992,-265,-2,1425,2924,1595,292,-516,393,429,-82,656,525,530,0,206,209,211,214,288,209,211,214,155,157,152,6,-87,66,139,0,0,0,-327,-78,--,
营业外收支净额(万元),4214,2214,673,4316,3682,2645,207,5010,2586,1418,956,4186,1895,972,798,3164,5217,2981,338,2014,1166,1053,383,834,965,598,358,913,--,783,--,229,--,--,--,-114,0,0,0,-136,0,0,0,-95,0,-39,0,-57,-5,41,0,-237,-120,0,0,-269,
利润总额(万元),68314,48161,18019,71428,62768,47620,14326,66360,50675,29402,9785,53708,37333,24151,9745,43646,36325,24689,9023,54214,40372,24898,11518,47049,33859,22985,7555,21508,15182,12164,4068,13810,9349,6337,2023,6918,4470,2544,1085,4373,2554,1845,501,2387,1682,1345,214,1083,1247,1064,390,5287,4508,6075,5290,4131,
净利润(万元),54881,38286,13613,56553,48634,36280,10815,52653,39885,22871,7827,42121,29090,19023,7624,35236,29536,20114,7312,43692,32134,19467,9165,33498,23613,15515,5632,14601,9840,8213,2777,8431,5903,4106,1283,3507,2691,1475,621,2356,1754,1246,391,1592,1220,959,153,125,614,578,160,3975,3270,3772,3544,4131,
净利润(扣除非经常性损益后)(万元),48092,29296,8952,48361,37780,27001,8789,47454,35642,22811,--,39755,--,19145,--,34523,--,17970,--,38140,--,19423,--,32389,--,14359,0,14572,0,7626,0,8267,0,4072,--,3590,0,1497,0,2915,0,1300,0,1497,0,953,0,-626,0,574,0,4212,3233,0,0,--,
经营活动产生的现金流量净额(万元),10217,12663,18883,-19779,-23328,-2154,17229,29399,-443,-10828,-10120,25559,-25563,-11693,-8904,-25064,-21199,-16964,-20256,2254,-21688,-39673,-21241,19254,-3431,-11653,-7717,5619,-2991,-14471,-149,-12728,-9324,2880,991,-1768,-1901,-2006,-1683,1481,-4956,-5496,-6841,7442,-1455,-5426,-10152,-10395,-12213,-11405,-6943,5373,0,7543,0,--,
现金及现金等价物净增加额(万元),-26685,-26464,10830,103586,209236,10053,-26755,-30443,-38733,-45806,-31359,6260,-7034,13355,-20057,58517,51124,-1156,3466,-30538,-18580,-23883,-5802,27014,10612,-1746,15180,20072,-3626,-566,3902,-21485,-18260,-4812,4891,6958,6861,7056,4712,-5224,-6539,-8351,-4502,11056,1734,-3127,-6997,-12269,-14481,-13069,-4525,30892,0,875,0,--,
总资产(万元),1276254,1254499,1178076,1179917,1213699,960110,861444,898526,868390,825248,787372,787402,751745,755770,691276,624926,606995,544123,498898,473476,459938,469799,402333,371074,366748,327505,324814,284566,251022,242315,234476,219023,226944,230237,216567,193496,177591,169947,159488,139435,136960,133313,133350,117880,107190,102903,95498,94549,98278,86520,86724,83374,47925,44127,35857,32248,
