报告日期,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.95,0.79,0.44,0.2,0.76,0.58,0.4,0.18,0.69,0.52,0.35,0.17,0.62,0.47,0.3,0.61,0.51,--,
每股净资产(元),--,--,--,--,--,--,--,4.67,--,--,--,4.19,4.01,3.87,3.44,3.2,2.59,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,0.08,--,0.27,0.03,0.67,0.72,--,
主营业务收入(万元),699353,486697,315697,143898,664384,505949,341533,149154,650549,501172,332716,159253,644482,467892,303054,683578,563805,457514,
主营业务利润(万元),140873,97610,63595,28507,124156,94327,63756,26540,115164,89327,59850,28916,107946,77065,48216,93981,90651,82022,
营业利润(万元),86861,69313,38160,16758,66182,53040,36404,15970,62897,50196,33896,16508,55017,40739,25325,49082,40920,32451,
投资收益(万元),14680,14259,2774,1349,2190,1187,800,727,2570,1358,689,320,1323,1212,1151,2568,1155,-1370,
营业外收支净额(万元),8169,5601,4732,2243,8589,3661,2978,2246,2744,1618,827,300,2163,1448,865,4487,5033,1449,
利润总额(万元),95030,74914,42892,19001,74772,56701,39382,18216,65641,51814,34724,16808,57180,42187,26191,53569,45953,33900,
净利润(万元),76687,63281,34959,15857,61036,46536,31854,14480,55233,41706,28091,13734,46180,34199,21398,44068,37033,28789,
净利润(扣除非经常性损益后)(万元),--,48416,31459,13372,55482,44832,31437,13666,49629,38394,25828,--,44170,--,21144,36897,35754,25916,
经营活动产生的现金流量净额(万元),--,50255,37483,4090,73356,58696,31202,-1830,54381,52529,37891,6085,48406,21485,2462,47918,52071,69924,
现金及现金等价物净增加额(万元),--,-10660,-12554,-31315,-26815,-21687,-3998,-22619,4330,-620,-11384,-15876,19641,49229,-13117,16914,27518,1415,
总资产(万元),855256,696412,626854,604743,615086,595912,581452,559375,554462,559953,543172,529583,532806,494303,425084,444573,345336,451341,
流动资产(万元),443148,340731,329278,329286,355666,347394,353299,347601,342209,363651,352274,339128,346177,311650,244556,266629,219415,337087,
总负债(万元),305917,214387,194452,175137,194146,192482,197505,177553,187631,202003,200036,187091,204671,178458,171705,209175,158333,305846,
流动负债(万元),285445,196412,182415,162477,181305,180202,185224,164144,174129,188815,188598,175398,192978,166591,159867,196898,152503,303733,
股东权益不含少数股东权益(万元),512213,450758,417880,416538,409486,393960,374835,373306,358826,349137,335237,334880,321146,309565,247655,230289,186221,145495,
净资产收益率加权(%),--,14.86,8.37,3.83,16.06,12.48,8.63,3.96,16.22,12.42,8.44,4.19,17.3,13.65,8.93,21.2,21.71,21.96,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
