报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2002-12-31,2001-12-31,2000-12-31,
基本每股收益(元),1.33,0.88,0.35,1.24,0.98,0.68,0.3,1.18,0.91,0.64,0.26,1.1,0.81,0.58,0.26,1.07,0.81,0.58,0.22,0.98,0.8,0.44,0.17,0.66,0.54,0.34,0.2,0.9,0.72,0.46,0.38,1.53,1.18,0.73,0.26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,6.91,--,--,--,6.12,--,5.57,5.34,5.44,5.18,4.94,4.72,4.76,4.54,4.35,4,3.94,3.77,3.66,3.46,5.18,4.98,4.79,4.53,9.02,8.8,8.31,7.83,7.69,7.31,7.12,6.81,6.38,6.44,6.27,6.04,10.96,11.12,10.72,10.31,10.84,10.59,10.38,5.99,2.86,2.33,1.65,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,-0.48,--,--,--,-0.15,--,-0.24,-0.08,-0.41,1.29,0.21,0.25,-0.17,1.19,0.5,0.12,-0.06,0.99,0.52,0.42,0.22,1.08,0.31,0.05,0.03,1.39,0.58,0.4,0.21,1.63,0,--,0,1.69,0,0,0,0.64,0,0,0,3.63,0,0,2.41,0,1.33,
主营业务收入(万元),1432147,925459,362944,1995919,1337470,811444,339174,1658246,1075548,679204,288245,1452531,1055669,669356,291592,1153978,827749,539682,240207,945145,683526,414614,161271,749131,470677,287761,114866,593088,414744,250087,102151,482464,313147,210074,76443,367715,252113,148058,51071,252526,165991,98481,33196,202715,135003,80109,25789,209172,168063,139982,102674,53086,79156,
主营业务利润(万元),283517,188531,76730,335490,233510,155727,67784,271998,200446,137589,59153,247626,180611,119983,55045,236098,173259,118406,47015,214695,155864,93343,36549,160468,113114,71145,30453,138886,97099,61429,27057,116415,77485,50664,--,103725,62479,38114,14401,61793,44727,26942,11091,58469,42067,25673,9546,84843,58845,47644,33158,16762,29089,
营业利润(万元),171637,118536,46624,194299,146701,99536,42168,166190,129163,89953,37482,146826,112110,77019,36437,143658,114253,80508,32205,128740,107172,63318,23387,92895,76028,49254,19558,78606,63364,42126,17209,65474,51536,33865,12261,48293,37547,23230,9962,35471,26326,16330,6072,27922,20479,11196,4165,41342,38288,34835,17905,8809,18682,
投资收益(万元),1048,1080,200,459,638,633,-45,1260,621,658,-49,1068,898,961,-71,2457,827,881,385,907,795,357,57,4724,4562,4116,875,3530,3343,2729,111,5242,4667,1360,247,3819,3648,3324,-10,1230,975,287,-83,413,432,713,397,1364,1067,890,522,173,625,
营业外收支净额(万元),27802,16423,5185,11895,8264,4579,2730,12613,7286,2758,1941,13195,10952,7075,836,5886,1972,2290,843,10355,4723,2831,1073,3084,2189,537,137,2893,--,--,--,5196,--,1334,--,-1418,0,--,15,-283,0,0,0,-250,0,0,0,-225,-71,-13,0,0,-711,
利润总额(万元),199439,134959,51808,206194,154966,104115,44899,178803,136449,92711,39423,160021,123062,84094,37273,149544,116225,82797,33048,139096,111895,66150,24460,95980,78217,49791,19695,81499,65345,43179,17778,70670,55258,35199,12098,51914,41763,26843,10175,37424,28012,17115,6196,29056,21493,12248,4678,43276,39953,35768,17949,8771,18596,
净利润(万元),123112,81670,31885,114764,90282,63216,27545,109253,84301,59149,23960,101800,74590,53143,23842,98706,74467,53658,20371,90788,73636,41085,16063,61049,50280,31542,12386,55345,44269,28428,11819,47073,36237,22528,8127,35241,29961,20021,7254,25340,20045,13039,4740,22024,16546,10064,4028,38975,35537,32616,16354,7976,15138,
净利润(扣除非经常性损益后)(万元),122372,80800,31552,109583,88510,62022,26471,104620,82502,58820,--,100461,--,52684,--,96543,--,53069,--,86547,--,40904,--,57672,0,31633,0,52084,0,27588,--,42831,0,21394,--,31659,0,16392,0,22191,0,10988,0,20715,0,9608,0,38254,0,32573,0,0,0,
经营活动产生的现金流量净额(万元),45281,38619,-101835,175781,-8428,-5696,-44178,147447,28119,-2393,-14059,121750,-22605,-7404,-37935,119455,19752,23418,-15690,109786,45903,10808,-5118,91552,47656,38414,13377,66516,19129,3335,1017,42689,17996,12300,6446,50206,31256,10470,4147,51869,35294,31233,22286,10410,34210,24505,7968,58740,46760,49740,28892,0,0,
现金及现金等价物净增加额(万元),163272,174111,-115089,34660,-151532,-126303,-72318,50442,-43942,-73223,-17864,39056,-79387,-62388,-38327,50103,-44442,-35033,-17326,50472,-7614,-33226,-16397,63510,18666,12465,12276,36836,-1860,-16282,-582,6203,-6575,-10239,-983,26956,10633,2956,499,11933,7223,5232,2233,24909,51134,17024,0,118929,127794,50723,15856,0,0,
总资产(万元),1434892,1413887,1152806,1063804,1087119,1005927,1020626,929801,922153,854576,849193,819911,866439,777586,777280,722150,726224,675808,692711,649915,622810,583263,579638,554856,508048,483639,489357,469564,448580,424999,418866,426199,387875,364534,361755,347241,325615,307105,305154,291665,293237,266629,255928,283254,272654,238536,241061,229294,231151,141888,83295,58998,64852,
流动资产(万元),1229819,1209797,957257,870370,907199,828126,847751,789246,790483,724381,722328,693440,740909,657778,660043,605167,607521,557977,577593,533785,504455,466857,467443,448837,411567,389323,391144,370637,353135,328098,321590,327644,304037,287589,291504,290438,267850,263407,263051,252045,265910,239810,229127,255921,250754,216462,0,207120,213072,124580,66830,49645,55543,
总负债(万元),518538,544246,306132,258870,328647,286285,266465,225549,250966,219471,197765,198714,274508,213425,193015,170374,199608,177018,179155,163699,154172,153111,150715,145949,123043,123622,121679,118909,113263,110161,103805,123151,105390,100139,100653,99746,84665,77768,90203,75650,84370,68306,67275,93095,90697,64822,--,53878,59122,66146,46448,29337,44016,
流动负债(万元),306122,334296,291466,242954,319196,279097,259932,222421,246801,214279,192537,193617,269484,208529,188121,165478,194506,172041,174213,158756,149169,148099,145697,141038,119156,120164,117738,114966,109342,106271,99882,118106,101910,96327,97112,96640,81656,74758,87224,72672,81691,65647,64654,90454,88419,62544,0,51600,56844,63868,44170,27063,41417,
股东权益不含少数股东权益(万元),780722,738817,703155,671262,645895,618791,638524,610979,586027,560874,565375,541415,514526,493129,502610,478768,456328,435522,439312,418942,402024,369473,363843,347758,338149,319408,318926,306540,294944,279166,277649,270939,255831,240915,236840,224958,219151,209514,196293,198272,192944,185929,177630,180180,173619,167070,175614,171586,168085,71932,34348,27935,19798,
净资产收益率加权(%),17.41,11.63,4.64,18.04,14.3,9.98,4.41,19.07,14.9,10.48,4.33,20.08,14.95,10.65,4.86,22.09,16.93,12.21,4.75,23.78,19.26,11.25,4.51,18.29,0,9.79,0,19.09,0,10.06,--,19.08,0,9.42,--,16.68,0,9.61,0,13.39,0,6.98,0,12.7,0,5.7,0,37.41,0,64.39,45.28,33.53,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
