报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1997-12-31,1996-12-31,
基本每股收益(元),0.32,0.23,0.11,0.39,0.32,0.22,0.08,0.31,0.24,0.16,0.06,0.28,0.2,0.17,0.06,0.33,0.25,0.2,0.05,0.38,0.25,0.16,0.05,0.44,0.29,0.22,0.1,0.16,0.12,0.08,0.01,0.61,0.47,0.31,0.12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,4.13,4.25,4.13,4.08,4,4.1,3.95,3.9,3.76,3.82,3.72,3.67,3.52,3.6,3.48,3.38,3.35,3.58,3.5,3.5,3.34,3.39,3.2,3.08,2.91,4.53,4.37,4.27,4.11,4.22,4.07,4,3.88,4.73,4.7,4.55,4.35,4.31,4.19,4.08,4.16,4.13,3.93,3.84,3.92,3.78,3.85,3.63,1.84,1.55,1.12,0.85,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.23,0.23,0.04,0.34,0.15,0.16,-0.01,0.35,0.21,0.21,0.04,0.37,0.29,0.27,0.14,0.61,0.43,0.37,0.06,0.23,0.2,0.22,0.03,0.27,0,0,0,0.33,0,0,0,0.48,0,0,0,0.58,0,0,0,0.47,0,0.16,--,0.33,0.23,0.83,0.71,0.14,0.19,0.08,0,--,
主营业务收入(万元),234900,156787,71297,277194,205960,138158,63603,260571,188411,127906,60233,230493,167211,115341,53388,225702,166565,115577,51727,216114,160325,105814,45567,196671,145256,102741,48610,178888,134125,96826,40660,154897,115221,75733,32556,137573,98406,67612,32747,123580,93116,64232,27816,100175,70614,49221,19716,84972,59298,41402,17047,62956,43161,30339,10005,49942,20639,36495,18546,35414,17286,33905,30140,19683,
主营业务利润(万元),54466,37934,16202,65608,51622,35451,13504,60350,42640,29218,11760,54075,38996,27506,11415,55389,40937,28598,11768,56044,40275,28481,12023,55200,39218,26451,11745,50824,37591,26217,9800,44414,29926,21547,--,44672,30215,21949,8463,43383,31923,22567,9346,41516,29156,21826,8620,36263,25136,19449,7361,30695,21162,16142,4859,21422,11478,17960,8804,17304,8491,15269,13202,7484,
营业利润(万元),27079,18509,9136,30516,24160,15998,6158,24583,18868,12390,4776,21802,17490,14057,5200,26197,19917,15581,4508,27443,18196,11142,4013,30099,21280,16071,6845,10820,7899,5246,696,42550,33448,22118,8770,18373,12885,9538,3667,20722,15219,11551,4629,20186,12647,9575,3516,15164,9745,8026,3489,15669,10291,9021,2319,9915,7059,12227,7103,13124,6780,12037,10204,3465,
投资收益(万元),6653,4202,1799,5135,2566,598,967,1650,1415,1016,649,-1009,-253,158,-357,1498,593,443,133,2244,-123,-181,-111,4750,4231,3009,1693,-11235,-7603,-2675,524,26839,19240,13321,6604,9604,4474,3666,901,589,-275,-1201,-1018,-4941,-2855,-2635,2046,2959,1242,1569,869,2116,1335,1434,735,5608,1392,2424,235,133,0,--,10,13,
营业外收支净额(万元),64,-161,-136,-15,-105,-66,-54,-363,-332,-96,-46,582,-499,-200,-137,-171,-198,-141,-18,-159,-292,-61,46,518,628,-13,134,118,--,151,--,-143,--,-38,--,-433,0,0,0,-99,0,0,0,-476,0,0,0,-382,-126,-105,-18,-166,-53,-18,0,-175,0,-313,0,201,0,-120,0,-22,
利润总额(万元),27143,18349,9000,30502,24055,15932,6104,24220,18536,12294,4729,22385,16991,13857,5063,26025,19719,15439,4490,27284,17904,11081,4059,30617,21908,16057,6979,10939,8067,5398,741,42407,33348,22080,8802,27622,17371,13110,4573,21212,15020,10331,3612,14859,9760,6890,5582,17741,10861,9490,4340,17619,11573,10436,3033,15348,8447,14338,7333,13458,6772,11917,10390,3456,
净利润(万元),16195,11592,5724,19718,16170,10943,4087,15589,12151,8206,3109,14356,10147,8659,2897,16520,12569,10308,2506,19273,12471,7931,2641,22096,14419,11246,4864,8260,5856,3879,550,30747,23545,15522,6068,20183,11868,9020,3405,15785,10249,7362,2364,11235,6961,5071,4211,13204,7418,6483,2959,12868,8920,8079,2510,10869,7271,11885,6161,11265,5672,9819,9249,3138,
净利润(扣除非经常性损益后)(万元),14654,9976,3896,17091,14542,10954,4091,14942,11547,8802,2862,12827,--,7927,--,17777,--,11167,--,18772,--,10836,--,18369,--,8484,0,17678,0,7945,--,13370,0,15210,--,12494,0,6326,0,14918,0,8330,0,15508,0,7125,0,10549,0,5198,0,11038,8005,7055,--,6155,5993,12078,5931,10820,0,--,0,--,
经营活动产生的现金流量净额(万元),15703,8418,-2787,29989,16352,10472,-1097,27121,9289,11143,2525,23212,11815,11681,2020,17282,7523,8075,-638,17781,10641,10348,1808,18841,14634,13848,7163,30526,21676,18691,3200,11806,10281,11181,1525,13850,5373,4082,41,10929,7265,1725,562,15981,11204,7931,2024,16186,4905,5197,-734,13036,0,4362,--,9249,6501,23131,19900,3977,3834,1613,0,--,
现金及现金等价物净增加额(万元),686,-8700,-4678,-23318,-26976,-21870,-9465,-2509,-17110,-1081,-11950,3609,-15790,13270,-2552,6860,-6169,7648,-5674,11592,-3397,4438,-2480,-3412,2372,10238,3511,10977,-217,7997,-8762,16324,13695,15560,1316,662,2035,2417,-1292,60,-7629,-8005,-8492,-3945,-10704,-15189,-16616,3621,-16717,-7452,-15205,6319,0,-435,--,2567,-17032,-4762,2129,37798,-1368,-86,0,--,
总资产(万元),379721,363729,359752,362222,342566,335981,332208,330440,329747,333468,324409,319888,321995,300209,294312,295828,286602,291015,281141,274377,263546,258726,251075,245552,241522,236324,228060,220280,224642,234455,233633,236629,229814,229894,209962,202910,199841,201348,195657,184290,186056,192703,187906,179200,179726,177948,176648,163518,163016,163229,159235,153769,163436,158400,152376,141628,128742,122214,121369,117122,48006,43249,30616,24741,
流动资产(万元),237928,221117,217381,219393,218074,211169,207161,205664,205777,208486,202478,200647,204350,218699,214993,216151,208230,212887,204642,197379,183633,179540,173891,169076,170822,165676,156532,148380,147533,158335,157400,166697,158353,153577,133130,126292,122797,123529,116466,109853,113246,119965,114267,105308,105581,108712,106723,100622,100183,107117,--,0,--,0,94987,0,0,0,0,0,30294,28513,21983,16147,
总负债(万元),92869,83332,78107,87124,74064,74043,70053,72994,76598,77730,74741,73312,80113,57657,58939,63301,58969,59039,58560,54447,51174,44541,43240,40059,44950,36174,35735,32425,38307,36743,39700,41686,43370,42716,33851,33039,39802,36172,37050,28042,35586,38677,39356,32283,36912,33121,32334,25606,31073,32426,32506,29679,37425,38512,38562,30654,18699,16137,13401,15324,11027,11963,8023,7725,
流动负债(万元),89845,79794,74526,83552,71053,70981,64898,67823,71213,72374,69280,69949,74761,54711,56520,61530,57357,57318,56805,52717,49345,42826,41484,38293,43239,33657,33313,30010,35545,33870,36836,38263,39698,39145,30257,29513,36891,33031,33900,24671,32269,35154,35886,28813,33088,32979,31799,25526,30993,32376,--,0,--,0,38558,0,0,0,0,0,11024,10461,8023,7225,
股东权益不含少数股东权益(万元),239683,235368,237795,232064,228360,223093,224291,220218,216787,220408,215335,212233,207959,214069,208318,205441,201443,206776,199058,196507,189715,192715,187538,184940,177222,181618,175488,170361,168742,180302,176620,176459,168527,170653,161199,155205,146834,152352,146742,143496,138031,141864,136866,134502,130227,132538,131677,127467,121680,120746,117221,114262,116372,115531,109962,107452,109810,105830,107750,101589,36708,31037,22380,17016,
净资产收益率加权(%),6.82,4.87,2.44,8.72,7.17,4.94,1.84,7.19,5.61,3.79,1.45,6.85,4.86,4.13,1.4,8.19,6.25,5.11,1.27,10.07,6.42,4.2,1.42,12.4,--,6.39,0,4.73,0,2.17,--,18.45,0,9.53,--,13.46,0,6.09,0,11.31,0,5.33,0,8.53,0,3.9,0,10.57,0,5.52,0,11.3,0,7.25,--,9.96,6.64,11.05,0,0,0,--,0,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
