报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-06-30,2001-12-31,2000-12-31,
基本每股收益(元),0.43,0.3,0.13,0.34,0.26,0.16,0.07,0.48,0.38,0.31,0.19,0.63,0.4,0.3,0.14,0.4,0.36,0.24,0.17,0.21,0.2,0.13,0.14,0.55,0.34,0.24,0.12,0.5,0.32,0.26,0.14,0.57,0.45,0.32,0.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,3.73,3.66,3.74,3.55,3.26,3.15,3.01,2.84,2.7,2.56,3.03,2.89,2.78,2.72,4.12,3.98,3.77,3.68,3.75,3.64,3.45,3.39,4.31,4.17,4.11,3.94,3.92,3.79,3.72,3.62,3.55,3.41,3.3,3.48,4.53,4.36,4.25,4.04,7.14,6.85,6.59,6.39,6.22,1.24,0,1.11,1.26,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,0.03,--,0.53,--,0.15,--,0.29,0.13,0.13,0.37,0.21,0.09,0.11,0.67,0.45,0.27,0.36,1.06,0.35,-0.03,0.08,0.28,0.11,-0.03,0.05,0.59,0.24,-0.05,-0.04,0.34,0,0,0,0.23,0,0,0,0.91,0,0,0,0.47,0,0,0,1.16,0,0,--,
主营业务收入(万元),242192,163570,73055,258499,180620,115003,52267,229641,169626,122618,59528,201439,141528,94253,45019,182761,137930,92004,52643,102284,68956,44028,22862,92797,63857,40432,19494,80143,60046,41559,16972,70698,52564,35745,14479,55726,40612,27788,12396,42325,30634,21179,10232,39113,28359,17851,7702,30304,19674,12268,5563,18738,9076,17781,13601,
主营业务利润(万元),110334,71788,31118,114507,77788,48447,21758,98824,71656,51896,23940,79789,55538,38079,18109,69121,51420,34283,18166,42184,27971,18315,9350,37829,26130,17786,8850,36555,26320,19019,8185,32407,24525,17701,6619,26521,18805,12945,6303,23021,16589,12341,5664,19530,14971,9161,3881,15999,10145,6591,3035,10016,4751,7539,6991,
营业利润(万元),37604,26769,11469,30736,22618,14212,6022,39985,31032,24835,11423,35597,24546,18514,8977,27412,23882,16964,9891,9718,8098,5662,3214,17042,11905,8188,3669,16848,12153,9086,3284,18479,13737,10401,3070,14326,11583,7994,3853,16681,12338,9928,4616,15514,12544,8052,3460,12460,7936,4991,2313,7275,3379,5085,5239,
投资收益(万元),157,150,115,2833,2640,2402,1321,2157,843,316,101,467,353,355,222,-2186,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,0,0,0,218,43,16,16,78,57,57,0,0,0,0,0,--,0,450,76,
营业外收支净额(万元),1400,1239,403,559,314,177,-177,1245,1304,57,-60,4590,776,769,31,-97,-239,-243,-122,3062,2668,1582,1217,2504,67,130,112,-81,--,--,--,--,--,-28,27,-236,0,0,0,-192,0,0,0,-241,0,0,0,-526,0,-12,0,-64,0,0,-102,
利润总额(万元),39003,28009,11873,31295,22932,14389,5846,41230,32335,24892,11363,40187,25322,19283,9007,27316,23643,16721,9770,12780,10766,7244,4431,19546,11972,8318,3782,16767,11646,8662,3192,18899,14147,10372,3097,14874,12118,7940,3890,17618,13050,10622,4598,16317,13401,8107,3452,11997,7899,4979,2314,7211,3379,5372,5213,
净利润(万元),33543,23530,10035,26550,20240,12884,5246,35917,28454,22302,10143,34112,22138,16351,7701,21691,19210,13170,7580,9359,8822,5938,4052,16498,10098,7126,3500,15007,9621,7732,3168,13203,10245,7424,2447,11001,9847,6916,3288,12891,10007,8476,3100,11911,9996,6143,2847,7928,5465,3551,1565,5059,2321,4261,3435,
净利润(扣除非经常性损益后)(万元),31973,22099,9377,25166,19016,11525,4633,31866,26739,22186,--,29704,--,15114,--,22930,--,13301,--,6679,--,4532,--,14139,0,6974,0,14970,0,7976,0,11749,0,7422,--,10386,0,6717,0,11495,0,7566,0,10522,0,6003,0,8223,0,3563,0,--,2324,0,--,
