报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2004-12-31,2003-12-31,2002-12-31,
总资产(万元),2612674,2556554,2575229,2582875,2611231,2572082,2700519,2818273,2671942,2710188,2550563,2614823,2732694,2643910,2608038,2651360,2503938,2493372,2459508,2245727,2093531,2099146,2105815,1907229,1865630,2174657,2126190,1740732,1747720,1677190,1591503,1578592,1490642,891154,946705,923247,912284,977286,--,674638,0,0,421032,145656,89812,
流动资产(万元),851886,820041,893507,892058,947740,929322,1072753,1194167,1134291,1190353,1090086,1206311,1312997,1244349,1252209,1300663,1248141,1255174,1250964,1008085,899126,907513,922541,741516,727077,1049127,1024275,753435,918259,891737,763284,835263,945121,370785,449344,434876,469156,477915,--,228492,0,0,234300,59474,45196,
总负债(万元),1416644,1359463,1374538,1378476,1389838,1370842,1493164,1618518,1485914,1535579,1357241,1423361,1524406,1427901,1400792,1414600,1292090,1290723,1258619,1057598,932174,950926,952409,796400,762795,1087323,1007974,665222,620417,592808,508455,509622,497097,536345,578241,591154,588161,710693,--,479286,0,0,282842,87713,62064,
流动负债(万元),751931,692386,721618,730611,775807,756060,918656,1066434,826916,878877,708970,792258,847180,764707,734628,742101,678583,687856,655049,886040,615883,662442,671432,518312,524295,849126,724943,385246,373313,368464,355419,353354,345899,383448,457056,474999,463936,564218,--,348889,0,0,195442,63882,30633,
股东权益不含少数股东权益(万元),1127903,1130346,1133177,1136904,1150256,1135092,1142169,1135535,1121312,1109858,1127301,1125339,1134350,1140627,1131457,1151583,1144379,1136693,1135682,1113379,1090061,1073153,1066320,1036207,997673,982091,1003869,1003112,1042091,1013927,1031394,1013286,967371,324516,311458,269048,268550,227926,--,155161,0,0,112728,41152,25729,
净资产收益率加权(%),0.11,0.37,-0.43,2.56,2.23,1.04,0.52,3.09,1.84,0.94,0.39,0.37,0.87,1.17,0.19,7.12,6.77,5.77,2.13,9.21,7.48,5.46,2.45,5.92,--,0.46,0,5.65,0,7.02,--,29.45,0,28.32,--,70.88,0,0,--,39.89,0,0,37.26,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
