报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2004-12-31,2003-12-31,2002-12-31,
基本每股收益(元),0.01,0.02,-0.02,0.12,0.11,0.05,0.03,0.15,0.09,0.04,0.02,0.02,0.04,0.06,0.01,0.36,0.32,0.27,0.1,0.42,0.34,0.24,0.11,0.25,0.08,0.02,0.02,0.24,0.42,0.3,0.09,0.8,0.63,0.44,1.2,4.8,--,--,0.79,1.64,--,--,1.15,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,4.73,--,4.76,4.79,4.75,4.84,4.8,4.77,4.77,4.67,4.57,4.5,4.47,4.35,4.19,4.12,4.21,4.21,4.37,4.25,4.33,4.25,4.06,1.69,0,8.39,0,0,--,4.84,0,0,3.52,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.2,--,0.06,0,-0.21,-0.49,-0.07,-0.13,-0.46,0.74,0.51,0.46,0.05,0.18,-0.08,-0.13,0.06,0.08,0.44,0.27,-0.01,1.12,0.92,0.92,0,3.41,0,0,--,2.45,0,0,0.95,0,0,
主营业务收入(万元),1839580,894080,404296,2424709,1493975,935893,412232,2527152,1747643,1063245,280108,1982922,1712195,1072311,424788,2127315,1505092,993667,372098,1851145,1240428,782198,266824,1688651,752309,438697,170194,1261923,1037068,624468,200636,870931,544473,345982,141095,822188,504281,280420,118317,461614,246738,149536,184479,95543,71632,
主营业务利润(万元),81065,47067,13999,142769,111456,63425,30713,126148,92821,61093,25338,121921,91533,62000,22091,220983,190452,125595,44561,216711,157166,101978,45610,172212,66611,29979,8593,146096,193416,127176,45064,309643,230946,153834,63069,288514,177596,99506,42157,117680,79324,50278,62927,31787,20423,
营业利润(万元),11765,10811,-2899,44483,41355,19933,10037,75538,33804,16616,7221,-13834,11113,15681,1568,110874,96775,81958,28505,125339,100782,70699,30971,77011,27027,7557,4867,64771,130117,91931,25855,228762,170723,107365,45502,203176,128854,66007,29390,64267,43764,30301,38480,18363,8979,
投资收益(万元),-6588,-5023,1484,11774,-301,-630,3824,70477,20130,13116,6560,51782,14559,8009,1602,29038,19932,11800,8217,32357,18238,7903,3665,-10484,-5664,-8499,1369,50049,3146,2232,-104,2563,-2113,-1464,255,2853,6298,-29,2213,1977,-93,-112,2801,0,0,
营业外收支净额(万元),311,250,-102,3408,236,604,-286,-22041,-1078,-1178,124,1119,4947,2418,1882,7123,-226,-152,64,-6018,-1794,-993,112,4275,-867,-299,-591,-4645,--,-3535,--,348,--,--,-222,-3939,0,0,78,-1141,0,0,-16,0,0,
利润总额(万元),12076,11060,-3001,47892,41591,20537,9751,53497,32726,15438,7344,-12715,16060,18098,3450,117997,96549,81806,28569,119321,98989,69706,31083,81286,26160,7257,4277,60127,125371,88396,25730,229110,169589,107151,45280,199237,136699,68234,29468,63127,43421,30040,38464,18260,8972,
净利润(万元),1299,4163,-4964,29011,25531,11772,5965,34982,20722,10517,4355,4253,9965,13422,2125,85871,76412,64876,23970,98943,81498,58147,25773,60159,18334,4562,3623,57007,100296,72015,22333,172584,127272,85468,36823,153887,111097,55338,25331,52433,34669,25985,30733,15423,7629,
净利润(扣除非经常性损益后)(万元),-327,1029,-7475,22777,17495,6966,6140,4188,23595,10015,--,-28233,--,10299,--,66277,--,62953,--,89837,0,46594,--,73398,--,13812,0,18698,0,75020,--,164488,0,81962,--,156736,0,0,--,53434,0,0,28788,0,0,
经营活动产生的现金流量净额(万元),20595,17232,19579,162745,-184783,-195835,-213784,165355,70096,67726,-48780,143632,13984,-764,-49118,-115615,-17772,-30420,-110660,177157,121247,109723,12221,41724,-20251,-31989,15131,18472,105142,64020,-2018,265846,219723,177247,59724,109130,28646,89063,--,78616,0,0,30457,25309,0,
现金及现金等价物净增加额(万元),-1839,-29255,-26504,-179581,-263849,-247282,-218586,89850,12659,22132,-104763,-153089,-155171,-65130,-92942,43616,-6767,5102,63446,161659,86131,142923,213899,-130101,-126576,237540,240440,-126112,-83749,-80847,-93638,489599,545191,-18042,5518,43973,36354,96711,--,22260,0,0,33551,5584,0,
