报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-06-30,2006-12-31,2005-12-31,2004-12-31,
基本每股收益(元),0.05,0.02,0.01,-0.01,0.02,0.02,0.01,0.03,0.02,0.01,0.01,0.01,0.03,0.03,0.01,-0.29,-0.08,0.02,0.07,0.33,0.23,0.13,0.05,0.12,0.09,0.07,0.06,0.39,0.3,0.21,0.12,0.58,0.31,1.35,4.15,1.88,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,2.93,2.93,2.92,2.9,3.11,3.21,4.9,2.74,2.64,2.54,2.5,2.45,2.42,2.4,3.58,3.52,3.42,3.33,3.89,1.62,1.35,2.81,7.27,3.12,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.01,0.07,0.03,-0.58,-0.54,-0.48,-0.33,0.16,0.26,0.48,0.09,0.22,0.03,0.04,0.07,0.1,-0.48,-0.37,0.08,0.44,0.22,0.67,4.06,0.92,
主营业务收入(万元),40258,22994,14199,54579,43553,33466,22598,106423,49785,27186,11951,52909,34352,22856,11533,47809,37868,25716,10419,58771,42520,26066,7802,22937,16074,10552,5218,29477,19597,12788,4901,20480,10833,17344,13542,6007,
主营业务利润(万元),12023,7362,4631,15366,8428,6367,2948,15677,8260,5556,2764,7143,6466,4832,1516,3525,5839,5117,4314,20088,13205,8237,3281,7701,4544,3237,1740,10491,7387,4991,2141,8548,4545,7443,5078,2093,
营业利润(万元),2186,654,399,-2870,51,166,189,632,356,302,164,-2295,24,51,-495,-15005,-4443,581,2296,11047,8148,4532,1733,3671,2678,2157,1173,7648,5589,3800,1578,7105,3853,6702,4492,1644,
投资收益(万元),--,--,--,--,--,--,--,253,253,253,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,--,--,--,0,--,0,--,0,--,--,
营业外收支净额(万元),1066,643,309,2532,1273,966,277,1035,626,374,215,2835,1297,1234,1190,1099,663,582,67,681,283,138,108,271,430,181,91,1034,--,--,--,--,117,0,-3,1,
利润总额(万元),3252,1297,708,-339,1324,1132,466,1667,982,676,379,541,1321,1285,695,-13905,-3780,1163,2363,11728,8432,4671,1841,3942,3108,2338,1264,8682,6078,4221,1801,7433,3971,7246,4489,1645,
净利润(万元),3055,1210,679,-538,1033,853,450,1298,951,667,372,532,1313,1279,694,-13969,-3942,822,1941,9627,6497,3637,1453,3334,2605,1972,1065,7304,5502,3833,1649,6933,3672,6771,4153,1645,
净利润(扣除非经常性损益后)(万元),1990,567,370,-3239,-241,-114,173,203,326,293,157,-2303,--,45,--,-15068,--,329,--,9048,--,3521,0,3102,--,1818,0,6425,0,3072,--,6081,3256,5716,3812,1397,
经营活动产生的现金流量净额(万元),2244,774,-7352,14269,-1797,-10671,-9423,-7556,1878,5492,-2030,-659,-247,3318,1278,-28174,-26314,-23610,-10698,4491,7511,13914,2693,6300,820,1184,1286,1985,-9200,-7083,1201,5335,2651,3351,4056,922,
现金及现金等价物净增加额(万元),1434,35562,91949,11752,495,5289,-2372,-6578,-6559,-2385,15010,-4517,-7333,9318,23666,5164,17107,22213,65690,-1261,-2651,10923,-187,6082,8259,26474,19155,1373,25442,31305,41723,1239,-437,723,3155,816,
总资产(万元),392562,398372,421613,319547,287607,280580,269997,256496,225173,222644,247029,230404,218457,227275,231482,201662,217994,214340,233232,137341,120955,118681,97788,90181,85673,93731,77807,76098,72264,68431,66757,22389,20949,17890,10781,4645,
流动资产(万元),139133,156403,218996,113473,129353,125692,116360,118760,80564,79514,102450,90780,74522,90456,102430,75630,101338,120042,149421,58565,56358,58314,44245,40329,45009,59208,48432,48400,58169,60390,61209,17007,15864,14338,9312,3953,
总负债(万元),133063,140941,161811,179214,142412,135008,125812,112541,81522,79252,103816,87696,74928,83694,88624,59426,65796,57317,73396,58312,45041,45667,25878,19725,15945,24637,9139,8495,6540,4450,4561,2910,4732,3844,3511,1529,
流动负债(万元),85416,95595,115040,132128,113721,107065,107606,94583,63487,61105,85572,69246,57687,66357,71515,42334,48722,40363,57293,42255,30615,31392,19272,16678,13571,22250,8464,7815,5871,4237,4383,2700,4434,3538,3361,1529,
股东权益不含少数股东权益(万元),259499,257430,259802,140332,145196,145571,144185,143955,143652,143392,143212,142708,143528,143581,142858,142236,152198,157023,159836,79029,75915,73014,71910,70457,69728,69094,68668,67603,65725,63981,62196,19479,16217,14045,7270,3117,
净资产收益率加权(%),1.53,0.61,0.34,-0.37,0.71,0.15,0.31,0.91,0.66,0.47,0.26,0.37,0.92,0.9,0.49,-10.73,-3.06,1.41,1.62,13,8.56,5.04,2.04,4.83,--,2.87,0,12.75,0,7.86,--,42.31,25.53,63.54,79.97,80.47,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
