报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
基本每股收益(元),-0.09,-0.03,-0.02,0.15,0.14,0.09,0.03,--,0.22,0.14,0.06,0.31,0.26,0.21,0.1,0.67,0.55,0.3,0.12,0.36,0.22,0.14,0.06,0.31,0.16,0.23,0.34,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3.21,3.15,3.44,3.34,3.21,2.96,3.03,2.91,2.77,2.84,2.75,1.68,--,1.37,1.13,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.38,0.47,-0.08,0.26,0.25,-0,-0.35,-0.35,-0.4,-0.45,-0.22,0.45,--,0.23,0.2,
主营业务收入(万元),104860,72779,38238,203883,157115,101525,44914,195247,144935,94914,43454,174436,128273,88087,39157,193662,155696,97343,40565,137911,94713,59723,24610,107185,71265,87903,90032,
主营业务利润(万元),7880,6755,3283,37130,27343,18548,7698,44691,32798,20263,9302,35986,27433,21039,9882,54146,41795,23786,9739,28285,18728,11819,5066,19779,12831,20453,23412,
营业利润(万元),-10441,-4412,-1169,8861,7804,5084,1465,14505,11904,7354,3093,15680,13084,11207,5082,34814,28010,15233,5816,17605,10666,6722,2530,12113,6898,10685,15199,
投资收益(万元),808,407,65,1111,1012,474,168,1042,941,570,146,505,99,189,--,-852,-682,-119,--,415,54,54,43,404,211,154,169,
营业外收支净额(万元),2523,2070,404,787,356,316,318,-116,-45,-100,-47,364,48,-478,62,145,115,158,125,34,93,51,24,1430,384,129,--,
利润总额(万元),-7918,-2343,-765,9647,8160,5400,1783,14390,11859,7254,3046,16045,13132,10729,5144,34959,28125,15391,5941,17639,10759,6773,2554,13543,7282,10814,15173,
净利润(万元),-7950,-2830,-937,6512,6013,4009,1486,10843,9522,5962,2480,13166,11018,9049,4426,28691,23535,12715,4942,15144,9310,5831,2195,11804,6133,8930,13129,
净利润(扣除非经常性损益后)(万元),-10128,-4609,-1296,5781,5669,3710,1201,--,9476,6003,2498,12853,--,9457,--,28574,--,12584,--,15121,--,5790,--,10580,--,8831,13085,
经营活动产生的现金流量净额(万元),10940,12730,8684,9210,4430,7483,-3882,13644,-11263,7480,20967,18467,16344,20072,-3354,11327,10830,-23,-14782,-14790,-17078,-19077,-9493,17313,-4370,8934,7735,
现金及现金等价物净增加额(万元),-8561,8557,12796,3411,-2723,-2522,-6378,5613,-1931,-8952,698,2621,4028,9142,2441,-21694,-15155,-2745,-9264,24132,15245,22282,51848,-2024,-4427,2659,3695,
总资产(万元),304992,318931,322602,316512,309666,293910,299598,299397,312829,289029,274327,279290,268842,267274,264670,244768,238953,225968,217906,219639,186566,188132,208122,142540,--,132476,121707,
流动资产(万元),123102,142519,151705,148976,144639,131782,139196,141587,160183,137707,124222,131012,136520,144280,152882,136297,147295,140355,133466,137240,104746,109908,130045,64468,--,58720,60090,
总负债(万元),106463,115226,117001,109851,163305,149697,155870,157123,171809,151766,132099,139665,131548,132193,117298,101925,101344,99148,88167,94840,67864,66618,90249,77796,--,79781,77665,
流动负债(万元),64637,73276,93200,85607,127918,114217,121896,126157,145723,125643,103959,111408,104680,110266,102066,91437,90600,77648,68628,75264,54775,53793,74410,61943,--,66592,64516,
股东权益不含少数股东权益(万元),198529,203706,205600,206661,146361,144212,143728,142274,141020,137262,142227,139625,137294,135081,147371,142843,137609,126820,129739,124799,118702,121514,117873,64743,--,52695,44042,
净资产收益率加权(%),-3.56,-1.33,-0.45,4.22,4.17,2.79,1.04,--,6.81,4.26,1.76,9.42,7.81,6.26,3.05,21.58,17.86,9.83,3.74,13.84,9.01,6.26,2.4,20.14,--,18.41,41.41,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
