报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1998-12-31,1997-12-31,
基本每股收益(元),0.45,0.38,0.13,0.43,0.42,0.35,0.14,0.41,0.29,0.15,0.08,0.33,0.14,0.09,0.05,0.11,0.05,0.01,0.01,0.08,0.09,0.08,0.05,0.15,0.1,0.07,0.04,-0.39,-0.15,-0.08,-0.01,0.18,0.16,0.18,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,5.45,--,5.21,5.23,5.11,5.05,5.04,2.87,2.82,2.77,2.76,2.7,2.71,2.64,2.48,2.41,2.32,2.25,2.49,2.57,2.75,2.76,2.72,2.75,2.78,2.65,2.61,2.6,2.62,2.57,2.56,2.54,2.61,2.56,5.06,5.02,4.94,5.08,5.01,4.95,4.82,4.72,5.04,4.95,4.85,4.7,4.56,4.52,2.34,0.65,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.01,--,0.54,0.47,0.16,-0.05,-0.32,-0.36,-0.69,-1.44,-1.01,-1.15,-1.07,3.81,2.86,1.7,0.36,0.3,0.23,0.24,0.18,0.91,0.66,0.59,0.17,0.8,0,--,0,0.58,0,0,0,0.42,0,0,0,0.28,0,0,0,0.57,0,0.19,--,0.84,0.2,0.26,0.36,0.05,--,--,
主营业务收入(万元),265595,173597,95271,348431,253940,179125,76374,325064,210693,116928,50426,478989,303356,197926,99324,399585,288302,185157,81469,325545,241236,160618,75318,278193,202980,129287,54785,219807,157847,110201,56616,241498,177832,131231,70129,232121,183697,115520,49961,135173,100930,67589,31158,69008,39793,22180,13034,39731,28865,19539,8429,40520,27474,18651,9317,31382,9254,27752,16887,30293,29474,25408,
主营业务利润(万元),45856,27018,17180,62826,47127,35587,13160,58267,41572,22381,10181,44846,26996,17996,10573,26750,20468,13866,5745,25384,20689,14666,9231,24822,20245,13519,7871,8914,8809,7091,5794,28738,20332,18857,--,31414,26696,16182,7475,18790,12619,9347,4776,13782,9451,6446,3654,11114,8153,5994,2602,12191,9115,6870,3810,9087,419,10948,6824,12106,12058,9386,
营业利润(万元),40373,30108,9693,28689,26915,21744,7958,35320,26344,12369,5637,29114,5640,3925,2824,-974,-27,-62,225,4753,5409,4713,3446,7634,5956,3841,2478,-16585,-7108,-3317,224,9979,8426,9755,5259,14244,13943,7460,3484,5670,4412,3762,2119,6161,5561,4750,2876,7848,5956,4690,2020,8268,6518,5124,3092,6837,-102,8635,5586,8278,6957,3356,
投资收益(万元),18492,18331,66,1352,1060,1031,29,254,-9,-15,--,19813,2300,1503,-105,1680,510,166,-117,2961,1716,999,-284,4775,1954,1637,-15,437,250,61,-501,2032,2115,702,-341,-2584,-3151,322,-253,539,824,512,-247,-424,-62,17,89,-822,-151,-87,-58,53,346,-133,-157,2524,1805,-158,-64,55,60,0,
营业外收支净额(万元),982,799,45,1426,1577,1406,1699,-380,612,440,124,-5144,4525,2543,867,7362,3123,1572,406,1250,532,15,96,1133,27,-165,30,--,--,--,--,--,--,--,--,-241,0,--,0,38,0,0,0,245,0,0,0,441,151,108,58,92,67,18,0,-297,0,135,0,--,--,--,
利润总额(万元),41355,30907,9738,30115,28492,23150,9657,34940,26956,12809,5761,23970,10165,6468,3692,6388,3095,1510,631,6003,5941,4728,3542,8767,5983,3676,2508,-17445,-7084,-3318,205,10253,8664,9948,5444,11673,10977,7958,3236,6526,5552,4517,2111,6240,5883,5054,3153,7577,6065,4711,2020,8413,6930,5009,2951,9063,1528,8612,5522,8357,7020,3356,
净利润(万元),30936,23042,7610,23236,21882,18047,7324,20812,14624,7625,4085,16832,7336,4547,2738,4354,1886,343,167,2622,2962,2567,1710,5169,3274,2198,1467,-13121,-5154,-2661,-299,6041,5222,5945,2443,5610,5375,4811,1781,4487,4150,3485,1690,4659,4719,3997,2610,6151,4956,3960,1757,7031,5842,4347,2584,7561,1290,7320,4694,6921,5824,3356,
净利润(扣除非经常性损益后)(万元),17152,9373,7573,21947,20559,16861,6824,21282,14258,7387,--,10029,--,4248,--,3357,--,5,--,2309,--,2551,--,4357,--,2327,0,-12314,0,-2667,--,6039,0,5935,--,5434,0,4704,0,4834,0,3445,0,4222,0,3703,0,6084,0,3723,0,6322,5234,4311,--,5741,504,7185,4694,--,--,--,
经营活动产生的现金流量净额(万元),54216,46725,7741,-15661,15898,3741,-5839,29999,19583,14506,318,41671,27414,23890,8416,-2339,-16516,-12023,-23048,-48277,-33702,-38618,-35647,127515,95566,56714,11936,10177,7605,7876,5891,30444,22229,19727,5703,26601,23676,13941,6144,19377,13687,11568,-1603,14145,4835,5442,670,4698,646,-655,-3011,9484,0,3106,--,14128,3265,4341,0,19517,--,--,
现金及现金等价物净增加额(万元),-11176,17613,-10264,34944,138084,-13388,-1146,-33092,-49886,-27594,-49314,-10472,-48607,-44386,-1041,56451,61746,-9501,-25939,-46769,-32535,-38772,-34000,68581,55264,35849,6333,9108,18810,4707,11064,4377,3642,4455,3641,-18034,-7926,-3909,-2337,7889,-156,2696,196,-742,2334,-150,-1909,-24072,-21148,-19535,-11446,13896,0,-8879,--,-5402,-18775,28291,0,488,--,--,
总资产(万元),871714,893414,846908,865528,879528,649164,619944,574878,532341,507314,514814,545117,741851,730301,720737,714579,702515,512187,505631,515293,539099,526719,526540,532327,535980,498280,464388,432757,453162,428245,418629,406997,411973,407535,421250,418752,445612,450473,429525,407324,370851,340859,322593,300404,290497,265286,245312,225593,195285,161488,153642,152960,105590,107165,107009,107064,100997,103940,59668,60710,71840,68005,
流动资产(万元),401127,429457,389002,412782,500101,324018,315353,303198,270261,246408,255368,283631,267842,239740,278113,266243,279213,176309,174365,182865,208492,199436,197799,205865,219363,197761,176197,150021,169728,142819,133833,117424,118746,114493,126406,117542,151141,144069,129200,112162,89251,77382,65361,53368,47175,41887,39489,35503,39838,39637,--,51643,--,--,37264,0,0,0,0,--,21788,14087,
