报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.15,0.12,-0.2,0.95,0.16,0.12,-0.24,0.87,0.68,0.57,
每股净资产(元),6.57,6.54,3.65,4.05,--,--,--,3.3,2.58,1.91,
每股经营活动产生的现金流量净额(元),-1.51,-1.19,-0.96,0.56,--,-1.1,-1.2,0.64,0.39,0.95,
主营业务收入(万元),27097,17999,7065,38627,21548,15419,4868,32876,26243,21070,
主营业务利润(万元),9922,6539,1846,15300,8214,5602,1134,12294,9364,7395,
营业利润(万元),1302,948,-1180,6250,983,724,-1448,5861,4476,3980,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),8,8,1,247,116,52,44,247,210,6,
利润总额(万元),1309,956,-1179,6497,1099,776,-1404,6108,4685,3985,
净利润(万元),1069,812,-1221,5705,948,705,-1432,5204,4051,3418,
净利润(扣除非经常性损益后)(万元),--,805,-1222,5494,--,687,-1476,4990,3873,3413,
经营活动产生的现金流量净额(万元),-12096,-9499,-5734,3343,-7440,-6584,-7203,3839,2311,5724,
现金及现金等价物净增加额(万元),4627,16238,-6943,1133,-8712,-7593,-8405,2628,-401,8837,
总资产(万元),58166,58886,31108,37332,--,--,--,31130,24672,19017,
流动资产(万元),51919,52820,25046,31153,--,--,--,24964,19395,17147,
总负债(万元),5590,6567,9219,13023,--,--,--,11326,9173,7569,
流动负债(万元),5082,6127,8698,12425,--,--,--,10466,8006,7484,
股东权益不含少数股东权益(万元),52576,52319,21888,24309,--,--,--,19804,15499,11448,
净资产收益率加权(%),2.04,3.37,-5.29,26.22,--,3.61,-7.75,29.74,30.07,44.68,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
