报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-09-30,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1992-12-31,1991-12-31,1990-12-31,
基本每股收益(元),-0.05,-0.03,-0.02,-1.36,-0.06,-0.05,-0.02,0.01,-0.02,-0.01,-0.01,-0.08,-0.03,-0.02,-0.01,0.01,-0.01,-0.01,-0.01,0.01,-0.03,-0.02,-0.01,-0.07,-0.03,-0.02,-0.01,0.01,0.01,-0.01,-0,0.01,-0.02,-0.01,-0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,0.87,0.87,0.88,0.89,0.87,0.87,0.87,0.88,0.83,0.84,0.85,0.86,0.9,0.91,0.92,0.93,0.93,0.91,0.92,0.92,0.93,0.94,0.95,0.92,1.35,1.35,1.34,1.54,1.53,1.53,1.53,1.53,1.53,1.53,1.52,1.52,1.52,1.51,1.52,1.52,1.52,1.51,1.51,1.51,1.45,1.45,1.47,1.58,1.59,1.73,1.77,1.75,1.77,1.83,1.84,1.7,1.9,1.84,1.88,2.25,1.77,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.03,0.02,0.01,0.1,0.1,0.05,0.02,0.09,0.03,0.02,0,0.02,0.01,0,0,0.07,0.05,0.05,0.02,0.09,0.03,0.03,0,0.04,0,0.04,0,0.12,0,0.05,0,0.07,0,0.04,0,0.07,--,0.02,--,0.12,--,0.04,0,0.13,--,0.08,0.13,0.05,0.06,--,0.1,--,--,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),5071,3375,1574,6438,6223,4042,1923,8028,5582,3315,1566,6701,4927,3202,1605,7248,6008,3888,1893,7150,4947,3203,1558,6196,4428,2886,1423,6864,5085,3426,1680,7039,5175,3356,1643,7642,5711,3918,1969,7989,5905,3900,1923,7445,5466,3560,1672,6960,5020,3077,1859,9342,7128,4651,2322,10225,7665,5001,10997,5179,10223,4936,11641,6112,13206,6544,14628,7441,15836,7657,17271,9140,19670,17229,--,--,
主营业务利润(万元),1802,1212,514,1676,2595,1698,793,3540,2290,1255,602,2427,1633,1059,566,2710,2905,1857,894,3299,2090,1353,648,2408,1679,1074,517,2900,2143,1488,716,3329,4667,3065,--,6902,5203,3550,1777,7335,5171,3607,1769,5258,3853,2559,1179,4972,3565,2199,1381,6815,5125,3375,1656,7292,5450,3600,7900,3689,7107,3437,8316,4373,-2074,-288,73,286,804,237,1290,1138,3944,3454,--,--,
营业利润(万元),-1697,-1170,-635,-8863,-1330,-996,-636,224,-912,-292,-487,-2296,-888,-684,-357,200,-499,-405,-338,-845,-1136,-722,-366,-2448,-1146,-788,-352,-1659,-1235,-697,-443,-726,-630,-427,-186,-6391,130,135,92,604,290,141,50,138,79,75,-62,123,-131,-370,84,1106,202,31,0,277,0,-173,-1105,-405,-247,-708,-228,-671,-2074,0,73,0,884,0,1290,0,3944,3454,--,--,
投资收益(万元),--,--,--,14,--,--,--,422,415,415,--,51,998,660,323,1418,0,0,0,2,1,--,--,-51,--,0,--,3,--,0,0,10,0,--,0,0,0,0,0,0,0,0,0,-64,0,0,0,16,--,0,--,-381,93,93,74,267,43,31,3,9,-16,0,306,0,89,65,1053,262,2180,1923,2956,1684,82,0,--,--,
营业外收支净额(万元),170,117,53,-36090,-499,-552,56,125,178,--,--,16,3,4,9,65,44,0,0,1243,1,0,-0,44,-0,-0,0,2244,--,--,--,--,--,--,--,-7497,0,0,0,-212,0,0,0,8,0,0,0,10,10,0,1,0,-13,-12,0,-19,0,0,-135,0,-27,-14,--,0,0,0,0,0,0,0,0,0,0,0,--,--,
利润总额(万元),-1527,-1053,-582,-44953,-1829,-1548,-580,349,-734,-292,-487,-2279,-885,-681,-348,265,-455,-405,-338,398,-1135,-722,-366,-2404,-1146,-788,-352,584,434,-264,-8,160,-641,-432,-186,-13888,165,136,91,392,285,135,51,82,82,78,-62,196,-75,-366,86,656,282,112,132,525,0,-141,-1237,-406,-290,-722,79,-671,-1953,-223,771,548,2972,2160,5087,2823,4420,3454,--,--,
净利润(万元),-1527,-1053,-582,-44953,-1829,-1548,-580,349,-734,-292,-487,-2547,-885,-681,-348,282,-455,-405,-338,417,-1135,-722,-366,-2404,-1146,-788,-352,353,324,-375,-119,189,-641,-432,-186,-13888,140,115,78,296,242,115,43,61,79,76,-62,196,-75,-366,86,656,282,112,132,525,-49,-141,-1237,-406,-290,-722,79,-671,-1953,-223,639,505,2853,2082,4724,2652,3757,3454,--,--,
