报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.24,0.15,0.1,0.45,0.27,0.18,0.18,0.77,0.51,0.37,0.17,0.64,0.44,0.32,0.26,0.96,0.69,0.55,0.27,0.68,0.47,0.33,
每股净资产(元),4.25,3.64,3.6,3.55,3.37,3.28,5.83,5.65,5.4,5.25,5.15,4.98,4.79,4.66,8.27,8.02,7.75,7.6,3.01,2.84,2.22,1.74,
每股经营活动产生的现金流量净额(元),-0.17,-0.21,-0.24,-0.49,-0.36,-0.41,-0.42,-0.27,-0.46,-0.53,-0.28,0.25,0.14,0.15,0.04,0.06,0.05,0.03,0.16,0.77,0.89,0.31,
主营业务收入(万元),26442,18706,9236,48311,33555,24672,12027,45522,31546,21559,10640,30521,17416,11055,6789,20289,15856,10001,5184,13325,10143,8143,
主营业务利润(万元),12091,7740,4451,20282,15063,10209,5087,18586,12852,8600,4387,13616,8219,5235,2952,10109,7965,5734,2864,6910,5164,4733,
营业利润(万元),5058,2646,2127,9418,7665,5006,2890,9621,6678,4611,2723,8874,5871,3909,2188,6697,5223,3867,1966,4148,2932,2011,
投资收益(万元),--,--,--,6,--,--,--,--,-10,-10,-11,--,--,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),1080,927,411,1780,1200,775,380,2653,1495,1172,68,1256,1142,1102,60,996,783,575,38,348,198,175,
利润总额(万元),6138,3573,2538,11198,8865,5781,3270,12274,8173,5783,2791,10129,7013,5012,2248,7693,6006,4442,2003,4496,3130,2186,
净利润(万元),5804,3676,2478,10917,6592,4408,2402,10318,6926,4925,2319,8556,5993,4293,1909,6557,4572,3404,1502,3808,2651,1857,
净利润(扣除非经常性损益后)(万元),--,3439,--,8024,--,4053,--,8472,--,3928,--,7488,--,3355,--,5710,--,2972,--,3512,2483,1709,
经营活动产生的现金流量净额(万元),-4698,-5175,-5715,-11838,-8797,-9911,-5605,-3668,-6213,-7078,-3765,3377,1876,2027,332,436,408,256,918,4325,4962,1714,
现金及现金等价物净增加额(万元),11445,-10071,-7275,-6195,-8881,-6499,-3195,-11130,-5256,-1579,840,-6402,-3282,-1575,29,33338,33128,33495,119,1735,2441,-1266,
总资产(万元),168365,142286,138211,143432,126574,123832,123944,121333,108869,112503,101925,97339,69649,67704,66003,66998,65465,62280,26681,25440,20147,17432,
流动资产(万元),104228,82389,81920,87963,75374,77445,83383,80905,80685,86456,78032,73439,58303,57476,56037,57266,55929,53124,17762,16630,13266,11034,
总负债(万元),53921,53975,50811,57340,44838,44339,45375,45234,36180,41797,32490,30216,5141,4897,4083,6987,7439,5422,9873,9576,7756,7692,
流动负债(万元),43090,43103,39024,45398,36570,35933,36569,36386,27112,32685,25094,22816,3614,3329,2476,5340,5770,3714,8098,7763,3301,3003,
股东权益不含少数股东权益(万元),114444,88311,87400,86092,81736,79493,78569,76098,72690,70706,69435,67122,64508,62807,61920,60011,58026,56858,16808,15864,12391,9740,
净资产收益率加权(%),6.6,4.19,2.84,13.39,8.3,5.63,3.11,14.43,9.81,7.08,3.4,13.49,9.61,6.93,3.13,14.88,11.77,11.42,9.2,26.64,23.96,21.08,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
