报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.01,0.01,0.01,0.1,0.01,0.03,-0.04,-0.15,-0.23,-0.12,-0.11,0.9,0.69,0.6,0.26,1.05,0.94,0.81,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,10.1,9.89,9.76,6.31,6.04,5,4.46,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,-0.46,-1.06,-0.11,0.27,1.97,1.16,0.33,
主营业务收入(万元),36544,25072,13112,48829,32474,24741,10990,28806,20684,14866,7522,48465,37344,27418,12097,40294,33577,24196,
主营业务利润(万元),7086,4499,1975,9562,6298,4590,1938,5025,3981,3182,1671,12934,9605,6912,3220,10722,9547,5987,
营业利润(万元),-812,-308,189,609,-357,17,-553,-5428,-3614,-1733,-830,4477,3416,2760,1201,4491,4293,3062,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),435,159,-0,577,368,198,182,3384,506,82,78,474,278,157,126,391,18,205,
利润总额(万元),-377,-149,189,1185,10,215,-372,-2044,-3108,-1651,-751,4952,3693,2916,1327,4882,4311,3268,
净利润(万元),317,328,120,1073,116,278,-443,-1635,-2438,-1307,-571,4174,3047,2382,1053,4165,3746,2852,
净利润(扣除非经常性损益后)(万元),-14,252,121,609,-196,111,-596,-4420,-2821,-1370,-631,3791,--,2249,946,3835,3738,2681,
经营活动产生的现金流量净额(万元),-11882,-10841,1024,3576,86,-3086,-2932,-2069,-5423,-5029,-1915,-2430,-5624,-572,1059,7831,4596,1184,
现金及现金等价物净增加额(万元),8972,12650,-1342,-1502,-2636,-1423,296,-6461,-1601,-3240,-1451,1552,158,21243,-237,3244,-842,5531,
总资产(万元),140466,130188,100634,100501,96144,97649,94463,85816,89799,86946,86005,73967,70968,79240,53230,48418,38778,30765,
流动资产(万元),52247,49581,32794,34800,32157,34837,32196,27996,30986,30717,32510,31900,40901,52872,26991,24777,19984,22878,
总负债(万元),52408,41994,47895,47878,44464,45800,43339,34245,38997,35011,32484,20356,18484,27420,28142,24384,18909,14642,
流动负债(万元),49889,39382,45282,45265,39917,41253,38791,29698,31903,27436,24954,12821,9138,18518,19384,15921,15412,14353,
股东权益不含少数股东权益(万元),84003,84012,52320,52200,51244,51406,50685,51128,50324,51456,53041,53611,52484,51819,25088,24035,19870,16123,
净资产收益率加权(%),0.45,0.52,0.23,2.08,0.23,0.54,-0.87,-3.06,-4.67,-2.47,-1.07,10.75,8.96,9.44,4.29,18.97,20.82,23.41,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
