报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-06-30,2013-12-31,2013-06-30,2012-12-31,2012-06-30,2011-12-31,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2009-06-30,
基本每股收益(元),0.27,0.36,0.14,1.14,0.3,--,0.28,0,0.25,--,0.26,0,--,--,0.07,
每股净资产(元),4.32,8.33,5.91,5.72,4.88,--,4.04,3.93,3.38,--,2.66,2.36,2,1.99,1.48,
每股经营活动产生的现金流量净额(元),0.09,0.01,-0.27,1.34,--,--,--,0.72,-0.12,--,-0.23,0.51,-0.16,0.59,0.14,
主营业务收入(万元),10293,6167,2768,14088,5121,11772,4395,10453,4198,10074,3572,7275,2944,5512,1989,
主营业务利润(万元),7254,4300,1914,10003,3697,8428,3091,7255,2998,7372,2642,5409,2180,4022,1382,
营业利润(万元),2284,1185,384,3219,689,2763,791,2269,667,2621,862,1911,626,1731,201,
投资收益(万元),--,--,--,--,--,--,--,--,--,2,2,0,--,--,--,
营业外收支净额(万元),475,309,72,806,394,801,257,584,237,46,25,-4,-4,-12,-3,
利润总额(万元),2758,1494,456,4025,1084,3564,1048,2854,905,2667,887,2052,717,1905,232,
净利润(万元),2185,1222,413,3484,904,3109,844,2453,771,2281,792,1911,678,1767,212,
净利润(扣除非经常性损益后)(万元),--,1191,417,3217,677,--,835,2354,707,--,789,1883,650,1668,197,
经营活动产生的现金流量净额(万元),737,50,-821,4089,294,3564,905,2196,-354,1049,-713,1574,-477,1791,441,
现金及现金等价物净增加额(万元),11602,11338,-1074,2496,206,-1014,-1133,1740,-832,1018,-237,-873,-873,1312,121,
总资产(万元),37450,36101,23753,24587,21319,20759,17922,17110,14354,14347,11818,9631,7114,6924,5110,
流动资产(万元),25836,24558,12407,12907,9864,9645,8664,14473,11992,11866,9531,7280,4818,4636,2939,
总负债(万元),2203,2129,5673,7094,6399,6141,5560,5075,4000,4810,3684,2411,990,838,579,
流动负债(万元),2203,2129,5673,7094,6399,6141,5560,4975,3900,3810,2784,2411,990,838,579,
股东权益不含少数股东权益(万元),35247,33972,18080,17493,14919,14618,12362,12035,10355,9537,8134,7220,6124,6086,4532,
净资产收益率加权(%),7.98,5.22,2.34,21.77,6,--,6.77,22.69,7.73,--,10.23,30.02,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
