报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1993-06-30,1992-12-31,1991-12-31,1990-12-31,
基本每股收益(元),0.09,0.08,0.05,0.13,0.11,0.08,0.05,0.13,0.12,0.08,0.06,0.19,0.13,0.12,0.08,0.2,0.18,0.11,0.08,0.2,0.16,0.1,0.07,0.17,0.14,0.09,0.05,0.21,0.06,0.05,0.03,0.08,0.07,0.06,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,3.93,3.91,2.92,2.87,2.79,2.77,2.7,2.67,2.64,2.61,2.54,2.6,2.95,2.49,2.44,2.44,2.4,2.25,2.23,2.22,2.19,2.23,2.21,2.29,2.2,2.18,2.17,2.16,2.86,2.86,2.82,2.9,2.88,2.9,2.9,2.96,2.93,2.9,2.87,2.74,2.73,2.82,2.8,2.76,2.76,2.72,2.69,2.56,2.52,2.53,2.52,2.52,2.52,2.54,2.06,2.12,2.09,2.54,2.39,2.24,2.27,2.02,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.38,0.32,0.34,0.83,0.31,0.15,-0.23,0.35,0.19,-0.06,0.12,0.37,-0.18,-0.37,-0.13,0.51,0.45,0.01,0.3,0.67,0.33,0.24,0.29,0.41,0,--,0,0.52,0,0,0,0.54,0,0,0,0.41,0,0,0,0.23,0,0,--,0.7,0.36,0.41,0.22,0.57,--,0.37,0.13,--,--,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),425412,210327,108765,400655,290606,202084,113650,389904,278510,196500,108663,336511,242866,167487,95631,284951,207903,143705,83130,234299,174729,121275,70536,217686,89856,62312,35062,112580,81460,55409,32813,97841,64387,45987,27214,88796,63460,45874,27406,85864,60205,44216,27722,78601,55118,38205,22574,71581,47714,29699,18224,70120,52616,40956,26438,80497,45445,82651,41828,76056,36079,79650,40782,79101,46162,80804,31635,56753,26389,46612,20590,41976,19650,33229,20608,11397,
主营业务利润(万元),93106,49384,24076,98319,67754,47289,23649,90719,56564,37677,20284,75902,51103,33192,17100,62931,42283,28926,15454,50211,36908,25500,14140,44305,17244,13046,6629,23549,15251,10457,5557,20222,12656,8750,4792,14267,10037,7045,3751,13823,9915,6910,3647,14019,9826,6738,3473,13196,9816,7244,3829,12024,8361,5521,3076,17861,9239,15955,8013,13167,6683,12284,6530,1345,1559,4290,2142,3246,1818,4131,2180,2463,1118,779,682,256,
营业利润(万元),5379,3859,2794,6731,5991,3942,2939,6987,6826,4579,3094,7712,6765,4325,2661,7359,6104,3854,2568,6651,5701,3450,2592,6808,4880,3259,1692,8559,2393,1772,1226,4505,2807,2262,1427,4313,2329,1763,977,2654,1653,1304,682,2688,1395,1289,789,2350,2345,2067,559,2087,1687,1069,46,5694,4166,5914,971,1703,116,-4,10,1499,0,4325,0,3592,0,4329,0,2463,1123,779,683,256,
投资收益(万元),44,632,--,1316,801,649,--,53,-52,-55,--,248,252,252,--,458,89,93,--,-188,-496,-332,0,673,680,0,--,34,--,0,0,314,--,0,0,-63,0,--,0,657,672,0,0,134,558,558,0,252,278,-2,0,250,8,8,3,980,1011,-1509,47,-168,48,136,166,49,21,18,152,111,2,86,0,68,16,0,0,0,
营业外收支净额(万元),547,424,87,-46,111,110,36,320,-31,-110,54,88,35,16,66,617,137,82,170,161,148,18,10,-611,8,-11,-0,-906,--,--,--,--,13,--,12,-668,0,--,-1,-765,0,0,0,-449,0,0,0,1101,109,0,12,0,-18,-19,0,-2242,0,-119,0,-6,0,--,0,0,-447,0,-282,0,0,0,0,0,--,0,0,0,
利润总额(万元),5926,4283,2881,6684,6102,4052,2975,7307,6795,4469,3148,7800,6799,4341,2728,7977,6242,3936,2738,6813,5849,3469,2602,6197,4888,3248,1692,7653,2364,1731,1234,4190,2820,2274,1439,3582,2332,1765,976,2547,2200,1303,682,2373,1956,1843,786,3704,2732,2092,571,2003,1677,1058,50,4432,3124,4286,1009,1528,154,249,204,619,1183,4135,2026,3294,1818,4060,2019,2383,1088,690,0,195,
净利润(万元),4387,3668,2403,6046,5432,3603,2525,6366,5791,3752,2605,6732,5936,3793,2445,6145,5468,3389,2408,5939,4967,3002,2219,5033,3849,2436,1268,5702,1732,1275,910,2277,1885,1519,964,1872,1548,1173,648,1668,1566,863,456,1541,1470,1396,508,2432,1807,1238,219,1307,1123,702,34,3416,2667,3420,795,1281,163,198,178,446,971,3459,1738,2818,1546,3450,1716,2026,925,586,387,166,
净利润(扣除非经常性损益后)(万元),1812,2629,2011,4729,4332,2823,2169,4650,5541,3626,2495,6294,--,3593,--,4892,--,3031,--,5483,--,2922,--,4554,--,2444,0,3565,0,1306,0,2273,0,1511,--,1946,0,1171,0,1735,0,863,0,1925,0,1397,0,1651,0,1270,0,1629,1141,722,--,4269,3764,3420,795,1281,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,
经营活动产生的现金流量净额(万元),29743,8859,1742,49021,78856,39885,24459,63658,39188,13978,20145,51970,17828,9623,10312,25318,9328,4428,-6872,10780,5684,-1686,3731,10034,-4862,-10103,-3616,13909,12163,327,8085,18174,8916,6490,7970,11060,6354,1662,3278,10583,3584,-1959,2868,10898,5095,437,3811,8301,5618,1094,3323,4729,0,5826,--,14157,7224,8198,4458,11460,--,7515,2706,--,--,--,--,--,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),26635,11965,5880,18851,46495,57117,21290,-4346,53276,42709,36090,124829,123892,18591,8983,46655,36273,30169,24137,14465,-11725,10561,6871,13486,6861,-8626,-3848,29101,5577,-7504,-3612,-949,-3590,-8356,-2400,3336,5844,-7269,-1306,-3098,3137,-509,2623,8390,5625,413,374,15867,12237,1476,68,-6582,0,-5060,--,8744,393,-2713,-5217,-1593,--,6386,2220,--,--,--,--,--,--,--,--,--,--,--,--,--,
总资产(万元),960890,764132,749320,746609,739121,757270,689670,670927,674429,658498,644874,578720,529598,374173,365394,364078,345692,321488,309169,277911,240282,204923,194592,192144,127029,120935,123633,128854,124577,111281,115427,118759,112212,104904,111522,113553,117056,103982,111073,110406,108260,105799,104894,102993,101090,96578,96739,97501,103550,94052,92841,93532,94940,97831,95647,95218,99038,99170,107410,106789,106150,116569,114123,102922,106656,91427,80943,71796,54175,49863,43094,32718,21612,23175,4568,4090,
流动资产(万元),482237,413819,405552,403371,395507,413056,355298,336764,405771,396318,407173,360633,380071,223809,213844,211443,201206,179191,166026,136315,106100,121626,112073,107117,72726,57201,57899,63049,40334,26508,31038,34599,29795,23370,29567,32384,34593,21056,27354,28856,35270,32017,35325,32717,30014,24711,25192,30471,24645,14416,--,0,--,--,19496,0,0,0,0,0,24017,34044,32764,22326,29933,20212,16522,14014,11419,11842,12354,9918,5918,14139,4199,3866,
总负债(万元),724455,586128,571738,571477,564694,584688,517148,500960,505000,491087,476244,392847,344521,285424,277992,279121,261413,239288,227950,197578,160921,127528,115444,112459,59617,55029,57549,64037,63730,50891,55402,59645,52030,45223,49714,54180,57972,45239,52530,52517,50480,48728,46200,44756,42409,37972,37007,38281,44981,36038,37496,38407,38027,41338,39823,39427,44009,44680,55544,55721,54874,65281,62762,51688,54493,57887,46503,43582,27330,24564,19415,16085,6821,9956,3940,3775,
流动负债(万元),599331,511185,495686,495387,491324,510633,442829,410603,417092,397581,375631,376196,315071,255308,235146,242467,223524,205558,187663,171623,140803,122752,115133,112147,59617,55029,57549,64037,63730,50891,55402,59645,52030,45223,49714,54180,57972,45239,52530,52517,50480,48728,46200,44756,42175,37738,36772,33247,41700,33002,--,0,--,--,31404,0,0,0,0,0,34033,51354,46790,35560,38617,41736,38037,35562,22455,20400,16780,13449,5144,2262,3385,3470,
股东权益不含少数股东权益(万元),232266,173910,173564,171161,170547,168717,168569,166044,165453,163413,164633,185873,185077,88749,87401,84956,84279,82200,81219,80333,79361,77395,79148,79686,67412,65907,66085,64817,60847,60390,60025,59115,60182,59681,61808,59359,59036,58700,58504,57856,57753,57050,58664,58208,58661,58586,59718,59208,58565,58009,55340,55119,56914,56493,55824,55790,55029,54352,51727,50932,51156,50994,50970,50873,51395,33267,34283,28132,26845,25299,23678,16633,14791,13219,629,305,
净资产收益率加权(%),2.24,2.12,1.38,3.58,3.23,2.15,1.51,3.2,3.08,2.01,1.4,6.02,7.73,5,3.16,7.45,7.61,4.84,2.98,7.19,5.99,3.7,2.84,6.39,--,3.7,0,8.8,0,2.13,0,3.86,0,2.47,--,2.92,0,2.01,0,2.87,0,1.5,0,2.62,0,2.34,0,4.17,0,2.18,0,2.32,0,1.25,--,6.09,4.79,6.5,0,0,--,0.39,--,--,--,0,0,0,0,0,0,0,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
