报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2001-12-31,2001-06-30,2000-12-31,1999-12-31,
基本每股收益(元),0.44,0.28,0.13,0.48,0.38,0.26,0.12,0.48,0.4,0.26,0.12,0.47,0.37,0.25,0.11,0.51,0.44,0.32,0.15,0.67,0.55,0.36,0.17,0.56,0.43,0.29,0.14,0.55,0.38,0.26,0.11,0.44,0.33,0.22,0.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,7.67,--,7.45,7.33,7.29,7.19,7.12,6.99,6.93,6.77,6.65,6.46,6.36,6.18,6.03,5.9,5.78,5.64,5.46,5.33,5.19,5.07,4.98,4.86,4.85,4.15,4.05,3.93,3.92,3.82,3.73,3.63,4.35,4.24,4.1,4,5.93,5.79,5.6,5.46,7.93,7.89,7.59,7.53,4.27,0,3.61,3.03,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.1,--,-0.05,-0.19,-0.3,1.07,0.5,0.49,0.18,0.84,0.98,0.8,0.49,0.97,0.59,0.43,0.19,0.36,0.22,0.2,0.12,0.48,0.2,0.21,0.18,0.35,0,--,0,0.2,0,0,0,-0.02,0,0,0,0.48,0,0,0,1.33,0,0.44,0.57,0.48,0,0,
主营业务收入(万元),131075,89297,41587,169111,123079,81354,39002,154454,112240,75893,35721,146809,107135,71281,32727,139718,107857,74073,37407,151342,105970,70441,33623,124216,85894,56227,26608,115829,89521,56619,25207,101213,74614,48454,22343,82671,60413,39748,20639,67214,48779,32506,15271,56018,40088,26698,13302,46799,34920,23642,9115,42232,29338,18783,35011,16092,29311,23111,
主营业务利润(万元),39139,26071,11970,43397,31860,21375,9558,42760,30460,20695,9629,39791,28720,18935,8305,37629,28152,19725,9837,44359,33581,22070,10325,37636,26882,17118,7679,33037,25407,16402,7115,29096,73898,14554,--,26986,19987,13041,6556,22812,16826,11215,5178,20774,14984,10173,4958,17757,12938,8764,3670,15441,10717,6858,12664,6031,9823,8454,
营业利润(万元),15359,9632,4257,17060,13040,9020,4020,16107,13006,8575,4097,15359,12746,8278,3639,14802,14568,10129,5023,20302,16886,11170,5322,17799,13626,9026,4203,14924,12475,8251,3915,15468,11381,7597,3367,13756,10317,6745,3214,12146,9034,6109,2949,11477,8227,5594,2554,10476,7592,4907,1849,8265,5794,3940,6114,3073,4542,4229,
投资收益(万元),148,96,--,-33,0,0,--,1,1,1,--,4,4,3,1,715,650,650,-7,177,-19,-13,-7,636,627,634,-7,58,-19,-13,-7,545,183,183,0,-9,-19,-12,-7,-25,-19,-13,-7,-7,0,0,0,0,0,0,0,27,0,106,-8,30,0,0,
营业外收支净额(万元),-268,55,28,-222,-39,2,16,329,303,296,13,672,181,236,53,1863,-69,278,283,428,26,-57,-123,-513,-182,37,34,--,--,--,--,--,375,--,--,248,0,--,0,-34,0,0,0,-56,0,0,0,220,0,33,18,-58,-29,-5,-141,0,0,0,
利润总额(万元),15091,9687,4284,16838,13001,9022,4036,16436,13309,8872,4111,16031,12927,8514,3692,16665,14499,10408,5306,20730,16912,11113,5199,17285,13444,9063,4237,16633,12845,8507,3948,15952,11756,7627,3384,14074,10412,6725,3204,12121,9045,6090,2958,11447,8259,5598,2553,10720,7662,4940,1867,8234,5764,4041,5965,3083,4483,4133,
净利润(万元),11334,7279,3239,12470,9706,6742,2990,12233,10216,6728,3144,11983,9596,6310,2776,13253,11395,8360,3955,17133,14161,9386,4421,14436,11017,7452,3596,14199,9884,6636,2948,11101,8341,5369,2370,9406,7322,4790,2159,8248,6189,4069,1965,7566,5630,3791,1714,7020,5123,3309,1203,5475,3729,2684,3880,2028,3045,2816,
净利润(扣除非经常性损益后)(万元),11536,7238,3219,12638,9736,6740,2978,11935,9989,6506,--,11481,--,6132,--,11636,--,7657,--,16775,0,9435,--,14788,0,7420,0,12694,0,6444,0,9967,0,5347,--,9162,0,4795,0,8225,0,4061,0,7568,0,3807,0,6872,0,3287,0,5497,3748,2688,--,2042,0,0,
经营活动产生的现金流量净额(万元),30919,17517,7051,26663,13620,10099,4392,26860,12284,10996,2676,2852,-1296,-4915,-7769,27463,12927,12494,4662,21701,25176,20594,12630,24927,15160,10994,4906,9176,5661,5161,2999,12263,5171,5417,4587,7847,4647,2976,61,4409,7792,4050,-1178,-370,4967,-2081,-2328,5935,3110,748,-2070,10926,0,3588,2860,0,0,0,
现金及现金等价物净增加额(万元),6071,4246,3090,6854,5175,1684,-1727,5090,-914,3593,546,-5874,-9072,-8906,-11096,-3820,-8873,-10245,-4301,530,8621,12149,3794,12401,4782,3830,4868,-6590,-7094,-5051,-4715,7401,11893,14532,15803,-2972,-2864,-4113,-2381,2597,-1311,-3322,-2889,-9432,-8087,-2653,-1881,-23540,-16685,-11845,-5019,37038,0,39490,2008,2008,0,0,
总资产(万元),294036,290919,289522,281818,284415,277239,270850,270546,267351,266588,262096,261214,258947,252691,244442,249455,248588,237682,256259,252369,247267,246501,231036,221673,216428,209390,207391,198708,201479,196685,186868,187139,191390,187661,185764,163060,155466,151241,146271,142584,131522,125723,123747,123204,122883,116950,108825,103603,99826,94884,94461,94359,90832,90622,46724,0,39461,35345,
流动资产(万元),161727,161696,160363,152640,157842,151009,143900,142446,140249,139629,134850,132796,131861,127185,118780,124024,135839,127451,150738,147101,146046,148792,134480,127098,121731,116389,115883,106211,109079,104677,96429,102526,106680,104586,101774,85604,83070,78725,75268,71709,62676,57934,54551,56645,54325,54487,51793,48457,51691,53462,61781,0,0,0,27145,0,0,0,
总负债(万元),73774,74965,73808,69256,74685,71593,65012,67548,66489,69209,64665,67180,67100,64076,56833,64480,65454,57708,77468,77834,75866,79952,67013,62351,60845,57400,58541,53452,60921,59375,53249,56466,63082,62314,60737,70586,64326,62659,57948,56427,47429,43772,42046,43485,45807,41829,34558,31080,29624,26515,28208,29328,27000,27512,24290,0,20628,19467,
流动负债(万元),71161,74901,73808,69256,74685,71593,65012,67548,66489,69209,64665,67150,66569,63545,56301,63915,64548,56801,76562,76928,75866,79952,67013,62351,60845,57400,58541,53452,58805,57880,51827,55203,62229,62115,60737,68086,60473,58805,54126,52605,47107,43772,42046,43485,43536,39558,32287,29160,27489,24380,26074,0,0,0,17703,0,0,0,
股东权益不含少数股东权益(万元),219365,215044,214806,211633,208865,205646,205838,202998,200862,197379,197432,194035,191848,188615,187609,184975,183134,179975,178425,174168,171084,166250,163726,159022,155301,151793,148686,145090,140403,137154,133466,130518,128134,125173,124879,92332,90025,87473,87217,85058,83005,80874,80625,78650,76004,74165,73325,71595,69280,67465,65359,64155,62526,62051,21545,0,18184,15294,
净资产收益率加权(%),5.26,3.38,1.52,6.02,4.7,3.27,1.46,6.17,5.16,3.41,1.61,6.33,5.09,3.35,1.49,7.37,6.34,4.69,2.25,10.28,8.57,5.73,2.74,9.5,0,5,0,10.29,0,4.96,0,9.26,0,4.67,--,10.62,0,5.48,0,10.08,0,5.04,0,10.15,0,5.19,0,10.32,0,0,0,11.95,9.63,4.49,19.53,0,18.11,22.63,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
