报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),0.11,0.08,0.03,0.09,0.07,0.06,0.03,0.09,0.06,0.05,0.03,0.08,0.06,0.03,0.03,0.12,0.08,0.04,0.02,0.07,0.07,0.04,0.02,0.06,0.06,0.05,0.03,0.07,0.12,0.1,0.05,0.27,0.21,0.14,0.08,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,2.14,2.11,2.21,2.18,2.14,2.1,2.19,2.16,2.17,2.14,2.12,2.1,2.1,2.09,2.07,2.04,2.09,2.07,2.02,1.97,1.9,1.83,3.22,3.14,1.93,1.75,1.5,1.09,1.81,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.14,0.06,0.09,-0.1,-0.25,-0.24,-0.11,0.12,-0.06,0.02,0.14,0.09,0.26,0.18,0.15,0.28,0.09,0.04,-0.01,-0,0.05,0.04,0.04,0.34,0,0.28,0.15,0.18,0.11,
主营业务收入(万元),54386,33392,14511,44185,33542,22801,10599,39205,29816,19975,12338,42243,29718,18013,9635,46867,32017,18590,8359,35222,22341,13722,6213,32444,18587,12647,6809,35296,27493,17482,8696,33521,23354,14601,6310,26854,18747,11909,19540,15401,7325,
主营业务利润(万元),13476,8578,3891,10717,8576,6387,2894,10760,8002,5431,2667,12310,8429,4688,2554,12106,7380,4496,2114,8682,5998,3479,1606,8040,3155,3679,1970,8852,7025,5244,2810,10685,7438,5078,--,8952,6238,3811,6234,4249,1902,
营业利润(万元),3111,1996,737,1071,1442,1094,606,1547,1150,844,730,1328,986,363,410,2018,1337,499,330,721,1190,608,249,1483,-714,1097,594,864,1486,1851,1206,5521,4278,2821,944,4862,3691,2187,3645,2178,672,
投资收益(万元),30,36,17,27,-18,-21,-2,332,352,246,121,176,46,1,-14,-6,-21,24,23,62,-2,--,--,2,2,0,--,-38,-89,--,0,--,--,0,0,0,0,--,-4,20,0,
营业外收支净额(万元),524,241,115,948,80,170,36,350,352,339,113,454,343,254,147,485,336,233,129,896,296,337,197,-26,1994,68,3,393,--,--,--,204,--,--,--,-2,0,3,-12,-18,22,
利润总额(万元),3635,2237,852,2018,1522,1264,642,1897,1502,1183,843,1782,1330,616,557,2503,1672,732,458,1617,1486,945,446,1457,1280,1164,597,1256,2422,1929,1231,5725,4293,2813,913,5098,3817,2258,3672,2344,750,
净利润(万元),3303,2016,713,1726,1282,1064,533,1613,1099,833,638,1517,1052,527,468,2145,1432,654,395,1236,1229,821,379,1072,1099,988,506,1357,2234,1858,971,5052,3787,2532,765,4383,3259,1928,3127,2007,641,
净利润(扣除非经常性损益后)(万元),2833,1811,608,919,1212,929,506,1013,531,366,448,1064,--,323,--,1765,--,443,--,437,--,559,--,1118,0,918,0,1025,0,1605,0,3836,0,2079,--,3313,2564,1473,2469,1445,420,
经营活动产生的现金流量净额(万元),2820,3346,-52,412,-691,959,162,10698,-751,-5777,-5322,2230,2511,1181,1716,-1892,-4549,-4385,-2057,2270,-1056,339,2665,1632,4829,3353,2682,5075,1571,699,-219,-46,871,661,425,3458,2202,2105,1177,1342,296,
现金及现金等价物净增加额(万元),8075,2626,6947,-1967,-1082,-339,-17,9283,2564,3628,1342,-4399,-3852,-2225,-2319,-1352,-1221,-4730,-3285,-946,-2089,-433,2063,883,4390,3155,2625,1773,-1386,-46,149,-9376,-6287,-4299,-2499,12507,199,772,571,732,73,
总资产(万元),130576,124238,126673,61155,60191,59177,56351,56823,62067,68693,65298,56227,54262,54189,56516,57139,57780,51349,51035,52987,51710,50353,47523,48987,48574,46937,44539,44183,43155,45781,47684,44575,43352,41111,39365,38641,24655,23311,19905,15314,11559,
流动资产(万元),73286,66704,69792,38606,39193,39666,36993,37025,44548,46748,42906,33483,36098,35690,37737,37915,38734,31977,31484,33077,32405,31185,28426,29755,28728,26759,23695,23187,23236,26544,29159,26008,27665,27298,28158,28074,15292,14343,11266,8312,5598,
总负债(万元),33896,28862,32150,19188,19190,18494,15295,16297,21707,28605,22621,14189,14689,15135,15659,16742,18076,12426,10526,12880,11500,10656,8265,10107,9719,8196,6281,6430,4525,7410,10198,8054,8065,7083,6108,6157,9758,9750,8274,6970,6371,
流动负债(万元),28229,26137,29441,17849,18513,17812,15255,16256,21665,28561,22575,14143,14689,15135,15659,16742,18056,12406,10506,12860,11230,10386,7995,9837,9449,7926,6011,6160,4255,7140,9928,7784,7865,6883,5908,5957,9418,9610,8104,6970,6371,
股东权益不含少数股东权益(万元),94640,93191,93812,41203,40759,40542,40932,40399,40230,39964,42534,41895,39399,38875,40659,40191,39479,38691,40274,39880,39969,39464,39022,38643,38670,38559,38077,37571,38448,38072,37184,36214,34957,33702,32931,32167,14704,13373,11445,8318,5057,
净资产收益率加权(%),3.72,2.35,0.93,4.19,3.15,2.63,1.31,3.98,2.59,1.97,1.51,3.63,2.58,1.3,1.16,5.24,3.53,1.63,0.98,3.15,3.12,2.1,0.97,2.81,0,2.59,0,3.68,0,4.88,0,14.84,0,10.9,--,26.84,0,15.53,31.64,28.33,14.03,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
