报告日期,2015-09-30,2015-06-30,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.85,0.56,1.17,0.88,0.44,1.36,1.08,0.49,0.96,--,--,
每股净资产(元),--,--,5.7,--,--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,1.26,--,--,1.51,1.23,0.23,1.27,1.18,1.42,
主营业务收入(万元),36173,22337,47569,37034,21294,47208,41753,19221,41262,29235,26643,
主营业务利润(万元),26672,16551,35318,27996,16012,34318,29374,13227,28199,20655,19084,
营业利润(万元),12689,7630,15761,13277,6492,16904,14188,6564,13236,9295,10909,
投资收益(万元),14,16,22,38,-0,-0,--,--,--,--,--,
营业外收支净额(万元),1209,820,943,787,683,2302,918,198,486,1055,5,
利润总额(万元),13898,8450,16703,14063,7175,19206,15106,6762,13722,10350,10914,
净利润(万元),11718,7064,14026,10524,5297,16286,12921,5834,11538,8399,9276,
净利润(扣除非经常性损益后)(万元),10731,6386,13149,9934,4785,14430,12141,5666,11129,8814,8542,
经营活动产生的现金流量净额(万元),8332,6485,15121,6871,5059,18121,14796,2729,15254,7098,5106,
现金及现金等价物净增加额(万元),20358,56896,2685,-4926,-3559,1082,-318,-6174,2324,3250,-2329,
总资产(万元),147389,141413,83772,--,--,73068,58213,51660,50056,44153,32626,
流动资产(万元),95647,96808,39146,--,--,30783,27120,25854,26634,26539,17824,
总负债(万元),16125,14802,15414,--,--,12735,14166,14700,18931,24565,7719,
流动负债(万元),13547,12317,12557,--,--,11878,13389,13770,17599,23465,7419,
股东权益不含少数股东权益(万元),131265,126611,68359,--,--,60333,44047,36960,31126,19588,24906,
净资产收益率加权(%),12.29,9.05,20.83,17.09,8.83,31.21,34.38,17.14,45.5,28.98,44.75,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
