报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31,
基本每股收益(元),0.03,-0.02,-0.06,0.36,0.1,0.04,0.02,0.24,0.12,0.03,0.02,0.19,0.11,0.05,0.04,0.32,0.17,0.11,0.09,0.38,0.2,0.13,0.08,0.56,0.27,0.24,0.47,0.24,0.41,0.21,
每股净资产(元),2.45,1.99,4.43,4.48,4.28,3.17,3.17,3.15,3.03,2.93,3.04,3.03,3.13,2.79,2.88,2.85,2.7,2.66,4.11,4.02,3.81,3.76,5.83,5.75,5.56,1.65,1.57,0,1.19,5.82,
每股经营活动产生的现金流量净额(元),-0.11,-0.17,-0.27,0.31,-0.07,-0.15,-0.14,0.16,-0.06,-0.11,-0.14,0.12,0.05,-0.09,-0.25,0.1,-0.17,-0.17,-0.11,-0.18,-0.24,-0.1,-0.09,0.18,-0.03,0.13,0.38,0.18,0.51,-1.32,
主营业务收入(万元),57758,36607,12053,84703,39273,24887,9314,61779,32646,17873,7268,52260,31357,19712,10320,54093,35716,22451,11272,44943,29012,17614,8756,33703,22004,15251,26843,19374,21872,11817,
主营业务利润(万元),18518,12677,3471,35060,16039,8972,4022,24851,12149,6369,2854,17905,10258,5572,2971,20114,12394,7823,4030,14881,8114,4775,2052,9164,5749,4064,7705,4787,5464,2936,
营业利润(万元),-600,-2409,-3345,10292,1275,364,452,7360,2772,665,558,3268,2092,500,364,8645,4754,2839,1766,6709,3292,2077,851,4872,3038,2068,3658,1938,3439,1916,
投资收益(万元),-51,-6,-57,-146,-13,-10,--,25,-26,-53,-8,-14,--,--,--,--,86,--,--,-0,--,--,--,--,0,0,--,0,0,--,
营业外收支净额(万元),2415,1821,1424,1469,974,723,366,1304,890,431,207,1910,535,93,50,1004,341,341,40,676,346,220,89,433,50,13,78,--,--,0,
利润总额(万元),1814,-588,-1920,11760,2249,1087,819,8663,3662,1097,766,5178,2628,593,414,9649,5094,3180,1806,7385,3638,2297,940,5306,3088,2081,3735,2003,3439,1917,
净利润(万元),1721,-1273,-1693,10037,2772,921,606,6247,3134,746,548,4657,2977,1165,851,7510,4101,2645,1443,6060,3139,2032,846,4801,2851,1886,3676,1923,2651,1257,
净利润(扣除非经常性损益后)(万元),--,-1407,--,10011,--,923,--,5728,--,733,--,3394,--,1181,--,7054,--,2656,--,5845,--,2032,0,4523,2851,1886,3698,1923,2622,1260,
经营活动产生的现金流量净额(万元),-7570,-10966,-7933,9172,-2041,-3858,-3739,4123,-1483,-2966,-3592,3151,1435,-2231,-5969,2454,-3976,-3959,-1812,-2855,-3821,-1627,-974,1880,-269,1022,2709,1399,3324,-662,
现金及现金等价物净增加额(万元),-8183,80,-7343,16172,10868,2133,-4633,-3609,-7589,-2265,-1700,1527,-1576,870,-4094,-12350,-9939,-9295,-3915,4275,-10092,-8126,-1876,17066,44127,261,1207,-957,2706,-274,
总资产(万元),234079,203259,191140,193072,183493,134816,120904,122866,111687,107236,107129,106592,102076,86076,88972,92695,83455,83567,85255,84886,77095,71219,67342,71392,64802,20928,20898,0,15530,11248,
流动资产(万元),112690,113924,102750,104924,93666,75208,64765,67842,58334,58377,58716,64179,61208,59091,62427,66665,57992,62501,66924,67084,64430,60770,60749,65170,58709,15398,15773,--,11351,9260,
总负债(万元),64609,68859,55634,55795,53216,46509,33003,35626,29319,27373,24531,23840,17834,17106,17894,22387,17090,18289,17985,19317,15335,11175,6042,10938,6297,7962,9639,--,7784,8338,
流动负债(万元),50975,45389,41927,42277,41382,35670,33003,35210,29319,27373,24531,23840,17596,17106,17894,22387,17090,18289,17985,19317,15292,11160,5962,10834,5907,7626,9366,--,7784,8338,
股东权益不含少数股东权益(万元),167539,128883,130070,131742,125484,83402,83537,82931,78963,76516,79382,79127,81607,66121,68172,67321,63885,62851,64803,63360,60112,59332,61300,60454,58505,12966,11259,0,7746,2889,
净资产收益率加权(%),1.3,-0.97,-1.29,9.71,3.13,1.1,0.69,7.8,3.88,0.94,0.69,6.12,4.06,1.72,1.26,11.48,6.33,4.09,2.25,9.79,--,3.33,0,19.46,0,15.45,38.35,0,55.5,55.95,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
