报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1992-12-31,
基本每股收益(元),0.24,0.19,0.11,0.34,0.26,0.09,0.05,0.2,0.17,0.15,0.1,0.25,0.21,0.19,0.11,0.25,0.22,0.19,0.11,0.23,0.19,0.16,0.09,0.21,0.17,0.15,0.08,0.25,0.22,0.16,0.09,0.2,0.16,0.11,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,2.6,--,2.46,2.44,2.43,2.32,2.3,2.27,2.19,2.09,2.04,2.01,1.95,1.87,1.81,1.8,1.84,1.75,1.73,1.68,1.71,1.65,1.61,1.53,1.54,1.46,1.42,1.39,1.78,1.73,1.69,1.68,1.71,1.69,1.67,1.67,1.67,1.66,1.66,1.65,1.65,1.64,1.65,1.65,1.64,1.63,1.71,1.72,1.77,2.48,2.69,2.6,2.64,2.54,2.39,2.48,2.54,2.44,2.42,2.61,2.28,2.91,1.34,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.26,--,-0.34,-0.39,-0.2,0.44,-0.11,-0.22,-0.27,0.51,0,-0.12,-0.15,0.53,-0.02,-0.07,-0.18,0.31,-0.11,-0.2,-0.04,0.64,0.09,-0.05,-0.12,0.53,0,--,0,0.48,0,0,0,0.59,0,0,0,0.43,0,0,0,0.22,0,0.12,--,0.18,0.07,0.29,0.05,0.44,-0.09,0.34,-0.02,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),383463,275673,151593,605468,423033,80947,46081,209955,134253,99439,58009,214648,143541,101463,56641,221032,153312,106398,57965,198342,134624,91897,48519,170808,113713,82476,43335,171351,120195,84000,48623,153085,101682,68277,37568,118640,78163,54328,30654,121388,81847,56659,30728,105291,70351,51005,27849,105809,70451,46775,28722,96614,67893,46683,25993,99010,49295,85884,41121,74537,36665,82748,43387,86171,46773,92058,49057,88580,45673,89267,45724,--,--,
主营业务利润(万元),81115,57650,31961,116619,85031,14230,8269,33114,24373,18546,10824,37749,27444,19777,10591,39252,28712,20423,11395,36480,25936,18708,9954,31703,21076,15715,8282,31333,21716,15392,8459,28025,19272,13214,7231,18190,13034,8989,5143,16030,10415,7358,4789,14065,9983,7337,4198,17821,10292,7187,4515,15806,10951,7787,4569,14110,7190,11618,5171,9458,5115,10629,5507,3273,1675,4155,3290,5960,3380,6447,4905,--,--,
营业利润(万元),36586,28615,16595,50715,38887,3050,2331,8473,7367,6786,4499,10370,9116,7920,4775,10249,9250,8031,4624,9311,7715,6680,3818,8409,6907,6474,3650,10613,9210,6870,3956,9230,7664,5536,2965,5893,4815,3447,2159,2558,1310,1123,916,1735,272,613,423,2091,640,549,696,1574,1177,882,642,-180,1834,3112,1932,2909,1781,3844,1659,3758,0,4882,0,6772,0,0,5208,--,--,
投资收益(万元),2069,1997,942,5013,3836,447,251,148,240,151,17,298,298,274,164,-348,-530,203,4,135,126,3,1,165,146,7,--,684,678,623,148,462,42,37,-5,423,108,-62,-23,55,-136,-188,-41,-495,122,-68,-52,-503,-303,-264,-252,-533,-106,-15,-39,20,-14,777,151,271,287,1358,7,6,168,622,203,115,81,14,0,--,--,
营业外收支净额(万元),-474,-332,-173,416,254,698,-110,196,-172,-271,-210,2,-257,-143,-222,274,-153,-140,-187,-179,11,22,19,355,-155,-141,-161,-68,--,--,--,--,--,--,--,-85,0,--,0,-132,0,0,0,77,0,0,0,-149,0,0,0,0,0,-73,0,-198,-62,63,0,-119,0,0,0,0,-6,0,-49,0,-54,-27,0,--,--,
利润总额(万元),36113,28284,16422,51132,39141,3748,2220,8669,7195,6515,4289,10372,8859,7778,4553,10523,9097,7891,4437,9133,7726,6702,3837,8764,6752,6332,3488,10545,9007,6678,3814,9401,7398,5289,2862,6230,4866,3331,2092,2481,942,716,765,1350,418,513,325,1462,321,216,417,1242,979,794,560,-338,1758,3953,2038,3060,1995,5076,1636,4840,1920,5423,3896,6638,3803,8013,4180,--,--,
净利润(万元),17035,13861,8117,24048,18312,2651,1569,6296,5235,4704,3085,7738,6617,5825,3373,7678,6810,5875,3272,7026,5777,4971,2807,6437,5107,4761,2593,7794,6799,4939,2792,6163,4912,3466,1879,4654,3300,2276,1348,1307,887,734,604,902,621,528,318,530,455,331,267,212,602,488,335,-599,1408,3291,1698,2574,1605,4185,1328,4056,1672,4573,3359,5601,3256,6807,3553,--,--,
净利润(扣除非经常性损益后)(万元),15694,12641,7549,5913,15697,1772,1389,5863,5138,4722,--,7395,--,5648,--,6988,--,5738,--,7105,--,4861,--,6098,0,4744,0,7396,0,4674,--,5639,0,3531,--,4409,0,2310,0,1267,0,881,0,690,0,549,0,609,0,401,0,125,694,560,--,-408,1309,2528,1589,2574,--,--,--,--,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-309,-14896,-10919,13127,-15604,-6723,-5683,3487,-6965,-4681,-8080,3411,-10701,-12133,-6083,13602,-3401,-6670,-8471,15727,19,-3638,-4648,16570,-534,-2165,-5511,9744,-3459,-6461,-1305,19760,2843,-1571,-3698,16555,6199,946,-1486,11332,-709,-2701,-3607,13985,2052,1364,-4927,10170,1091,656,496,5144,0,2730,--,4230,1684,6980,1247,6924,-1407,5439,-327,--,--,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),37413,60193,30050,3237,-7494,-8693,-463,-15721,-18268,-12030,-12171,-880,-10588,-7865,-1463,8573,-8395,-11853,-13737,12549,-1796,-3872,-6060,-30635,-38436,-38391,-19667,6334,-6044,-6055,-1438,16127,-1011,-2139,-3938,10987,229,-1712,-3740,1888,-4935,-4985,-5065,2120,-1310,-3653,-3943,2042,-94,518,1096,4149,0,2119,--,-338,658,112,6349,-554,470,-7257,-7510,--,--,--,--,--,--,--,--,--,--,
总资产(万元),438762,435428,444259,454010,436548,115215,118964,128570,119851,122199,125834,140661,123178,123757,127376,137537,121777,118102,117531,129857,116923,112852,111303,120216,110024,109021,98482,105582,96409,91016,97040,100871,85254,79486,78269,82505,72838,71280,72501,75498,72721,70876,71318,75892,76531,73629,73956,79470,80037,80934,81484,80440,78117,79943,77574,79552,82375,79138,88185,77071,77503,77521,74544,67244,68808,66632,58848,47686,38551,37907,31367,30907,13839,
流动资产(万元),212632,266071,273490,284017,266245,17223,20700,30914,21940,27418,30847,44928,32157,33626,36822,46301,30417,24601,18108,34684,20703,16401,13478,21524,13244,12042,30251,52249,42693,37203,42538,44894,29048,24600,23634,27854,17476,15539,16461,24647,15867,13548,13688,17704,18092,14739,15615,20762,19646,20099,20826,0,23820,--,22322,--,0,0,0,0,37778,41815,40161,33715,32372,36376,31311,27878,21897,24055,18744,21118,8969,
