报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
基本每股收益(元),0.76,0.52,0.24,0.76,0.63,0.37,0.22,0.67,0.52,0.31,0.2,0.55,0.43,0.25,0.18,0.44,0.31,0.17,0.13,0.36,0.25,0.14,0.12,0.35,0.26,0.14,0.32,0.26,0.2,
每股净资产(元),--,--,--,--,--,--,5.33,--,--,--,4.75,--,4.43,4.25,4.3,4.12,3.99,3.86,3.91,3.78,3.68,3.57,3.62,2.43,--,2.22,2.14,1.83,1.97,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,0.14,--,--,--,-0.01,--,0.26,0.29,0.24,0.35,-0.02,--,-0.18,0.39,-0.01,0.33,-0.06,0.06,--,-0.21,0.51,0.11,0.22,
主营业务收入(万元),485835,295600,152121,574468,420987,251106,137135,459576,321810,189049,112307,364312,262614,162620,105089,304748,210192,131682,74373,276038,196448,115442,69632,254468,183411,104636,241362,218488,209917,
主营业务利润(万元),108657,66165,39199,134424,97019,58934,37582,121974,88689,57075,34454,114845,85793,54881,33280,100021,70453,43766,24937,90361,63132,38151,22749,82494,59828,34292,76398,69032,65287,
营业利润(万元),68897,46747,21519,69295,56604,31378,20227,60444,48063,28367,18939,52736,41504,25305,16978,41799,29174,16959,11504,34651,23836,13546,10848,29895,20880,11435,26167,23098,16094,
投资收益(万元),17998,14994,515,13215,10295,2712,333,10165,6268,2620,1605,7673,2016,1432,903,1381,18,6,1,233,217,196,32,1035,850,118,1024,3913,147,
营业外收支净额(万元),1866,1202,1481,1053,1839,2212,532,1175,743,756,-166,-2053,-1714,-1766,69,-1655,-761,-1138,114,-2428,-598,-543,-51,-2289,-339,-222,-938,0,-441,
利润总额(万元),70762,47949,23000,70348,58442,33590,20759,61619,48807,29124,18773,50683,39790,23540,17046,40144,28413,15820,11617,32223,23237,13003,10796,27606,20541,11213,25230,21173,15653,
净利润(万元),68786,46929,22200,69423,57194,33271,20365,60571,47678,28542,18060,49883,39026,23072,16805,39660,28018,15658,11597,32106,23187,12984,10796,27647,20590,11267,25228,21170,15643,
净利润(扣除非经常性损益后)(万元),49330,30889,20275,54364,44637,28324,19137,48367,40772,25269,--,44514,--,23439,--,40223,--,16875,--,34408,--,13514,--,29403,--,11299,25273,17528,15691,
经营活动产生的现金流量净额(万元),9604,27859,-1240,50044,3538,24058,12760,31402,6872,6717,-1274,50635,23485,26452,21512,31906,-2106,86,-16766,35680,-528,30038,-5422,5141,-30713,-16554,40432,8999,17549,
现金及现金等价物净增加额(万元),-76643,-87162,31739,29659,-66574,-36626,-104,20264,-50133,-60141,-10834,-22394,-53546,-23335,-4244,-48786,-74258,-10436,-18462,156567,119283,149942,119773,21756,-14009,1201,29024,775,3409,
总资产(万元),809338,738769,768359,720815,757717,676398,690654,624929,654201,568015,601494,535777,583068,526931,551587,480896,522661,463961,501598,458878,487394,442804,468090,300683,--,271376,270269,233587,256855,
流动资产(万元),627696,581362,626953,585170,616731,534790,551458,468939,498827,418076,471051,424644,344360,321560,366803,349482,363940,364123,401758,361881,390666,345366,369261,201251,--,170691,169648,133837,139047,
总负债(万元),238793,188754,219329,199973,246575,169456,200065,157949,196842,133536,163692,117622,176063,136324,156924,103195,156707,110358,143021,112041,152198,117810,138779,105957,--,93061,98413,86999,99339,
流动负债(万元),235375,185262,217259,198252,246268,169149,199753,157642,196481,133175,163331,117261,175031,135262,156432,102673,156155,109776,142409,111399,151798,117410,138379,105557,--,93061,98413,86999,99339,
股东权益不含少数股东权益(万元),564110,543740,542854,515175,505329,501930,485352,461955,451964,429372,432347,413758,402999,387070,391723,374898,363219,350946,355997,344383,334837,324651,328977,194392,--,177988,171156,146588,157390,
净资产收益率加权(%),12.66,8.69,4.2,14.19,11.66,6.9,4.3,13.88,10.88,6.65,4.27,12.64,9.89,5.97,4.38,10.88,7.89,4.45,3.31,9.99,7.39,4.27,3.82,15.13,--,6.37,15.84,12.58,10.61,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
