报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-03-31,2002-12-31,2001-12-31,
基本每股收益(元),0.27,0.11,-0.01,-0.4,-0.16,-0.11,-0.04,--,0.02,0.03,0.03,0.14,0.1,0.08,0.04,0.26,0.21,0.12,0.08,0.32,0.28,0.21,0.12,0.24,0.17,0.09,0.04,0.29,0.42,0.33,0.13,0.45,0.19,0.08,0.05,--,--,--,--,0.4,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,4.45,--,4.39,4.37,4.43,4.39,4.35,4.26,6.84,6.75,6.73,5.08,4.99,4.86,4.8,4.71,4.76,4.72,4.83,4.74,4.54,4.41,4.16,4.05,4.13,3.58,3.52,3.43,3.52,3.44,3.37,3.23,3.33,3.25,3.13,3.07,3.15,2.45,0,2.22,1.98,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.72,--,-0.04,-0.26,-0.04,-0.46,-0.58,-0.47,-0.44,-0.01,-0.44,-1.26,-1.09,2.62,1.38,0.75,0.71,-0.21,-1.02,-0.7,-0.52,1.54,0.52,0.09,-0.63,-0.11,0,0,0,0.01,0,0,0,0.71,0,0,0,0.88,0,0.65,0,
主营业务收入(万元),482590,275369,119967,527175,404509,240393,122952,571495,402033,258403,125337,594346,427462,293001,155156,335258,256487,157544,64080,273358,190872,121780,57884,291637,204355,137993,64875,306092,251399,159023,61605,231434,139309,68313,26193,150085,90480,56345,26901,109976,71184,47688,20342,89966,52605,32504,17639,57816,12963,51017,29484,
主营业务利润(万元),53921,28964,11105,25821,19801,13922,6763,35470,27301,20267,12436,36453,26155,17345,9832,33143,24486,15218,7116,22601,15991,10941,6088,14878,10127,7051,2082,18350,20438,16770,8050,24451,12889,6865,--,15767,12283,7808,3998,16850,13173,8025,3404,12208,6351,4327,2402,7786,1969,7838,5288,
营业利润(万元),12011,2224,-2999,-38454,-17140,-10720,-4440,-6897,-3005,-471,1223,3880,3176,2861,1806,15838,13214,7883,3286,9683,7131,4894,2913,4792,3248,1906,883,6552,12489,11152,4257,16199,6412,2654,1407,8844,7239,4514,2283,11388,9259,5303,2167,8218,3172,2017,1241,3778,899,3718,3316,
投资收益(万元),495,495,--,149,--,--,--,1186,1071,--,--,1031,1090,1090,--,506,570,257,--,-142,--,--,--,77,--,--,0,105,--,--,--,143,143,143,143,-10,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
营业外收支净额(万元),1616,793,1109,4452,4073,1538,699,6802,2178,649,235,3026,2505,1381,447,312,310,62,17,733,547,544,343,485,707,132,103,59,--,-353,--,161,--,47,--,-16,0,0,0,-34,0,0,0,-10,0,-1,0,6,0,0,0,
利润总额(万元),13627,3018,-1890,-34002,-13067,-9183,-3741,-95,-827,178,1458,6906,5680,4242,2253,16150,13524,7945,3302,10415,7678,5438,3256,5278,3955,2038,986,6611,12155,10798,4279,16360,6456,2701,1435,8819,7235,4509,2289,11354,9259,5303,2167,8207,4848,2982,1241,3815,899,3797,3369,
净利润(万元),14233,5473,-639,-20642,-8477,-5782,-2118,1419,1128,1513,1526,7148,5318,4151,2120,13331,11092,6462,2669,8170,6709,4650,2592,5443,3929,2009,817,6646,9503,7401,2910,9965,4236,1855,1007,5903,4848,3021,1533,7586,6204,3553,1452,5513,3248,1998,831,2550,603,2543,2282,
净利润(扣除非经常性损益后)(万元),13048,4799,-1424,-24305,-12020,-6823,-2590,--,-413,1091,--,4871,--,3099,--,13093,--,6417,--,7537,--,4214,0,5092,--,1910,0,5701,0,7306,0,9359,0,1823,--,5706,0,3024,0,7593,0,3553,0,5467,0,1352,0,0,0,0,0,
经营活动产生的现金流量净额(万元),18954,1545,-1214,58858,66156,20725,-4022,-22635,-64442,-54054,-37686,16459,-1997,-13812,-2097,-23806,-30294,-24668,-14400,-247,-14301,-28387,-24569,59133,31200,17004,15989,-4809,-23100,-15809,-11640,34698,11713,2077,-14256,-1979,-12394,-10031,-11207,201,-8010,-5668,-5557,13286,7312,1290,934,9535,0,7001,0,
现金及现金等价物净增加额(万元),-2855,-8155,5138,-16657,4667,8080,-13156,-20934,-27199,-40146,-18978,-23324,-36964,-22901,-21941,-42085,-33680,-33424,-25259,74618,69352,-24290,-23603,15333,-4326,-10434,7123,-5090,-16880,5459,-1445,19345,5882,9577,13811,-160,-10384,-12785,-14402,465,-16624,-13531,-8712,16747,16023,20462,26534,3798,0,2266,0,
总资产(万元),625523,655100,680883,643048,674556,652757,633681,642709,674429,649177,670695,648076,611687,578592,516520,531719,395790,353690,342455,340517,320794,215530,212330,216664,209481,207625,243729,254310,229864,237978,216178,192132,198375,187763,188194,151886,156208,135582,127118,129761,111945,100308,102285,96705,99299,97865,88468,64178,0,58282,54497,
流动资产(万元),194500,218879,243047,199711,218262,224452,202291,211077,255643,239138,271952,256475,273710,273149,243939,282913,245711,219425,215098,215882,197998,101941,104511,110911,108593,110231,149937,160337,142802,154464,134968,111046,120789,118688,119727,89101,96393,75418,72070,73850,56746,46621,52429,53434,61243,63024,54486,30576,0,24042,18482,
总负债(万元),403126,440101,471022,431403,442917,423979,393556,398759,431590,404996,419632,398089,362166,330189,264423,281540,152535,116652,108661,111075,95661,95313,93843,101539,96039,95626,130516,141906,114521,125181,108671,87864,100783,94156,92911,84014,89344,70515,60284,64479,48662,39676,39656,35519,40418,40234,29183,37685,0,34339,32016,
流动负债(万元),324832,360509,380539,340363,331905,313397,273387,277058,301089,276147,286006,270151,241997,230060,204012,237540,130647,103764,104290,107205,92672,92324,90828,98524,93302,95089,129952,141343,112686,123392,106621,85480,100708,94144,92899,84002,85501,66672,52848,57043,37609,28623,25603,21466,26365,26181,10130,18632,0,8313,6016,
股东权益不含少数股东权益(万元),215613,206679,200420,200925,212316,214828,224288,226485,225910,226423,231859,230235,228860,227747,231207,228980,226929,222195,222991,219954,219246,114749,112815,109817,108395,106519,107487,106670,109242,107141,102649,99740,94018,91637,93342,67273,66265,64467,66235,64681,63282,60632,62630,61187,58882,57631,59285,26493,0,23943,22480,
净资产收益率加权(%),6.83,2.69,-0.32,-9.66,-3.85,-2.59,-0.94,--,0.49,0.65,0.66,3.11,2.31,1.8,0.92,5.94,4.95,2.89,1.21,5.52,5.39,4.14,2.33,5.03,--,1.87,0,6.43,0,7.16,0,10.85,0,2.3,--,8.94,0,4.68,0,11.68,0,5.83,0,10.16,0,0,0,10.11,0,10.48,12.9,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
