报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
基本每股收益(元),0.22,0.1,0.05,0.72,0.62,0.4,0.17,0.5,0.43,0.25,0.63,
每股净资产(元),--,--,--,--,--,3.55,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.38,--,0.36,--,0.44,0.5,
主营业务收入(万元),16960,10373,4621,21343,16041,10442,4714,20578,15308,15343,15354,
主营业务利润(万元),5966,3681,1544,8414,6437,4262,1892,6808,5040,4883,5873,
营业利润(万元),2656,1163,352,3911,3335,2219,1031,3015,2553,2320,3593,
投资收益(万元),--,--,--,--,--,--,--,-24,-24,-73,54,
营业外收支净额(万元),1071,596,35,195,198,71,30,156,55,-682,239,
利润总额(万元),3727,1759,387,4106,3533,2291,1060,3171,2608,1639,3832,
净利润(万元),3222,1476,317,3657,3157,2052,864,2559,2196,1271,3225,
净利润(扣除非经常性损益后)(万元),2250,972,286,3540,--,2036,839,2405,--,1965,3008,
经营活动产生的现金流量净额(万元),377,382,-94,4281,2836,1920,1097,1813,1854,2252,2525,
现金及现金等价物净增加额(万元),7441,6941,8351,1929,1120,1044,-3,-731,-730,-479,-3449,
总资产(万元),41169,35970,35012,25728,25069,24977,--,22899,--,19284,17919,
流动资产(万元),25095,21314,21145,11694,11175,11193,--,10319,--,9029,9082,
总负债(万元),8689,5732,4573,6016,5857,6870,--,6334,--,4868,4482,
流动负债(万元),7031,4380,3305,4791,5041,6035,--,5745,--,4385,4232,
股东权益不含少数股东权益(万元),31984,30238,30439,19712,19212,18107,--,16565,--,14198,13438,
净资产收益率加权(%),10.75,5.11,1.18,20.3,17.73,11.84,5.08,16.53,14.36,9.25,26.91,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
