报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-03-31,1997-12-31,1996-12-31,1995-12-31,
基本每股收益(元),-0.47,-0.33,-0.17,0.26,-0.16,-0.12,-0.15,0.21,-0.1,-0.11,-0.16,0.27,0,-0.08,-0.11,0.06,-0.09,-0.02,-0.04,0.15,0.06,0.04,-0.04,0.13,0.09,0.03,0.02,0.1,0.06,0.02,0.01,0.07,0.07,0.06,0.02,--,--,--,--,-1.59,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,2.75,2.92,1.31,1.18,1.16,1.27,1.12,1.2,1.17,1.21,1.21,1.18,1.13,1.16,1.08,1.02,1,0.94,0.88,0.83,0.86,0.82,0.82,0.96,0.77,0.75,2.44,2.43,2.39,2.38,3.54,3.69,3.83,3.98,3.95,3.94,3.87,3.93,4.22,4.38,4.33,4.43,4.27,4.3,4.23,4.34,4.51,4.84,4.03,3.73,3.55,3.29,1.04,--,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.59,--,-1.27,-1.68,-0.9,-0.85,-1.63,-1.1,-0.91,-0.04,-0.94,-0.68,-0.46,0.61,0.04,-0.24,-0.24,0.61,-0.47,-0.45,-0.45,0.37,0.01,0.03,0.02,0.37,0,--,0,0.49,0,0,0,1.03,0,0,0,-0.35,0,0,0,-1.93,0,-1.16,--,-0.06,0.73,-0.71,0.34,-0.68,--,-0.43,--,--,--,--,
主营业务收入(万元),476217,265745,87395,798403,432908,299285,110664,791517,442589,270167,105579,618326,339883,208833,87189,451908,307861,212030,115231,402788,259090,176579,75216,321107,218097,147906,72322,270606,173194,120502,45691,246860,173464,115800,51073,214301,145862,98258,48297,156044,115591,77942,36110,262919,188089,124817,55664,176383,124788,82919,32923,209140,144747,89430,29367,205146,105829,239762,75868,108875,52372,90382,10631,53023,36326,9343,
主营业务利润(万元),53028,38452,18117,156349,87629,54062,15328,138600,69378,42784,14659,110083,51348,32786,12238,76062,45998,31049,14274,73203,48587,32809,12679,71224,48197,33245,14940,66894,43933,28315,12301,58102,40028,29335,14912,49729,45053,31567,16150,20558,15789,10686,4063,55030,41321,27327,11163,50138,39771,27449,10232,56526,38982,23569,7947,57688,28725,56696,25186,40978,17581,31957,1238,7139,4677,165,
营业利润(万元),-54207,-33620,-17151,5808,-19435,-12567,-13956,6385,-15643,-13171,-13553,-145,-3024,-7784,-8718,-1644,-6158,-2737,-3283,7837,4385,3729,-1363,8118,5798,4898,2428,12645,7510,3543,1265,-3465,3333,2445,1786,-66663,5064,3813,3405,-69028,-19742,-13185,-6623,1181,-553,-423,-3406,-21257,-7613,-458,-3817,2848,-2853,-1843,-5159,2142,6640,19242,9148,14531,6940,11504,1240,7149,4723,176,
投资收益(万元),2180,-67,--,2742,-563,-563,--,2321,2972,2972,--,3524,4646,108,--,744,220,220,--,1395,76,76,0,2853,217,217,217,-7,--,--,--,9532,9438,--,0,127,-291,-248,7,1471,-2,-2,11,1352,42,28,14,405,58,40,18,1397,67,36,18,2444,2497,1032,-0,4,0,0,0,3,0,0,
营业外收支净额(万元),14646,4636,1430,25925,10327,6599,3241,20140,13564,8246,2721,27460,8916,6421,3888,11141,7027,5603,3122,10538,7175,3406,1225,5571,3789,140,76,649,--,135,--,11611,--,--,--,-2901,0,--,0,-3017,0,0,0,-178,0,0,0,39,46,0,0,1,377,0,0,387,0,322,0,150,0,0,--,238,0,0,
利润总额(万元),-39560,-28984,-15721,31733,-9108,-5968,-10715,26525,-2079,-4925,-10832,27314,5892,-1363,-4830,9497,869,2866,-162,18375,11560,7135,-138,13690,9587,5039,2504,13294,8096,3678,1283,8147,6128,5037,2159,-69216,4886,3658,3511,-69472,-19307,-12749,-6379,6239,3108,2040,-1935,-17594,-5426,826,-3430,5061,-1999,-1286,-4835,5649,9733,21679,9969,15126,7481,12394,1240,7389,4740,176,
净利润(万元),-41632,-29338,-15163,21704,-13189,-9098,-11136,15562,-7705,-7917,-11959,16890,201,-3718,-4872,2477,-3803,-658,-1637,6604,2704,1836,-1542,5747,3896,1470,667,4565,2825,769,343,3158,3161,2825,1032,-71886,2761,2208,817,-69612,-19508,-12940,-6543,1982,788,269,-2451,-18683,-8915,-1986,-4226,2281,-2824,-1588,-4806,3610,8239,17844,8218,12631,6484,10987,1057,7000,4460,59,
净利润(扣除非经常性损益后)(万元),-54361,-33028,-16201,-5490,-20890,-13588,-13205,-2976,-20993,-17329,--,-5421,--,-8333,--,-6974,--,-4747,--,-2305,--,-1089,0,-487,--,1256,0,3105,0,695,--,-20227,0,395,--,-71732,0,2321,0,-71133,0,-14587,0,-614,0,148,0,-19186,0,-2156,0,625,-3266,-1865,--,1021,5843,16446,7400,12040,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),7744,11315,-25447,-58705,-94082,-98040,-46959,-15205,-50478,-51149,-43428,-11652,-55908,-73966,-39356,-37492,-71370,-48364,-39921,-1699,-41403,-29791,-20303,26677,1772,-10363,-10641,26782,-20550,-19958,-19734,16394,584,1384,690,16143,3072,1584,649,21698,16134,15774,-5844,45316,50924,57771,26008,-15544,-45456,-47739,-26355,-84808,0,-50820,--,-2594,31884,-31143,10693,-21248,--,-13458,--,--,--,--,
现金及现金等价物净增加额(万元),-63648,-39809,-71908,36511,99500,-38149,-30797,10421,-12177,-15936,-13833,2887,-18611,-38662,-40137,13419,-27528,-30552,-15353,2203,-28408,-23473,-35319,1671,-23858,-25751,-15674,-14115,-40218,-42422,-38218,31117,-7039,-4882,-6812,2781,-3663,-14403,-7882,-10258,-15884,4073,-16689,-8098,-24061,-5241,9633,-1589,-21989,-27445,-13926,-8804,0,-18968,--,6524,25212,20017,-830,-23761,--,48990,--,--,--,--,
总资产(万元),1388680,1400934,1369044,1396461,1516887,1338564,1141659,1114945,1019594,922374,859378,846719,625675,551412,496451,506931,463345,423391,412374,402757,379747,364965,327182,335101,337490,341818,342132,363783,312441,311515,321877,343322,369827,378487,364679,376056,436539,430173,495831,494562,547367,554554,574067,588307,535696,530414,566865,576173,591803,589747,565722,559203,508653,504446,507081,504160,465949,462704,302512,251430,208601,181162,74174,67235,53764,27551,
流动资产(万元),875905,899677,881876,919535,1027120,862828,824067,818055,755255,669308,617986,611406,527833,465940,411112,421702,380595,339934,329357,318363,295839,281698,244992,254192,246650,255134,256952,277854,249449,249206,259387,281380,291192,293496,284613,297458,354061,345487,411156,410492,461733,469265,490131,504686,458551,452977,487854,495529,506973,503674,--,471070,--,412430,415409,--,0,0,0,0,145078,146213,56382,49441,40607,17362,
总负债(万元),1002029,1002861,957964,969366,1127482,943957,902548,864057,795034,698917,637220,611768,548047,485904,433656,436344,400847,360463,342886,332546,308367,297939,258619,266295,274739,282790,282511,307984,266445,267489,276981,300522,327013,330061,324645,337152,324805,319820,373870,375782,386790,387620,400584,408498,358790,354514,393115,400167,403006,394130,372357,362256,318992,312570,318480,310724,265292,248747,174676,133191,96196,76597,47512,41622,36639,15087,
