报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-03-31,2002-12-31,2001-12-31,
基本每股收益(元),1.05,0.85,0.85,0.45,0.33,0.22,0.12,--,0.35,0.16,0.05,0.18,0.3,0.13,0.02,0.06,0.05,0.05,0.03,-0.89,0.03,0.03,0.04,0.01,0.06,-0.01,-0.14,0.16,0.06,-0.06,-0.06,0.19,0.09,0.05,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,2.8,--,2.64,--,2.32,--,2.4,2.23,2.12,2.1,2.09,2.09,2.07,2.04,2.94,2.94,2.95,2.88,2.92,2.86,2.77,2.92,2.78,2.68,2.88,2.94,2.84,2.8,2.96,2.94,2.82,2.8,2.97,2.96,2.88,2.85,2.99,2.99,2.93,2.89,2.83,1.93,0,1.69,1.61,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,0.19,--,--,--,0.21,--,-0.49,-0.59,-0.28,0.69,0.55,0.59,0.06,1.07,1.12,0.87,0.7,1.49,0.83,0.83,0.37,0.94,0.37,0.07,-0.34,0.6,0.22,0.12,-0.05,0.11,0,0,0,0.55,0,0,0,0.14,0,0,0,0.27,0,0.45,0,
主营业务收入(万元),93927,60305,28189,126863,91613,56799,26624,124392,91588,53784,23739,111619,75808,43897,19159,95749,69547,42266,20286,91165,62169,39678,18263,69179,47398,29808,14594,63806,45667,27586,13182,58224,41292,29191,13469,60772,44589,27520,13457,49463,35894,21945,10396,44625,33764,21420,9989,38451,9345,36376,31211,
主营业务利润(万元),9467,5024,3371,14823,8523,5441,3247,16094,11628,6237,2283,12233,9543,4602,1562,9606,5879,4421,2296,10841,5778,3602,1829,7454,5146,2990,-723,10173,6941,2555,847,8084,5223,3236,-1531,6049,3831,2653,665,5578,3582,2212,635,5460,3847,2542,705,5232,571,4339,3737,
营业利润(万元),19237,15549,14487,5529,6191,4186,2235,4766,6770,3014,933,4050,5254,2126,401,1972,1626,1481,945,-13071,843,927,682,238,1234,53,-2197,3084,1549,-1184,-996,3490,1842,1054,129,3145,1271,873,-51,3378,1817,1196,140,3142,1911,1221,71,3089,58,3259,2718,
投资收益(万元),12348,12181,12021,1068,714,658,115,516,345,219,-63,319,172,95,61,674,305,-35,-21,-83,-18,-7,-5,741,732,-9,-5,429,50,55,--,6,57,57,24,74,-4,-2,3,-6,1,1,0,0,0,0,0,1,0,0,0,
营业外收支净额(万元),35,15,14,3344,46,29,6,1494,83,79,39,574,493,447,47,-298,-52,61,10,162,225,43,48,67,36,52,-11,619,--,--,51,356,-2,-18,-23,301,0,0,152,-64,0,0,0,-100,0,0,0,19,0,0,0,
利润总额(万元),19272,15564,14501,8874,6237,4215,2241,6260,6852,3092,971,4623,5747,2573,448,1674,1573,1542,955,-12909,1067,970,729,305,1270,105,-2207,3703,1621,-871,-945,3846,1840,1036,106,3520,1427,1029,103,3308,1768,1166,112,3042,1826,1222,70,3108,59,3225,2701,
净利润(万元),16766,13562,13531,7196,5265,3546,1905,5415,5659,2510,744,2829,4807,2044,249,1002,787,779,498,-14313,517,509,568,212,901,-126,-2206,2619,956,-976,-943,3105,1479,879,94,3007,1209,877,84,2786,1495,989,95,2541,1552,1038,60,2642,50,2741,2296,
净利润(扣除非经常性损益后)(万元),6696,3542,2257,4235,5123,3439,1892,--,5512,2366,--,2239,--,1617,--,1186,--,667,--,-14553,--,429,--,-388,--,-195,0,1799,0,-1282,--,2542,--,897,--,2355,0,744,0,2776,0,1015,0,2641,0,1037,0,0,0,0,0,
经营活动产生的现金流量净额(万元),17710,12294,5680,15150,16635,9607,2987,9894,10030,6970,3417,-1029,-7795,-9386,-4434,10998,8804,9407,892,17086,17902,13840,11220,23865,13275,13292,5967,15075,5930,1192,-5449,10136,3470,2291,-788,18,4590,8892,-4655,8838,7178,2685,-403,2277,-338,-529,415,2868,0,4872,0,
现金及现金等价物净增加额(万元),33250,22808,20175,11559,9160,4403,1941,-4676,-2784,-872,-3023,-6547,-6932,-8422,-2538,-76,1794,3491,-2890,1445,5592,3886,6599,-3660,-8074,-6686,-3385,875,419,-316,1486,1851,-3986,1315,-4886,-11200,-9927,-6917,-7651,369,-1912,-1877,-2747,23720,23320,24859,24513,-1919,0,-105,0,
总资产(万元),115518,104135,101635,83612,82166,77164,74548,73558,78107,79535,76921,81303,80838,81229,86298,89979,89950,91886,84768,87031,108099,110062,111361,101951,99577,106041,118146,119443,122400,118791,114178,107480,108913,116598,109465,110479,116287,94425,81109,75575,71887,69003,60575,58372,57650,57100,53268,29079,0,27175,25460,
流动资产(万元),50541,40889,38013,17953,15239,10776,8002,6259,8679,11865,10135,13753,13021,13322,19584,22981,25811,28268,20794,22570,28648,30144,30622,20764,18182,25104,36397,37719,40959,40698,41586,35039,35661,45745,43277,47249,54713,38295,33943,32360,33152,34049,32947,32082,35833,36203,32666,8551,0,8580,8126,
总负债(万元),48808,40986,35331,31061,33954,30722,29748,30670,35927,40660,39871,44998,42153,45300,52169,56085,56278,58215,51379,54140,60720,62697,63850,55621,52584,60075,73561,72710,77393,75913,68066,60424,63445,71729,61980,63249,69470,47951,31986,26534,24134,21755,12462,10354,10820,10784,8017,8235,0,8973,8047,
流动负债(万元),48690,40867,35208,30938,33828,30595,29617,30539,35361,40016,39146,44182,34112,37126,36908,42732,40276,42138,35235,35419,40195,40172,38325,37096,33584,41075,71181,70097,74376,72679,64608,57011,61445,69729,59980,61249,67470,45951,29986,24534,22134,19755,12462,10354,10805,10769,8017,8235,0,8973,5147,
