报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.16,0.11,0.02,0.95,0.22,0.31,0.05,1.42,--,0.32,0.05,1.26,0.98,0.8,0.91,
每股净资产(元),3.27,3.22,6.05,6.03,5.55,10.01,9.76,5.65,--,4.56,--,4.24,2.97,2.13,2.75,
每股经营活动产生的现金流量净额(元),-0.36,-0.27,-0.5,0.26,-0.46,-0.37,-0.05,0.07,--,-0.76,-0.47,0.51,0.36,0.33,0.66,
主营业务收入(万元),17098,10589,2528,22764,10804,7256,2097,19823,--,5886,1713,16477,13249,9889,4370,
主营业务利润(万元),7806,5102,1585,10535,5094,3415,1106,9333,--,2830,814,7984,6292,4562,1798,
营业利润(万元),2981,2021,274,6116,1650,1193,77,6317,--,1424,179,5742,4430,3360,1036,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),1195,757,24,515,490,479,167,232,--,142,64,486,366,94,10,
利润总额(万元),4177,2778,299,6631,2140,1672,244,6549,--,1566,243,6229,4796,3453,1046,
净利润(万元),2778,1961,201,6062,1927,1470,217,5950,1912,1344,189,5301,4116,3011,909,
净利润(扣除非经常性损益后)(万元),--,1286,--,5628,--,1048,--,5824,1798,1264,--,4953,3818,2989,898,
经营活动产生的现金流量净额(万元),-6331,-4736,-4353,2290,-3967,-1790,-257,290,-3394,-3180,-1968,2149,1497,1392,658,
现金及现金等价物净增加额(万元),-11540,-9154,-8120,21328,15942,19033,20809,-549,--,-3574,-3077,506,1473,1836,41,
总资产(万元),61992,60301,54591,55921,50957,51512,50645,29098,24845,23370,--,21928,17543,13395,3287,
流动资产(万元),50173,48732,45984,49405,44351,45212,44392,22937,--,17444,--,16028,11551,7333,2021,
总负债(万元),3898,3351,1913,3484,2655,3121,3508,5357,--,4235,--,4136,5052,4433,537,
流动负债(万元),3898,3351,1913,2584,1705,2121,2458,4257,--,3035,--,2836,3552,2733,537,
股东权益不含少数股东权益(万元),57437,56619,52642,52437,48302,48391,47138,23741,19704,19135,--,17792,12491,8963,2750,
净资产收益率加权(%),5.06,3.6,0.38,15.91,4.27,4.08,0.61,28.65,--,7.28,1.06,35.01,39.09,46.68,39.45,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
