报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),0.01,0.01,0,0.01,0.01,0.03,0,0.01,0.01,0.01,0,0.01,0.03,0.03,0.06,0.27,0.28,0.23,0.12,0.32,0.19,0.15,0.08,0.08,0.04,0.03,0.01,-0.53,0.08,0.1,0.04,0.27,0.21,0.14,0.09,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,2.64,5.28,5.28,5.22,5.22,5.16,4.8,4.69,4.56,4.53,4.46,4.37,4.34,4.33,4.31,4.3,4.91,4.93,4.87,4.83,2.35,2.28,2.98,2.88,2.82,2.18,2.13,1.9,1.58,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.02,-0.21,-0.23,0.21,-0.31,-0.34,-0.51,0.12,0.03,-0.17,-0.4,0.75,0.29,0.03,0.06,-0.02,-0.46,-0.75,-0.34,-0.64,-0.26,-0.1,-0.19,0.66,0,0.25,0.63,0.61,-0.32,
主营业务收入(万元),213787,133192,59774,288821,217132,144174,68980,302152,214264,136106,65660,310404,229758,145138,67857,345139,262719,171040,79353,262918,186149,111715,53690,193649,139620,85803,40622,205466,161106,110698,53130,113028,77033,49405,24443,97965,71612,46506,95403,85287,74338,
主营业务利润(万元),29900,19045,9288,35418,26841,17917,8699,34667,25744,17659,9064,39347,29882,20517,10215,47279,36959,25563,12831,39216,26924,18255,10184,25353,18739,11638,6277,14563,24402,17144,7840,21020,15059,9633,--,19937,14616,9515,17788,16388,14081,
营业利润(万元),53,135,-141,-73,-214,2741,-57,-370,539,973,383,1437,3295,3614,3235,13131,14770,11003,5779,12078,7290,5739,4296,727,322,103,-120,-25704,4268,5420,1973,8844,6862,4709,2365,8549,6286,3943,7379,6965,5730,
投资收益(万元),2314,1515,608,2334,1788,3913,683,2312,1708,1150,469,1685,1549,928,635,1678,1270,800,363,1007,12,46,5,22,39,6,2,-9,--,--,--,-4,--,0,0,-7,-3,-2,4,-23,190,
营业外收支净额(万元),166,78,226,558,234,119,114,948,283,110,112,-154,375,259,86,1143,415,312,43,2825,2278,1923,73,1086,142,160,168,289,--,--,--,471,--,--,--,-13,0,0,0,0,0,
利润总额(万元),219,213,85,485,21,2860,58,579,822,1083,495,1284,3670,3873,3322,14274,15186,11315,5822,14904,9568,7662,4369,1813,464,264,47,-25415,4437,5449,1998,9314,7038,4728,2389,8844,6452,4097,7612,7153,6257,
净利润(万元),729,628,255,1140,617,3259,291,1292,1063,1115,475,1501,3511,3491,3082,12528,12425,9319,4518,12387,7474,6029,3317,3189,1647,1083,324,-20811,3113,3986,1505,8250,6194,4183,2044,5830,4382,2752,5664,4759,4255,
净利润(扣除非经常性损益后)(万元),797,665,185,941,608,581,272,481,895,987,395,2000,--,3400,--,11807,--,9192,--,10144,--,4367,--,2541,0,982,0,-20838,0,3999,--,8113,0,4193,--,5701,0,2707,5596,4546,4010,
经营活动产生的现金流量净额(万元),8621,306,3487,46096,42869,29252,17472,33025,18557,11496,7619,9120,-2547,-11442,-12736,11513,-16832,-18647,-19939,4522,1215,-6636,-15497,29238,11496,1150,2161,-804,-18021,-29214,-13176,-25161,-7761,-2973,-4356,15264,6926,3758,9418,9113,-4858,
现金及现金等价物净增加额(万元),-27541,-22630,-12810,6361,-5749,-13604,82,-15629,-17831,-7109,-2715,-38007,-35061,-45218,-34424,81328,44472,97279,1169,-10545,-11101,-13446,-12050,-36508,-21766,-19533,-16702,-19388,-23109,-16078,231,71966,-14844,-12212,2771,16312,19099,-2248,561,-734,3590,
总资产(万元),594551,589473,581773,581023,567002,540206,528523,518871,526731,519543,522996,520883,547618,531426,529076,546221,554610,590763,478052,439771,428937,408304,402446,379098,393660,391942,381656,400270,436116,447371,435306,366472,244703,221741,203575,166884,146619,125097,108740,106919,94028,
流动资产(万元),243977,239593,236929,240753,228493,219770,230746,238404,255257,257568,261991,262394,291258,276678,272752,287716,295525,328468,214189,175738,170374,150231,149266,136989,166148,168427,161237,181455,220803,236746,235362,192573,84151,77207,94065,71040,73140,54409,51455,50713,45338,
总负债(万元),293333,288270,280891,280229,266465,239482,230623,221029,228662,221240,225265,223590,247991,231681,229725,250108,259493,299176,280904,247558,242042,222990,219988,200522,216624,215438,204168,228913,235205,245774,236669,172903,171062,150122,133062,99250,80286,90891,75316,71038,64267,
流动负债(万元),192630,187577,178296,178400,163742,147437,151150,141665,148046,140676,136281,134655,234249,217962,216973,237349,244390,283932,257304,223870,216091,191666,185323,165052,178864,173670,160305,175879,165311,172045,159963,104777,116589,103318,93833,60021,64236,62741,51016,60937,50064,
股东权益不含少数股东权益(万元),292986,292876,292310,292051,291546,291537,288568,288277,288048,288100,287460,286985,288996,288976,288567,285485,285382,282275,188298,183780,178868,177423,174711,171235,170198,169634,168908,168584,192526,193399,190918,189413,70257,68245,68423,66299,64851,32737,31985,28549,23775,
净资产收益率加权(%),0.25,0.21,0.09,0.39,0.21,1.12,0.1,0.45,0.37,0.39,0.17,0.52,1.22,1.22,1.07,5.35,5.67,4.84,2.43,6.98,4.26,3.46,1.92,1.87,0,0.64,0,-11.63,0,2.08,--,10.45,0,6.14,--,14.15,0,8.25,18.05,18.19,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
