报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,
基本每股收益(元),0.06,0.06,-0.02,0.19,0.17,0.15,0.01,0.23,0.19,0.27,0.02,0.05,0.05,0.03,-0.06,0.23,0.26,0.19,0.06,0.53,0.36,0.31,0.63,0.4,0.22,0.46,0,
每股净资产(元),3.64,3.79,3.6,3.81,3.82,3.8,3.65,3.63,3.58,7.04,6.79,6.77,6.77,6.75,6.71,6.77,6.81,6.73,6.65,6.59,6.33,2.62,2.4,--,0,1.8,0,
每股经营活动产生的现金流量净额(元),-0.4,-0.24,0.02,-0.13,-0.15,-0.09,-0.12,0.07,0.01,-0.1,-0.14,0.62,0.61,0.66,0.44,-0.28,-0.2,-0.14,-0.15,-0.53,-0.14,-0.05,0.59,--,0.32,-0.52,0,
主营业务收入(万元),18781,9819,3056,21903,14382,11118,2542,22112,15050,10207,2444,16235,10096,7493,33,11762,9787,6110,2678,15160,8446,6804,12379,8248,4526,10520,6477,
主营业务利润(万元),5502,3130,738,6510,4859,3649,794,7687,5442,3901,896,4522,2278,1506,-6,4110,3164,1904,1077,5943,3365,2675,4864,3206,2063,4134,3248,
营业利润(万元),562,954,-124,2182,2104,1907,168,3232,2620,1937,51,291,322,260,-365,1301,1571,1213,413,2741,1863,1629,3030,1955,1065,2411,2140,
投资收益(万元),--,--,--,--,--,--,--,12,12,12,-6,-80,-17,-30,-11,-17,-4,-5,-3,-32,-31,-29,176,136,-19,3,-45,
营业外收支净额(万元),195,30,-4,515,335,339,-5,278,235,38,14,50,-5,-42,-2,333,221,17,-9,543,203,83,316,159,134,0,0,
利润总额(万元),757,984,-128,2697,2439,2246,163,3509,2855,1976,64,341,317,217,-368,1635,1793,1231,404,3284,2066,1712,3347,2113,1199,2522,2255,
净利润(万元),710,772,-246,2249,2078,1840,144,2808,2301,1611,93,310,282,169,-378,1381,1584,1130,340,2704,1697,1394,2854,1820,1009,2053,1653,
净利润(扣除非经常性损益后)(万元),--,762,--,1814,--,1551,--,2573,--,1575,--,266,--,198,--,1101,--,1115,--,2760,--,1324,2583,--,993,1980,1532,
经营活动产生的现金流量净额(万元),-4835,-2921,284,-1565,-1819,-1029,-1484,849,90,-626,-847,3729,3664,3942,2627,-1698,-1182,-824,-918,-3175,-852,-244,2669,1446,1446,-2320,1258,
现金及现金等价物净增加额(万元),-11305,-8896,-4933,-1088,-1451,-473,-2794,-1372,-1430,-1675,-1327,-1816,-876,645,2469,-2868,-3187,-1517,-1092,22584,24755,-821,1410,259,259,-10,249,
总资产(万元),73316,71170,69763,55070,58432,56966,56559,57817,55989,54938,55306,54505,54259,53575,54567,49942,48945,48543,47085,47558,45481,18202,18488,--,0,17314,12306,
流动资产(万元),56835,54475,53240,43909,47469,45869,45161,46183,45558,44773,45434,45076,46226,46207,47627,43528,43503,43067,41859,42332,40238,12921,14948,--,--,13668,9049,
总负债(万元),25540,21252,22186,7904,11180,9926,11741,13343,12114,11927,13757,13022,12817,12232,13445,8442,8114,8167,7198,8011,7524,6407,7658,--,--,9178,8224,
流动负债(万元),23152,20625,19916,7615,10096,8827,10642,12246,11989,11817,13646,12910,12728,12133,13371,8355,7978,8052,7056,7877,5661,4421,5771,--,--,9058,8186,
股东权益不含少数股东权益(万元),44165,46033,43635,46115,46238,45943,43802,43583,42988,42215,40731,40639,40610,40498,40251,40629,40831,40377,39887,39547,37957,11795,10804,--,0,8107,4073,
净资产收益率加权(%),1.44,1.65,-0.53,4.99,4.66,4.13,0.34,6.69,5.52,3.89,0.23,0.76,0.69,0.42,-0.93,3.43,3.96,2.83,0.86,11.82,--,12.34,30.19,--,11.72,30.42,63.57,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
