报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-06-30,2001-12-31,2000-12-31,
基本每股收益(元),0.14,0.09,0.04,0.17,0.14,0.09,0.04,0.18,0.15,0.1,0.04,0.17,0.15,0.11,0.06,0.31,0.24,0.15,0.06,0.24,0.2,0.11,0.06,0.2,0.15,0.1,0.06,0.47,0.34,0.23,0.17,0.31,0.56,0.32,0.16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,2.34,0,2.3,2.26,2.75,2.7,2.67,2.59,2.6,2.54,1.91,1.83,2.21,2.15,2.11,2.06,2.67,2.64,2.55,2.43,4.7,4.54,4.28,4.04,5.01,4.85,3.59,3.41,4.08,3.92,3.78,3.62,4.74,4.54,4.31,4.12,4.83,4.63,4.48,2.3,0,1.97,0,1.6,1.3,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.02,0,-0.2,-0.28,-0.12,-0.1,-0.11,-0.07,-0.06,-0.04,-0.07,-0.06,-0.11,-0.12,-0.09,-0.08,-0.16,-0.24,-0.24,-0.75,0.05,0.17,0.16,0.12,0.57,0.76,0,0,0,0.23,0,0,0,0.32,0,0,0,-0.48,0,0,0,0.01,0,-0.1,0.03,
主营业务收入(万元),149890,104266,49802,193226,143496,97964,44356,212914,157500,104784,48412,224555,165253,112822,48328,226440,158669,98029,44539,200489,139380,88527,36669,160656,115823,75550,28765,136175,106813,73540,33259,135991,99382,65082,32609,118256,88657,59164,26674,84014,60228,40535,17476,77701,55566,37908,16710,51736,37940,24359,11460,39310,20795,32451,28503,
主营业务利润(万元),40474,27401,13259,47537,30502,20043,8658,45044,29905,18978,8175,44068,34972,28965,13664,66684,47308,29153,11547,52167,36861,22035,8755,37315,25995,17043,7030,39459,29025,18990,8511,34824,25487,15165,6371,23377,17884,11609,5545,17975,13056,8271,3574,15414,10680,6855,2993,11480,8274,4965,2120,7526,3558,5942,5294,
营业利润(万元),11142,6284,2985,3711,2934,1668,-509,860,651,-179,-1065,2469,7096,11089,5474,27291,21141,13287,4966,19956,16264,9299,3874,13684,10498,6584,3000,24877,20226,13547,4978,26107,19237,11285,4348,14368,10731,6904,3106,10355,8196,5375,2152,9618,6656,4106,1796,7222,5146,3349,1281,5131,2513,3979,3293,
投资收益(万元),--,--,--,--,--,--,--,800,800,800,--,0,--,--,--,--,-75,-75,--,--,--,--,--,298,10,10,--,20,266,266,--,444,244,244,0,294,184,184,0,266,109,109,0,66,0,0,0,0,0,0,0,0,0,-24,--,
营业外收支净额(万元),3441,3084,1418,14297,11448,7568,4505,18646,14748,9927,5458,15815,9048,520,4,981,679,553,405,643,393,85,61,540,338,181,111,-138,--,-123,--,--,--,--,--,-37,0,0,0,-29,0,0,0,-58,0,0,0,-54,0,0,0,0,0,0,-10,
利润总额(万元),14584,9368,4403,18008,14382,9236,3996,19506,15399,9749,4394,18284,16144,11609,5478,28272,21820,13839,5371,20599,16656,9384,3935,14225,10836,6766,3111,24739,20072,13425,5089,26327,19226,11286,4348,14710,10975,7163,3097,10616,8262,5447,2131,9626,6608,4061,1758,7168,5108,3305,1274,5081,2507,3913,3283,
净利润(万元),13081,8403,4031,15633,12997,8361,3624,17257,14295,9022,4015,15853,14115,10289,4766,24626,18934,12159,4702,17794,14577,8292,3443,12412,9467,5922,2618,22052,16360,10695,3988,19117,13223,7628,2945,10088,7660,4862,2075,7446,5798,3769,1428,6800,4633,2745,1193,4723,3320,2214,854,3416,1679,2594,2205,
