报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,1999-12-31,1998-12-31,
基本每股收益(元),0.11,0.06,0.02,0.09,0.1,0.07,0.02,0.08,0.05,0.03,0.01,0.07,0.03,0,-0.01,0.02,0.03,0.02,0.01,0.08,0.07,0.04,0.01,0.1,0.04,0.01,-0.03,0.04,0.03,0.03,0.01,0.04,0.02,0,-0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,1.6,1.6,1.55,1.68,1.66,1.68,1.7,1.69,1.68,1.67,1.65,1.62,1.59,1.59,1.52,1.5,1.76,1.78,1.78,1.78,1.76,1.75,1.96,1.94,1.92,1.91,1.83,1.82,1.81,1.83,1.86,1.85,1.82,1.82,1.78,1.76,1.81,1.8,1.75,1.72,1.69,1.69,1.67,1.64,1.63,1.57,1.04,0.99,0.91,0.98,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.13,--,-0.08,-0.18,-0.14,0.01,-0.18,-0.15,-0.05,0.15,0.05,0.09,-0.15,0.22,0.08,0.1,0.08,0.04,-0.13,-0.06,-0.09,0.12,-0.04,-0.09,-0.11,-0.05,0,--,0,-0.02,0,0,0,0.27,0,0,0,0.1,0,0,0,0.22,0,-0.04,--,0.04,-0.16,0.04,0.19,--,
主营业务收入(万元),42756,26731,11296,59214,48437,32206,12366,59019,44682,29442,13606,65088,50742,32604,15837,66379,49473,31537,13983,59245,41425,24919,11081,50552,33072,20191,7575,45278,34367,22201,10490,37374,26016,15799,6671,28632,20358,13652,5746,28995,21583,13377,5408,33962,22997,14582,5927,27541,19147,12286,4827,25052,16502,10088,3935,24035,9746,21672,17048,17268,
主营业务利润(万元),11143,6807,2948,14890,11237,7057,2743,14126,10484,6849,3051,13423,9126,4960,1949,10577,7804,4941,2263,11860,8963,6019,2598,12539,8060,4616,1637,10727,7760,5046,2688,9038,6230,3885,--,6759,4604,3039,1264,7986,5840,3711,1373,9798,7138,4549,1847,9774,6396,4040,1535,8697,5756,3493,1360,9031,3723,7270,5824,7498,
营业利润(万元),2548,1408,505,1960,2221,1609,489,1760,1055,675,370,1041,472,-152,-528,-26,861,564,302,1477,1386,797,235,1752,686,-26,-614,636,645,568,208,713,485,103,-178,-1365,-1143,-152,-239,684,948,672,39,2356,1718,1149,197,2271,1195,721,76,1695,1147,589,54,1576,899,1244,519,1941,
投资收益(万元),--,--,--,0,0,0,--,0,0,0,--,0,0,0,--,0,0,--,--,0,0,0,--,2,2,--,--,15,15,15,2,1334,0,0,0,-98,-74,-49,-16,-204,-74,-49,-25,-135,-203,-49,-25,0,0,0,0,0,0,0,0,0,0,0,0,--,
营业外收支净额(万元),163,80,18,373,217,118,88,391,95,65,16,670,258,240,277,575,-101,-82,-66,560,322,101,46,710,282,279,77,121,--,27,--,--,--,--,--,2889,0,--,0,-44,0,0,0,-31,0,0,0,-89,0,0,0,-65,-0,-2,0,-23,0,0,0,-70,
利润总额(万元),2711,1489,522,2333,2438,1728,578,2151,1150,740,386,1711,730,87,-251,549,760,482,236,2037,1708,898,282,2462,968,253,-536,757,668,594,225,785,433,90,-195,1527,85,-195,-241,452,880,640,32,2190,1518,1112,186,2182,1219,708,72,1667,1167,607,52,1563,902,836,486,1870,
净利润(万元),2482,1398,470,2030,2239,1637,488,1871,1050,668,316,1544,644,54,-272,388,616,375,155,1718,1557,881,242,2148,761,181,-502,642,510,507,190,745,309,24,-222,1245,-47,-261,-267,207,644,471,18,1904,1270,912,159,1733,957,546,61,1390,960,486,44,1249,743,628,341,1571,
净利润(扣除非经常性损益后)(万元),2347,1332,455,1714,2057,1538,413,1542,972,617,--,973,--,-148,--,-83,--,446,--,1033,--,618,--,1541,0,-32,0,582,0,482,--,-504,0,35,--,-1296,0,-267,0,220,0,461,0,2013,0,916,0,1742,0,557,0,1426,1002,486,--,1350,0,0,0,--,
经营活动产生的现金流量净额(万元),12812,12358,13332,3207,-3451,-2363,11,3743,343,-2857,-2966,1862,-1964,-3808,-2896,305,-3839,-3301,-1168,3233,1024,2012,-3213,4707,1632,2110,1477,728,-2398,-1035,-1662,2158,-649,-1338,-1750,-757,-1808,-2413,-1481,-303,-2129,-1957,-1461,4331,-81,-154,-2839,1630,-4130,-3044,-1541,3550,0,-674,--,599,-1733,420,0,--,
现金及现金等价物净增加额(万元),14227,14958,12141,-1620,-5808,-4378,-3234,868,-3563,-3701,-3500,-3,-975,-3109,-711,-769,-2786,-2109,-1529,4721,-922,3122,-1960,2786,1792,1912,3009,-2953,-2650,-432,345,3179,2470,159,-578,-2851,-1656,-3517,-1799,-1981,-4380,-3706,-2710,1503,-1364,-324,-4022,-4818,-8175,-7662,-4829,-5296,0,-7101,--,15810,-847,594,0,--,
总资产(万元),83019,80214,75801,61971,64469,65574,61475,64457,63649,65075,65091,65779,65737,62418,62810,59801,59715,58723,56919,54848,52649,54901,58145,56970,57879,53131,53499,51627,52560,52056,52122,48100,52257,48727,47500,45812,48486,47339,47979,49053,49749,49599,51185,51561,53195,54229,48944,50281,47924,45044,44730,48840,46201,47291,51890,51250,36133,33604,32670,25220,
