报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2001-12-31,2001-06-30,2000-12-31,1999-12-31,
基本每股收益(元),0.16,0.09,0.07,0.44,0.36,0.2,0.08,0.4,0.28,0.18,0.07,0.36,0.27,0.18,0.09,0.48,0.43,0.25,0.12,0.58,0.41,0.24,0.06,0.55,0.38,0.27,0.05,0.36,0.2,0.14,0.06,0.43,0.27,0.19,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,3.65,--,3.51,3.41,3.38,3.29,3.2,3.01,4.29,4.15,3.91,3.74,3.59,3.53,2.76,2.65,2.48,2.43,2.34,2.29,3.35,3.29,3.1,3.02,2.89,2.95,2.89,2.02,2.95,2.82,2.74,2.63,2.53,2.44,2.37,2.29,2.26,2.25,2.24,2.24,2.24,2.23,2.28,2.27,1.42,0,1.39,1.36,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.26,--,-0.53,-0.45,-0.03,0.19,0.03,0.28,0.12,0.3,0.53,0.69,0.17,0.5,0.27,0.35,0.49,0.47,0.16,0.25,0.08,0.1,0.47,0.55,-0.4,0.07,0,0,0,1.38,0,0,0,1,0,0,0,-0.38,0,0,0,0.2,0,0.13,0.38,0.21,0.14,0,
主营业务收入(万元),506444,327871,156638,688578,468972,297012,153859,751971,507775,306781,125718,613148,401408,254897,142577,570627,397952,259364,115562,531305,344425,205397,103482,450984,301835,195577,98521,458772,312729,197829,79319,312054,185100,109296,47861,182442,131496,86712,41229,159680,112221,66789,33598,117819,74043,41872,18580,10325,8210,6007,3624,13881,11912,8801,17821,10549,19710,20011,
主营业务利润(万元),77166,49259,23809,103799,69224,40578,20874,104012,63179,41603,20283,88411,62758,39312,18309,73731,54468,34701,14674,57546,40829,26418,11767,58545,40795,28437,11756,51054,35504,23520,10847,40568,26807,18296,--,26509,19928,12967,5786,23925,18609,13218,5924,15941,9225,5409,2217,2044,1547,1147,586,2688,2192,1768,3421,2134,3661,3967,
营业利润(万元),26021,13260,5322,26650,21076,9650,4861,27864,19130,12320,4789,24597,20129,13842,6404,31214,29139,17335,5726,24318,17666,10192,3038,25018,16562,11582,2699,14716,8979,6392,2039,10686,9691,6731,2114,9975,7476,5017,1922,6335,5038,3236,1782,5329,3116,1546,811,94,152,160,165,943,792,764,1886,1096,1910,1966,
投资收益(万元),-565,-444,-133,-514,-126,-72,-16,55,0,2,-61,-784,-778,-794,13,324,239,192,-189,1555,17,11,5,1456,1423,1408,-76,2090,7,2,1,23,7,3,0,-423,-102,-136,-130,53,110,162,354,-535,-161,-54,0,253,146,108,0,82,0,0,0,0,0,0,
营业外收支净额(万元),1456,1132,-60,4840,4016,3787,181,1042,783,570,257,1148,545,107,69,949,228,60,-21,527,300,232,-11,484,636,533,92,910,--,--,1,2597,--,--,--,90,0,0,0,-219,0,0,0,22,0,0,0,-7,-14,0,1,-20,-6,2,0,0,0,0,
利润总额(万元),27476,14392,5262,31489,25091,13437,5042,28906,19913,12890,5046,25744,20675,13949,6473,32163,29367,17395,5706,24845,17966,10424,3027,25502,17198,12115,2792,15626,9040,6548,2040,13282,9754,6753,2202,9727,7542,4992,1835,6207,5169,3440,2139,4816,3036,1491,813,340,284,264,166,1005,786,766,1888,1096,1892,1950,
净利润(万元),24209,12832,4627,26651,21267,11520,4448,23713,16217,10425,4143,20982,16017,10386,5084,27979,24963,14597,4665,22314,15672,9280,2293,19220,13113,9247,1795,12534,6817,4845,1289,9989,6145,4421,1472,6064,4784,3374,1459,4490,3727,2553,1424,1996,1183,314,131,248,190,177,111,673,527,513,1266,734,1268,1658,
净利润(扣除非经常性损益后)(万元),22424,11317,4686,21634,17871,8336,4301,22750,15573,9956,--,20688,--,11000,--,26892,--,14316,--,20691,--,9083,--,17486,0,7631,0,9989,0,4745,0,7193,0,4408,--,6061,0,3305,0,4226,0,2247,0,1854,0,291,0,21,0,107,0,632,531,512,0,734,0,0,
