报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-03-31,2002-12-31,2001-12-31,
基本每股收益(元),0.07,-0.03,0.03,0.1,0.05,0.01,-0,0.17,0.21,0.08,0.03,0.26,0.22,0.1,0.06,0.24,-0.02,0.03,-0.1,-0.07,-0.02,-0.04,-0.09,-1.25,-0.3,-0.22,-0.14,-0.6,-0.33,-0.25,-0.09,0.15,0.05,0.02,-0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,1.87,--,1.79,1.67,1.64,1.57,1.32,1.36,1.24,1.33,1.26,1.24,1.19,1.28,2.23,2.3,2.4,2.54,2.81,2.89,3.04,3.14,3.11,3.08,3.04,2.98,2.94,2.93,2.92,2.92,3.93,4.01,4.05,4.04,4.18,4.16,4.13,2,0,1.57,1.3,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.79,--,1.02,-0.75,-0.49,0.91,0.97,-0.46,-0.36,1.06,1.34,-0.08,0.59,0.27,0.93,-0.27,-0.09,0.21,0.86,0.18,0.37,0.27,0.58,0.42,0.01,-0.11,0,--,0,0.08,0,0,0,-1.5,0,0,0,0.33,0,0.19,0.05,
主营业务收入(万元),12038,8531,4673,20777,14251,9345,4325,26046,17784,12350,4751,31251,21754,9535,4663,26257,16616,10253,4155,26809,16469,8668,4483,20834,12490,8063,4130,23210,17231,13829,7046,30254,15011,10321,5140,24165,9165,6309,2966,7844,5033,3579,1799,10443,8076,5892,2851,11540,2628,9484,5482,
主营业务利润(万元),6768,4426,2527,9979,7529,4902,2344,10333,7354,5072,2351,10825,7906,4715,2281,6787,4645,2862,1331,8769,6043,3452,1593,5024,3934,2450,1217,5373,4042,3180,1564,7379,4898,3323,--,6231,2801,1932,1071,851,2476,2110,1028,5449,4219,2840,1328,5413,1490,5539,3821,
营业利润(万元),-72,-159,168,116,400,195,2,1672,1581,884,384,1981,1655,724,332,-409,-1272,-1068,-798,-1253,-261,-560,-668,-9281,-2872,-1933,-929,-5970,-2215,-1679,-719,-285,492,296,-223,998,321,196,137,-7389,-835,-170,97,278,806,656,439,1711,419,1648,1304,
投资收益(万元),-0,0,0,-0,-0,-0,-0,567,574,11,12,-29,-22,-25,3,1141,-48,-30,-28,3,7,-6,-11,-838,-195,-48,-24,-401,-58,-49,-14,293,-89,-58,-37,352,-54,-48,-33,56,86,4,4,-7,-3,5,3,18,-2,4,1,
营业外收支净额(万元),728,78,68,902,263,104,111,0,289,57,10,347,243,175,156,2247,1226,1227,159,941,467,439,45,953,836,532,89,-29,--,-181,--,2998,--,--,--,-102,0,--,0,-148,0,0,0,-4,-2,0,0,-5,0,0,0,
利润总额(万元),656,-81,236,1018,663,298,114,1672,1870,940,394,2328,1897,899,487,1838,-45,160,-639,-311,206,-121,-623,-8328,-2035,-1400,-840,-5999,-2335,-1861,-708,2713,490,305,-201,1288,308,178,115,-7286,-734,-163,100,317,824,672,443,1843,417,1685,1253,
净利润(万元),427,-157,177,600,303,32,-16,1054,1283,477,213,1628,1382,636,398,1487,-115,174,-597,-432,-128,-270,-583,-7778,-1904,-1400,-849,-3728,-2044,-1547,-583,930,314,98,-154,695,140,73,17,-6969,-680,-164,52,216,724,582,393,1676,338,1473,1047,
