报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2001-12-31,2001-06-30,2000-12-31,1999-12-31,1998-12-31,
基本每股收益(元),0.13,0.1,0.05,0.14,0.12,0.08,0.07,0.21,0.14,0.09,0.04,0.14,0.09,0.05,0.04,0.12,0.04,0.03,0.03,0.08,0.07,0.04,0.04,0.09,0.06,0.04,0.03,0.07,0.06,0.02,0.03,0.09,0.09,0.03,0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,6.32,--,3.86,3.82,3.81,3.77,3.69,3.68,3.69,3.66,3.64,3.72,3.71,3.68,3.65,3.62,3.62,3.59,3.58,3.53,3.55,3.52,3.49,3.44,3.46,3.33,3.28,3.26,3.34,3.3,3.25,3.18,3.16,3.12,3.02,2.88,3.97,3.87,3.87,3.82,3.77,3.72,3.87,1.77,1.6,0,1.25,0,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.31,--,0.1,0.48,-0.08,0.02,0.38,-0.47,-0.42,0.81,0.33,-0.22,-0.31,-0.51,-0.97,-0.81,-1.42,1.31,0.6,0.4,-0.18,-0.13,0.12,-0.31,-0.69,-0.27,0,--,0,-0.56,0,0,0,0.3,0,0,0,-0.17,0,0,0,0.32,0,-0.08,0.18,0,-0.29,0,--,
主营业务收入(万元),237045,149823,64042,278338,196366,119474,57675,196002,148582,94863,45428,167620,119742,73735,35810,166651,101984,70632,33051,156214,108980,71300,32047,144332,106014,72771,33708,161533,114968,73954,32244,138334,94480,60296,28101,134281,86201,55577,25930,124239,77003,49410,21586,94748,61496,37699,16092,52370,34395,21675,10824,32758,23556,15616,26778,15027,20361,16688,15572,
主营业务利润(万元),40000,25640,12210,42509,29786,18797,9526,30429,20831,13665,6906,25889,17596,11277,5770,25645,14591,10120,5373,21075,13255,8757,4899,20545,13835,9229,5110,19382,13555,8067,5232,18107,13352,8989,--,17107,11188,7646,3840,17853,10738,6824,3326,15042,10266,5782,2450,7899,5302,3544,1895,6766,5026,3347,5918,3106,4238,3912,3318,
营业利润(万元),8085,5700,2760,6086,4461,3445,1939,4688,2449,1615,714,2354,1498,825,697,1990,466,447,618,1455,302,315,309,1517,684,612,484,871,616,-114,531,1843,1849,784,749,3172,2214,1340,992,5900,2737,1290,953,7905,5395,2455,1179,3110,2572,1639,789,3900,2656,1626,3576,1991,2420,1822,1357,
投资收益(万元),-74,-85,--,27,37,43,-14,59,24,30,17,219,213,184,140,67,33,16,-35,84,75,60,32,45,19,8,3,2,--,--,--,0,0,0,0,19,-35,-3,-45,-113,-35,-37,-23,5,-3,4,15,11,19,18,0,0,0,0,0,0,0,0,0,
营业外收支净额(万元),759,445,84,1719,1775,609,145,825,726,370,48,404,31,71,-10,672,262,79,20,329,1028,523,463,697,628,62,104,--,--,705,--,--,--,--,--,70,0,--,0,-81,0,0,0,-92,0,0,0,-78,0,0,0,-38,-35,-23,0,0,0,0,--,
利润总额(万元),8844,6145,2844,7805,6236,4054,2084,5512,3174,1985,762,2758,1529,896,687,2661,728,526,637,1785,1330,837,773,2214,1312,675,588,1771,1321,591,600,2423,2035,898,871,3407,2143,1319,906,5945,2779,1314,918,7875,5366,2453,1190,3174,2566,1641,770,3862,2621,1603,3505,1957,2394,1777,1317,
净利润(万元),6394,4520,2146,5578,4683,3074,1525,4010,2493,1522,596,1900,1206,734,543,1611,519,374,464,1131,932,603,508,1249,856,501,446,959,791,218,433,1208,1188,377,616,1961,1207,757,584,2427,1762,791,581,4635,3411,1539,920,1560,1497,1035,517,2366,1678,1032,2141,1245,1471,1337,929,
净利润(扣除非经常性损益后)(万元),5590,4016,2006,4011,3084,2463,1336,3160,1743,1067,--,1288,--,624,--,940,--,233,--,656,--,31,--,477,--,408,0,398,0,-311,0,-113,0,201,--,1787,0,771,0,2270,0,702,0,3614,0,805,0,1470,0,1046,0,2391,1702,1048,0,0,0,0,--,
经营活动产生的现金流量净额(万元),-12365,-20427,-11608,-42346,-47457,-36776,-37010,-9661,-11082,-12098,-6248,7824,1373,6722,-1086,249,5379,-6530,-5883,11338,4675,-3064,-4337,-7187,-13520,-11310,-19814,18370,8400,5600,-2532,-1853,1660,-3010,-9638,-3714,-12971,-11903,-9185,-7818,-20044,-21299,-18777,4132,-7264,-9899,-7272,-1762,-9410,-6729,-7969,3242,0,-489,1104,0,-1746,0,--,
现金及现金等价物净增加额(万元),19896,5337,534,-19709,-8388,-4373,-1546,32602,19896,19111,84145,-8888,2171,7620,4835,2948,19114,4553,5036,-375,1869,9269,5940,-11423,9148,11374,2799,15085,11669,15027,-686,-7489,-1987,-5469,-6397,3594,-4070,-9580,-5304,-3850,-4309,-12997,-14192,7069,-3354,-5914,-10115,-2384,-9084,-7525,-6494,28242,0,-708,2862,0,-648,0,--,
总资产(万元),681442,635638,511930,476126,474394,455333,415260,346031,305707,273603,307704,212411,231401,236878,240258,234648,233847,237281,209534,202773,203535,210521,209111,210531,223377,227744,201741,204829,194722,203374,182999,186955,190786,190640,203248,189882,191128,172483,168993,166036,173856,160695,150109,136937,128741,115717,102754,98791,81428,72917,67942,66542,61542,30668,27540,23620,22188,0,--,
流动资产(万元),557105,509299,445634,411617,411630,402210,366005,307786,273007,242217,277766,183182,202072,207405,210834,204826,206462,210122,182224,175350,175737,183044,181634,182646,195103,199888,174488,177109,166339,174537,154840,158462,162984,162922,175104,163691,165255,147201,143781,144220,153306,141546,131136,120108,114861,102028,88333,84313,71634,63714,--,0,--,--,--,20124,0,0,--,
总负债(万元),421893,375733,375217,341564,333786,323398,282840,215758,176920,145780,178764,157333,176983,182968,186524,181462,181700,185267,157422,151114,152088,157859,156566,157850,169586,174906,149260,153403,143259,152474,131881,136190,140377,141068,153460,141884,143883,125598,121018,118603,127246,115086,103276,91059,84411,74130,61809,58767,42286,33935,30130,29242,22876,20024,17928,14903,14717,--,--,
流动负债(万元),413635,367364,369708,335977,328130,317677,276497,212140,174831,144191,177205,155755,174781,180766,184274,179192,163272,166819,138927,132600,132297,138038,136745,138029,149765,174585,148938,153082,142938,152153,131260,135569,136356,134667,149739,137663,135822,116917,112337,110222,119025,111765,103276,91059,84411,74130,61612,58767,42286,33935,--,0,--,--,--,13203,0,0,--,
股东权益不含少数股东权益(万元),255574,256079,135596,133450,133304,130966,131451,129921,128404,127437,128562,54688,53978,53496,53322,52767,51698,51582,51677,51214,51014,52097,52002,51478,51085,50731,50673,50227,50059,49485,49731,49267,48947,48136,48374,46625,45953,45626,46725,46191,45470,44499,44289,43708,42215,40343,39703,38783,38708,38247,37729,37211,38665,10644,9612,8716,7471,0,--,
净资产收益率加权(%),3.16,2.58,1.6,4.24,3.56,2.34,1.17,3.62,2,2,1.08,3.53,2.26,1.38,1.02,3.1,1,0.73,0.9,2.21,1.83,1.16,0.98,2.46,--,0.99,0,1.93,0,0.44,0,2.48,0,0.79,--,4.16,0,1.65,0,5.4,0,1.79,0,11.24,0,3.88,0,4,0,2.71,0,10.11,0,0,22.28,0,0,0,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
